AREANM,AREACD,time1,time2,time3,time4,time5
Bedford,E06000055,14.82664105,15.39659064,17.61360657,20.36325264,24.00876324
Belfast,N09000003,13.07736643,14.47862761,14.64795818,17.17731187,20.05147376
Bexley,E09000004,15.54054679,15.90985299,16.48642309,17.45484336,19.66012971
Birmingham,E08000025,14.75206278,13.15588366,12.96192133,14.08811302,15.87099383
Blaby,E07000129,14.49134187,16.92396696,20.30451798,23.09607418,25.8736366
Blackburn with Darwen,E06000008,13.4744354,12.79071372,14.46401955,17.08661174,19.91923763
Blackpool,E06000009,19.78212601,18.83278175,20.38835648,22.87582353,25.99118344
Blaenau Gwent,W06000019,16.8967065,17.40045832,19.9847948,23.59490396,27.94868483
Bolsover,E07000033,17.3331444,17.30661622,19.96479316,23.17819588,27.0756642
Bolton,E08000001,15.02863364,14.9550642,17.21262072,19.28763086,22.07421264
Boston,E07000136,19.50350743,19.43354349,20.80702361,22.96786484,25.41338267
"Bournemouth, Christchurch and Poole",E06000058,22.24567107,20.5604723,21.5382633,23.94383357,27.49901329
Bracknell Forest,E06000036,10.76722563,11.92588937,14.45806897,17.74313584,21.27676013
Bradford,E08000032,14.5771056,13.41315099,14.79281349,17.72014827,20.76080593
Braintree,E07000067,15.02449089,15.57535408,20.1074155,24.02472242,28.08452627
Breckland,E07000143,19.15726655,20.53777785,24.75005204,28.34344882,32.44096802
Brent,E09000005,11.08815427,10.83805143,12.08966278,15.49555054,19.06161875
Brentwood,E07000068,17.66191541,18.51934224,20.32789027,21.75167351,23.97599715
Bridgend,W06000013,16.53996829,17.08401677,20.27872111,24.24119348,28.10376986
Brighton and Hove,E06000043,17.40243744,13.61389823,13.25918146,15.00188097,18.02103408
"Bristol, City of",E06000023,15.63541672,13.31125157,12.9368479,13.57266661,14.49033006
Broadland,E07000144,18.59831042,21.03057859,25.64728419,28.45077652,31.55677427
Bromley,E09000006,17.19009794,16.52074972,17.45294416,18.41606947,20.90035609
Bromsgrove,E07000234,16.95468975,18.88030764,22.46863027,25.05902907,27.84187271
Broxbourne,E07000095,14.52197253,15.61606461,17.86304141,20.0917608,23.12892959
Broxtowe,E07000172,16.15360438,17.56920813,21.01755067,23.1957496,25.43357488
Burnley,E07000117,15.08780771,15.63187065,18.5502728,21.55072289,24.09349319
Bury,E08000002,14.57981401,15.4295082,18.23068992,20.67333241,23.49859903
Caerphilly,W06000018,15.18452129,15.88628098,19.33056751,22.90963492,26.5709929
Calderdale,E08000033,15.70130325,15.40406051,18.5127712,22.06309608,25.77850476
Cambridge,E07000008,13.85372199,12.10934474,12.81986037,15.02221438,17.71823968
Camden,E09000007,12.16729831,10.44404179,11.88593046,14.44923931,17.80905019
Cannock Chase,E07000192,13.20754717,14.94078063,18.92337352,22.92813786,27.25028888
Canterbury,E07000106,20.18113401,18.52019196,20.40315278,22.76084487,25.8641928
Cardiff,W06000015,15.034624,13.3432495,14.09451802,16.28890926,17.67163607
Carlisle,E07000028,17.52127942,17.89266454,21.55516806,25.69485506,29.28043041
Carmarthenshire,W06000010,19.68972152,19.95266194,23.46402371,27.88246663,31.15431565
Castle Point,E07000069,16.34756996,19.98182231,25.2403686,27.61399239,30.18848329
Causeway Coast and Glens,N09000004,13.07736643,14.48951109,18.09547578,23.18320054,28.93429006
Central Bedfordshire,E06000056,13.2576274,14.74170297,17.84235877,20.63197205,23.85193156
Ceredigion,W06000008,18.9318514,20.07176108,24.9273893,26.6378615,27.35300924
Charnwood,E07000130,14.92769244,15.79786803,18.09048253,20.36749927,22.80786765
Chelmsford,E07000070,14.26492838,15.66402298,19.13213876,21.70256603,24.30871904
Cheltenham,E07000078,17.75745195,16.7582831,19.23221454,22.37991714,25.87909983
Cherwell,E07000177,13.19591001,14.57544464,18.07375923,21.9959253,26.13385921
Cheshire East,E06000049,16.33954997,18.12179976,22.76530371,26.77637481,30.78137691
Cheshire West and Chester,E06000050,16.06556046,17.51403509,21.42278166,24.76748787,28.12242646
Chesterfield,E07000034,17.43641974,17.91363331,20.95137057,24.40949666,28.05823259
Chichester,E07000225,23.09084329,23.62249097,26.94161491,30.52073486,34.67934847
Chiltern,E07000005,16.19204675,18.21327768,21.3881389,24.18909979,27.14052508
Chorley,E07000118,14.01611234,15.57554366,19.70108114,22.96226859,26.6182942
City of Edinburgh,S12000036,15.60886518,14.76380529,15.05496625,17.31035856,19.70880565
City of London,E09000001,16.85314685,13.5953695,17.9646221,28.56867509,34.13310547
Clackmannanshire,S12000005,14.24085933,15.00097675,19.89688716,24.60334456,28.94784047
Colchester,E07000071,14.57579282,15.2131581,17.22859087,18.86848003,21.37147901
Conwy,W06000003,23.46455241,23.69656644,27.43960198,31.48930517,35.64580263
Copeland,E07000029,15.62062362,17.95617963,22.34449901,27.06505571,30.77220998
Corby,E07000150,13.74718644,13.79637782,14.14714727,16.76647313,19.92886442
Cornwall,E06000052,20.188484,20.66963444,24.67135951,27.85845297,31.16832619
Cotswold,E07000079,19.66177058,20.98752048,25.56671385,29.96964749,34.50216977
County Durham,E06000047,16.193945,17.2767134,20.60609511,23.90974459,26.84688128
Coventry,E08000026,15.37843642,14.76574941,13.62323977,14.03215223,15.08629709
Craven,E07000163,20.29546922,21.40826827,26.74373592,31.93706759,36.54917492
Crawley,E07000226,14.38290689,13.20470304,13.38218554,15.80019606,18.8297299
Croydon,E09000008,12.74388523,12.30461369,13.53433019,16.18608384,19.38881162
Dacorum,E07000096,15.00318096,15.53884178,17.16295048,19.77566123,22.6871009
Darlington,E06000005,16.78603447,16.87368604,20.25786836,24.11154411,27.97992819
Dartford,E07000107,14.25330009,14.14748898,14.26592167,16.12176249,18.79692601
Daventry,E07000151,13.67819461,15.08856557,20.44174045,25.39350653,29.84993653
Denbighshire,W06000004,20.74413695,20.4889222,24.08370922,27.59407982,30.97891812
Derby,E06000015,15.94721364,15.24569491,16.28313904,18.46120642,21.41755902
Derbyshire Dales,E07000035,18.77312139,20.66855926,27.01140642,31.88187437,36.22600581
Derry City and Strabane,N09000005,13.07736643,11.5514997,14.85077549,18.86991187,23.53573348
Doncaster,E08000017,16.02178245,16.43162594,18.93785704,22.36727793,25.48375026
Dorset,E06000059,22.27074878,23.44617328,28.63760479,33.21806962,37.56041659
Dover,E07000108,19.01799664,19.22747797,23.27283297,28.17671714,32.59512074
Dudley,E08000027,16.42455021,17.77096885,20.32742198,22.21468961,24.90195774
Dumfries and Galloway,S12000006,18.48863789,20.97145884,25.45802809,30.02297659,33.94369053
Dundee City,S12000042,17.22741849,17.38512717,17.4702521,19.75430008,21.45015307
Ealing,E09000009,11.81642669,10.76346668,12.79043926,15.77610366,19.49213597
East Ayrshire,S12000008,15.78429752,16.77358335,20.15183848,23.68814238,27.52214464
East Cambridgeshire,E07000009,15.96034106,16.54593694,19.96598107,23.25251769,27.1794278
East Devon,E07000040,27.17638773,26.95597086,30.13435701,32.77630284,36.23013812
East Dunbartonshire,S12000045,14.50568599,18.31808653,22.21637589,25.91706188,28.29648806
East Hampshire,E07000085,15.3774075,17.84275262,23.20083526,28.06155538,32.32123637
East Hertfordshire,E07000242,13.3240197,14.80536624,17.91161676,21.1468474,24.95726564
East Lindsey,E07000137,22.4447602,24.32965242,29.76318202,33.60550379,37.65354713
East Lothian,S12000010,17.14463558,17.3602134,20.01134323,23.7817104,27.18605531
East Northamptonshire,E07000152,15.30545912,15.3919884,20.82295061,25.50960902,30.47926145
East Renfrewshire,S12000011,15.0934209,17.352843,19.85604707,22.55404284,24.20146402
East Riding of Yorkshire,E06000011,17.98562792,20.16609317,25.76012767,30.17492745,34.29431765
East Staffordshire,E07000193,15.8505884,16.16677609,19.12813939,22.60657184,26.39180273
East Suffolk,E07000244,20.51928499,22.17299148,27.11914247,31.12733184,35.40063266
Eastbourne,E07000061,25.52932615,22.26593874,24.93214424,28.60575883,33.24260401
Eastleigh,E07000086,14.57139,15.91186362,19.47898254,22.80039977,25.65117519
Eden,E07000030,18.20607888,20.43031263,26.56530701,32.14302592,36.953037
Elmbridge,E07000207,16.46396942,15.83736183,18.28714886,20.71611761,24.46223106
Enfield,E09000010,13.98324941,12.58594084,13.14976832,15.05884204,18.15836262
Epping Forest,E07000072,17.04701931,17.2820492,19.6229897,21.33780947,24.12289312
Epsom and Ewell,E07000208,17.26305682,16.3651157,18.33149835,19.73252192,22.53472397
Erewash,E07000036,15.86428413,16.90295915,20.25023812,23.11734171,26.78149142
Exeter,E07000041,16.18396928,15.77075687,15.92142791,17.42067248,19.23079323
Falkirk,S12000014,15.11745899,15.83404005,18.71398279,22.03651954,26.09920721
Fareham,E07000087,16.90026214,19.31219092,23.39198377,26.81774134,30.32182758
Fenland,E07000010,18.66414138,19.51672664,22.66999044,26.17176929,30.11352638
Fermanagh and Omagh,N09000006,13.07736643,13.43480367,16.75610904,21.28246726,25.52076401
Fife,S12000047,16.05788654,16.9606999,20.32480977,24.15390266,27.54231265
Flintshire,W06000005,14.8563185,16.56490716,20.98551991,25.24555119,29.47906972
Folkestone and Hythe,E07000112,20.29216327,20.04447329,24.45415623,28.59004977,33.34115084
Forest of Dean,E07000080,17.06674473,19.16344901,24.30468091,28.7408023,33.00855388
Fylde,E07000119,22.87825407,23.3683371,27.23329573,32.56854137,37.64611481
Gateshead,E08000037,17.03011155,17.39205826,19.385407,21.9457289,24.28927216
Gedling,E07000173,16.38469501,17.93433251,20.87259946,22.92912877,25.39155367
Glasgow City,S12000049,15.98518014,14.44897605,13.45205217,15.69466172,18.20064697
Gloucester,E07000081,14.86249977,14.49651165,16.68407008,19.67873321,23.08210256
Gosport,E07000088,15.22723723,16.3795424,20.00867699,24.55449881,28.71229434
Gravesham,E07000109,15.243409,15.73032577,17.34267049,19.11651158,21.73232986
Great Yarmouth,E07000145,19.54367856,20.10133022,24.1722854,27.44549986,30.86849923
Greenwich,E09000011,13.55205772,10.67662713,10.40581999,12.07326176,14.73049512
Guildford,E07000209,15.63285668,15.35486892,16.55430762,18.51103587,21.04629471
Gwynedd,W06000002,19.04944456,20.02488601,22.68598302,25.39694519,26.7854984
Hackney,E09000012,10.15120233,7.477027887,7.546528883,9.087372155,11.36198097
Halton,E06000006,13.0236582,14.05615628,18.10763673,22.07993553,25.03868632
Hambleton,E07000164,16.81021538,19.9837255,25.8926416,31.06615211,35.59258911
Hammersmith and Fulham,E09000013,11.34775952,9.228745031,10.70669701,13.63343949,17.15986174
Harborough,E07000131,15.36763504,16.96177038,21.80888442,26.0104461,30.0929935
Haringey,E09000014,10.14165535,8.697163942,10.09740452,12.03807584,15.06278812
Harlow,E07000073,14.93244999,14.90120506,15.34170959,17.53192479,19.94664809
Harrogate,E07000165,17.48562396,18.68162189,23.1229716,28.48746083,33.73527697
Harrow,E09000015,14.3461304,13.76286661,15.67145981,18.50829612,21.47287517
Hart,E07000089,12.11072246,14.83338118,19.62759494,23.4268174,27.34815937
Hartlepool,E06000001,15.59502189,16.39654625,19.26063362,22.88821071,26.16654794
Hastings,E07000062,19.0082041,16.69597169,19.78030262,22.95068514,26.93749854
Havant,E07000090,18.27552608,20.31519082,23.32986257,27.12861146,30.71044682
Havering,E09000016,17.33313659,17.53374778,18.01171405,18.81668621,20.42459264
"Herefordshire, County of",E06000019,18.9113172,20.3090362,24.27032851,28.07356419,31.71314065
Hertsmere,E07000098,16.63752507,15.95010344,18.17667099,21.09110952,24.36448593
High Peak,E07000037,15.22266653,16.29685883,20.91822904,25.71263926,29.85948441
Highland,S12000017,16.03543213,17.77028813,22.07523138,26.54456787,30.27461403
Hillingdon,E09000017,14.04549504,13.04304523,13.3303152,15.24245083,17.9998186
Hinckley and Bosworth,E07000132,15.91489362,17.23091986,21.8184891,24.95392421,28.11278261
Horsham,E07000227,16.54817728,18.29352382,22.48746634,26.79934662,31.08774473
Hounslow,E09000018,11.79834781,10.61717394,12.04142077,14.70660126,17.98176822
Huntingdonshire,E07000011,12.45218897,14.857586,19.8526095,23.97016075,27.90092956
Hyndburn,E07000120,15.26333362,15.22247955,18.36045289,21.6744834,25.06504074
Inverclyde,S12000018,16.26514445,17.54146341,20.96225208,25.77244494,29.84417863
Ipswich,E07000202,17.0914711,15.26215391,16.44853561,19.08119815,22.24501618
Isle of Anglesey,W06000001,18.62406193,21.06813891,25.71718529,29.49846485,32.91280837
Isle of Wight,E06000046,22.82558818,22.7236344,27.76215575,32.38029038,37.09572256
Isles of Scilly,E06000053,19.92790937,19.71710244,25.69134701,28.80390215,32.24873976
Islington,E09000019,10.96437743,9.083810109,8.782647966,10.69032317,13.15318652
Kensington and Chelsea,E09000020,13.255554,11.80718297,15.67315633,19.98467476,24.00549745
Kettering,E07000153,15.4783214,15.31021778,18.40993028,21.41352418,25.26152091
King's Lynn and West Norfolk,E07000146,21.09329468,22.01839905,25.81104136,28.72844991,32.29941064
"Kingston upon Hull, City of",E06000010,14.89082398,13.95231084,14.96172956,17.2811101,19.45731333
Kingston upon Thames,E09000021,14.13000383,12.45617746,13.78298285,15.33142159,18.17309045
Kirklees,E08000034,14.74439462,14.67896369,17.5161319,20.10162444,23.18410799
Knowsley,E08000011,14.10673248,15.42192637,17.05745098,20.82581259,23.24281862
Lambeth,E09000022,9.984346752,8.012077779,8.25977166,10.49100898,13.05067125
Lancaster,E07000121,17.88214855,18.10075693,19.90072515,22.67170036,25.74225485
Leeds,E08000035,15.38345497,14.58717885,15.51126846,16.99576642,19.11105795
Leicester,E06000016,13.74060805,11.58165675,11.9093064,13.99015497,15.75217384
Lewes,E07000063,23.0932632,22.33827458,25.54017753,28.3494314,32.22578491
Lewisham,E09000023,11.89411988,9.648115629,9.38307153,11.0136064,13.51530244
Lichfield,E07000194,14.63485038,18.32244447,23.70990237,27.29770085,30.817163
Lincoln,E07000138,15.98665396,14.38691011,15.19502418,17.77406289,20.11773285
Lisburn and Castlereagh,N09000007,13.07736643,15.0094958,17.28205235,21.04608121,24.95416064
Liverpool,E08000012,15.11612001,14.29231541,14.67379662,16.56892266,18.03255547
Luton,E06000032,11.42654018,12.09731159,12.43291968,14.09535228,16.49120828
Maidstone,E07000110,15.21904445,16.29008235,19.15977759,21.75425392,25.0600646
Maldon,E07000074,15.51376406,18.01816413,24.93597206,29.64514651,33.85457809
Malvern Hills,E07000235,20.14121093,22.65338581,27.94157183,32.29874401,36.39387892
Manchester,E08000003,13.86123919,10.27297406,9.306882239,10.40036467,12.25512065
Mansfield,E07000174,15.95287455,16.42022291,19.08380114,22.403239,25.51688017
Medway,E06000035,12.50096804,13.40502819,15.91081679,18.11442503,20.64016718
Melton,E07000133,16.08473911,17.32911315,22.55577299,26.86947815,31.07914508
Mendip,E07000187,17.07477502,18.3978557,23.0481977,27.00530693,30.96875074
Merthyr Tydfil,W06000024,16.13704767,16.22347802,18.64978482,22.92885268,26.7246342
Merton,E09000024,13.50442818,11.63847462,12.61142852,14.36795304,17.21310281
Mid and East Antrim,N09000008,13.07736643,15.55948095,18.76445706,23.03114489,27.47113123
Mid Devon,E07000042,18.77648738,19.30084025,23.34904217,26.95368381,30.16537402
Mid Suffolk,E07000203,17.74401174,18.81547097,24.30507449,29.11846939,33.61134106
Mid Sussex,E07000228,16.32314301,17.19908055,20.36923241,23.06251366,26.65341019
Mid Ulster,N09000009,13.07736643,12.04536098,14.29182045,17.72618517,21.37739801
Middlesbrough,E06000002,14.26151315,14.96682018,16.19908214,19.16116807,21.27393883
Midlothian,S12000019,14.42211682,15.976208,18.64352967,20.7001285,22.31652433
Milton Keynes,E06000042,10.02065454,10.60965517,13.78668464,16.89472651,20.13264795
Mole Valley,E07000210,19.33198766,19.7161033,23.29088971,26.60825328,30.57973938
Monmouthshire,W06000021,17.85607893,19.62512069,24.8815619,30.93647699,36.79702902
Moray,S12000020,15.69239631,17.44479155,21.38086265,24.77585028,28.84304794
Na h-Eileanan Siar,S12000013,18.93972404,20.80278592,25.4379426,29.70027248,33.37414506
Neath Port Talbot,W06000012,18.42157475,18.17451839,20.66393293,25.12979292,28.30865648
New Forest,E07000091,21.95320291,23.94069253,28.87128448,32.87769913,37.04132515
Newark and Sherwood,E07000175,16.90442498,17.9032557,21.78240626,25.24004885,28.7610528
Newcastle-under-Lyme,E07000195,16.82408016,17.4957188,20.35832883,22.52275914,24.67385284
Newcastle upon Tyne,E08000021,15.87473356,14.42118322,14.39959227,16.64601755,18.44196147
Newham,E09000025,9.667192906,7.347058355,7.451314612,9.805850312,12.56777559
Newport,W06000022,16.00037866,16.1050552,17.26526725,20.56468334,23.48029257
"Newry, Mourne and Down",N09000010,13.07736643,12.61583511,15.44619248,19.44666065,23.47506397
North Ayrshire,S12000021,15.52702408,17.7862374,22.23092844,26.73519519,30.96609135
North Devon,E07000043,20.43125931,21.07356508,25.10144626,28.67395571,32.17473706
North East Derbyshire,E07000038,17.37784999,19.59882354,24.42818294,27.84746393,30.93558388
North East Lincolnshire,E06000012,16.21606209,17.21589334,20.20948436,23.73614628,27.1173967
North Hertfordshire,E07000099,15.92475127,16.61213432,18.94920954,21.50648177,24.92611221
North Kesteven,E07000139,18.61906235,19.63221006,23.40475061,26.89065585,30.62545951
North Lanarkshire,S12000050,13.50704575,14.52398812,17.05097301,20.72442763,24.76820143
North Lincolnshire,E06000013,16.46981541,17.2259739,20.95811168,25.00456623,28.72361791
North Norfolk,E07000147,24.86706769,27.30777999,32.81907568,36.42190657,40.33222185
North Somerset,E06000024,19.13766491,19.72835855,23.81602382,26.58952042,29.52156576
North Tyneside,E08000022,18.10890052,17.30415631,19.98446489,23.72413521,27.02068551
North Warwickshire,E07000218,14.68574481,17.05719081,21.71010023,25.82605581,29.31457307
North West Leicestershire,E07000134,16.04805193,16.27493688,19.94301157,23.13836318,26.75834617
Northampton,E07000154,13.50341457,13.23092339,15.2021355,17.7655971,20.92148719
Northumberland,E06000057,17.08203007,18.90835103,24.26828278,29.79447113,33.80511751
Norwich,E07000148,17.15332665,15.02179109,14.84373339,15.98929864,17.84826472
Nottingham,E06000018,14.64099652,12.18159246,11.53838022,13.16018111,15.16061398
Nuneaton and Bedworth,E07000219,14.41802634,15.61823877,19.2068393,21.90837195,24.43207708
Oadby and Wigston,E07000135,16.60433945,18.57879758,21.4946719,25.37765461,28.43715808
Oldham,E08000004,14.31458989,14.3375378,16.05955276,17.93208559,20.4397846
Orkney Islands,S12000023,16.19703931,18.82352941,23.58720144,28.31971516,32.65438988
Oxford,E07000178,13.31123712,11.31666586,12.16054223,14.34982195,16.71196651
Pembrokeshire,W06000009,18.65866528,20.58051414,25.69269521,29.9419137,33.45696823
Pendle,E07000122,15.32415829,15.61372957,18.6040151,21.70106683,24.39891139
Perth and Kinross,S12000048,18.15500074,19.5437714,23.26591315,26.96396016,30.76718924
Peterborough,E06000031,13.71209351,13.47350122,14.6785979,17.08505545,20.09375787
Plymouth,E06000026,15.91675415,15.8229302,18.24439377,20.95660251,23.42883028
Portsmouth,E06000044,15.56691818,13.73829297,14.06525266,16.35833318,18.96563003
Powys,W06000023,19.51242845,21.4428179,27.01080432,33.17769204,38.51037651
Preston,E07000123,14.49247864,13.78690147,14.69136499,17.24756628,19.84477964
Reading,E06000038,12.8946985,11.55156477,12.26693137,14.1728538,16.95544358
Redbridge,E09000026,14.16331564,12.26549433,12.51308177,13.93673624,16.31721838
Redcar and Cleveland,E06000003,16.09274825,18.31926864,22.26115069,26.15494927,29.45114148
Redditch,E07000236,12.19625027,12.97740379,18.17882314,21.65843381,24.2425924
Reigate and Banstead,E07000211,16.47899153,16.04732908,18.0844224,20.75717651,24.33020845
Renfrewshire,S12000038,14.82717317,16.38959685,18.72321278,22.550761,25.8404935
Rhondda Cynon Taf,W06000016,16.05934986,16.4559227,19.15371193,21.6728059,24.35619137
Ribble Valley,E07000124,17.11124322,18.73928409,23.56761077,28.40080525,33.28439541
Richmond upon Thames,E09000027,14.73535556,12.86633466,15.61623939,18.11426186,22.0303542
Richmondshire,E07000166,15.32928847,16.13045564,21.09909098,26.55170501,31.39675595
Rochdale,E08000005,14.41131741,14.18017227,16.33765301,19.16140291,21.95838676
Rochford,E07000075,17.33985381,18.85956463,23.02341891,26.0741053,29.39943369
Rossendale,E07000125,14.60019622,14.80995482,18.43289372,22.04774441,25.74794724
Rother,E07000064,28.63559214,27.731913,31.88508823,35.96021163,40.65814981
Rotherham,E08000018,15.28135277,16.52244086,19.53104042,22.3422905,25.10712455
Rugby,E07000220,16.11353966,16.58958459,18.99453328,21.64844307,24.61370245
Runnymede,E07000212,16.56149153,16.45614659,16.88977273,18.89123284,21.51350006
Rushcliffe,E07000176,16.24213654,17.31097968,20.99072839,23.95267568,26.91497493
Rushmoor,E07000092,11.47923419,11.87182063,14.53511593,18.17664108,22.1731626
Rutland,E06000017,16.68049028,19.22194354,24.88349246,29.76977492,34.55968521
Ryedale,E07000167,20.77412342,21.75047985,26.58230153,30.39474034,34.30257509
Salford,E08000006,16.23127594,14.66650792,14.31558756,15.72026458,17.73492268
Sandwell,E08000028,16.44708201,15.45626395,15.04621569,16.25687005,18.82872177
Scarborough,E07000168,21.34754373,22.13181672,26.94139935,31.44799726,35.14174306
Scottish Borders,S12000026,18.8061109,19.81298518,24.38015095,28.80769822,32.6449482
Sedgemoor,E07000188,19.30331859,19.75018824,23.53999886,26.66047865,30.26087327
Sefton,E08000014,18.72849884,20.197645,23.25088237,26.95515012,29.90407233
Selby,E07000169,14.81936826,15.69145036,20.11761273,24.36066063,28.05119667
Sevenoaks,E07000111,16.8488469,17.95971685,21.43433117,23.44986965,26.19166646
Sheffield,E08000019,16.55924698,15.65440467,16.07382585,17.62672982,19.72046342
Shetland Islands,S12000027,13.07048458,15.9475089,19.81296216,23.86104047,27.07849919
Shropshire,E06000051,17.99988463,19.55150712,24.28795344,29.08914758,33.73330131
Slough,E06000039,11.58586201,9.815675565,9.962980847,12.28223166,15.2235266
Solihull,E08000029,16.2661406,17.9946088,21.04425594,23.06083017,25.17138314
Somerset West and Taunton,E07000246,21.30173952,21.43080287,25.47541367,29.86445169,34.06541925
South Ayrshire,S12000028,18.54218143,20.65003108,25.04309196,30.23662033,34.44379667
South Bucks,E07000006,16.87234769,18.34573598,21.07134189,24.0946849,27.77784463
South Cambridgeshire,E07000012,14.46775035,15.76421921,19.4154356,22.34655304,26.02277729
South Derbyshire,E07000039,14.31794691,14.61917129,18.26342434,21.81933026,25.94768034
South Gloucestershire,E06000025,13.90854894,15.93208513,18.66305317,20.63192711,22.67874647
South Hams,E07000044,20.61287916,21.9634561,28.01985595,32.17254688,35.56628854
South Holland,E07000140,21.0992715,21.71434554,24.1572675,26.75685958,30.32092436
South Kesteven,E07000141,15.96985684,17.82910881,22.75031194,26.801829,31.15500429
South Lakeland,E07000031,20.86190589,22.63618267,28.05743696,32.72620162,36.88637993
South Lanarkshire,S12000029,14.63027066,16.25208788,19.21415585,23.34604915,27.02778404
South Norfolk,E07000149,19.03143268,20.69223904,23.98617562,26.83586752,30.14797324
South Northamptonshire,E07000155,14.05204754,15.05882902,20.47884127,25.08005706,29.25301231
South Oxfordshire,E07000179,14.78437325,16.88773933,20.86915675,24.65597899,28.65054918
South Ribble,E07000126,15.21488909,16.87749235,21.13329775,24.95559598,28.81565692
South Somerset,E07000189,19.54766941,20.50870632,25.18750633,29.28449814,33.29438881
South Staffordshire,E07000196,15.09999809,19.25563483,24.292314,28.33303863,31.722253
South Tyneside,E08000023,17.70054792,17.97801192,19.98802116,24.22150558,27.36200421
Southampton,E06000045,15.27397578,13.22013421,13.25495657,14.87139399,16.72215923
Southend-on-Sea,E06000033,19.26199487,17.68718406,19.2351326,21.9064688,25.46728573
Southwark,E09000028,11.34668594,8.382766551,8.31095393,10.72259659,13.41438419
Spelthorne,E07000213,16.66069027,17.150308,18.58276119,21.00682697,24.14578719
St Albans,E07000240,14.85963062,15.07921345,16.98140094,18.67038973,21.55454777
St. Helens,E08000013,15.29450455,17.00284399,20.43221567,23.06934355,26.03606152
Stafford,E07000197,16.09472663,18.16318579,22.27774507,25.56514551,28.90314256
Staffordshire Moorlands,E07000198,16.7844523,19.50229804,24.82392756,28.21728675,31.9392466
Stevenage,E07000243,13.46232912,13.99497641,15.2027258,18.35167935,21.47738415
Stirling,S12000030,15.353094,16.71899706,19.08406657,21.7595967,25.08454971
Stockport,E08000007,16.39605133,17.44050136,19.90026562,22.20647874,24.64421046
Stockton-on-Tees,E06000004,14.16838584,15.15084189,18.08805708,21.62204837,24.49319277
Stoke-on-Trent,E06000021,16.24310023,15.46338423,16.98256284,19.31155207,21.63451558
Stratford-on-Avon,E07000221,17.66055253,20.11264687,25.36918012,29.88858172,33.58224752
Stroud,E07000082,17.55045453,18.58316498,22.36449642,25.99913433,29.46196835
Sunderland,E08000024,15.16383682,16.44545757,19.44797904,22.88611396,25.57884447
Surrey Heath,E07000214,12.76683704,15.48165274,19.52314513,23.21324166,27.36575489
Sutton,E09000029,14.74520431,14.04282794,15.22992299,16.94130829,19.99105718
Swale,E07000113,15.10030078,15.76450046,19.10462634,22.39800377,25.90161421
Swansea,W06000011,18.22181461,17.76209858,19.49518392,22.36209245,24.55858823
Swindon,E06000030,13.67067108,13.41646776,15.84442963,20.04506582,24.52598583
Tameside,E08000008,14.93719546,15.18302829,17.63389388,20.64029176,23.8435742
Tamworth,E07000199,10.69166215,13.25965394,18.69636662,22.59618918,25.97804549
Tandridge,E07000215,17.07897425,17.57968189,20.73237634,23.69828557,27.30507991
Teignbridge,E07000045,21.9543886,22.39621853,26.28722411,29.64116416,33.17288922
Telford and Wrekin,E06000020,12.1589274,13.70902376,17.00853211,20.26496412,23.73321931
Tendring,E07000076,26.48576229,26.25462004,29.53917272,32.90889306,36.8819528
Test Valley,E07000093,14.53605392,16.82261666,21.56444487,25.14177543,28.62123191
Tewkesbury,E07000083,17.57600161,19.44580277,22.10823011,25.90418442,29.72965234
