AREANM,AREACD,time1,time2,time3,time4,time5
Boston,E07000136,61.93799295,63.28808543,60.13320647,58.7380905,57.52348504
"Bournemouth, Christchurch and Poole",E06000058,60.17620506,63.21876428,61.34305581,59.72318325,57.25299588
Bracknell Forest,E06000036,66.90714174,67.6263963,64.76790822,62.31973588,59.81442548
Bradford,E08000032,61.63341531,63.34721666,61.45413116,60.0532626,58.15853115
Braintree,E07000067,64.34252595,64.66635162,60.67655927,58.32714281,55.1782789
Breckland,E07000143,61.43278485,61.62496704,57.89318807,54.99208248,51.94694972
Brent,E09000005,67.82246026,69.0193571,66.62101906,64.56928879,62.73670829
Brentwood,E07000068,63.5643162,62.53318692,60.9980405,58.85733584,57.58133291
Bridgend,W06000013,62.72658023,64.0874795,61.6996604,58.13478993,54.83768295
Brighton and Hove,E06000043,65.72102295,69.96935337,71.11520515,69.95530493,67.50124769
"Bristol, City of",E06000023,64.54193396,68.96331439,68.574573,67.32583411,66.66241907
Broadland,E07000144,62.971298,61.78689813,57.94429339,55.33899831,52.7423722
Bromley,E09000006,63.36849539,63.82768028,62.06447677,61.32458492,59.98462504
Bromsgrove,E07000234,64.0046176,62.91824656,59.47375889,56.82951989,54.61446054
Broxbourne,E07000095,64.9715338,64.17767107,61.8708452,60.00492503,58.17348467
Broxtowe,E07000172,64.63383068,65.61482572,61.82904866,59.50095757,57.62051449
Burnley,E07000117,61.53770309,64.30698058,60.49792719,58.82411558,57.3765661
Bury,E08000002,64.02900012,64.4579235,61.34670819,59.26855331,57.36645183
Caerphilly,W06000018,62.71044122,64.30990758,61.84323193,58.94916253,55.87881576
Calderdale,E08000033,62.87427343,64.6526672,61.84347064,59.19063236,56.42131549
Cambridge,E07000008,70.66836445,73.49009752,70.19434151,68.79617235,67.47028155
Camden,E09000007,70.39437554,73.21862531,70.65508378,69.16318686,67.24891438
Cannock Chase,E07000192,65.22253632,65.75276826,63.17114345,60.4963866,57.01933643
Canterbury,E07000106,61.52900633,64.3294791,63.71928801,62.19597124,60.15707781
Cardiff,W06000015,63.41424688,68.39117762,67.39474204,64.52090127,63.10833107
Carlisle,E07000028,62.96056313,64.98908358,60.71392326,57.13789432,54.17630932
Carmarthenshire,W06000010,60.98965932,61.83314431,58.82506611,55.45742445,52.5982681
Castle Point,E07000069,64.49026346,62.39377414,57.82835572,55.11574693,53.24591354
Causeway Coast and Glens,N09000004,62.41079672,64.68015309,62.23534795,58.55522988,54.47768487
Central Bedfordshire,E06000056,65.19476978,65.29122413,62.29275826,59.91304275,58.02588241
Ceredigion,W06000008,63.74555283,64.6730069,60.07096668,59.4065384,57.73740136
Charnwood,E07000130,65.6474618,66.82242117,64.94637079,62.62108427,60.781535
Chelmsford,E07000070,65.61081603,65.46195932,61.75040519,59.84358012,58.06346298
Cheltenham,E07000078,64.07651593,66.07359411,63.10957383,60.36429977,57.83440357
Cherwell,E07000177,65.08866063,65.46184739,61.95386193,59.72787834,56.71537449
Cheshire East,E06000049,64.0638403,63.63819588,59.27571627,56.00921795,52.71254319
Cheshire West and Chester,E06000050,63.64812015,64.4521228,60.6483956,57.79469149,55.02667841
Chesterfield,E07000034,63.20109715,64.09964038,62.06464809,59.32843643,56.2593667
Chichester,E07000225,58.47381755,59.73022291,56.60786749,53.98316752,50.66831774
Chiltern,E07000005,63.65034919,61.3403121,57.88985374,55.50112092,53.49869878
Chorley,E07000118,65.86882851,65.98542639,61.83734089,59.1593119,56.46719561
City of Edinburgh,S12000036,67.43389208,70.12583966,69.80501446,67.72267371,66.22713783
City of London,E09000001,73.12937063,78.40893795,66.74707099,54.71235501,50.75949539
Clackmannanshire,S12000005,64.48254493,66.13401055,62.63229572,58.42466953,54.40974229
Colchester,E07000071,65.41728189,66.15731836,63.98871823,62.50278541,60.8826015
Conwy,W06000003,58.26311423,59.41016516,56.33848491,52.67224885,49.17756954
Copeland,E07000029,64.1587356,64.35886932,60.74038349,56.48362135,53.56000653
Corby,E07000150,63.38118746,65.87593446,63.46026233,61.88292014,60.240555
Cornwall,E06000052,60.9752535,62.17557855,58.35488932,55.55897718,52.87647535
Cotswold,E07000079,61.41586731,61.77122482,58.03621577,54.32593547,50.48722406
County Durham,E06000047,64.00829066,65.21754609,62.15738738,59.51741737,57.02434071
Coventry,E08000026,62.80749496,65.36964343,66.85851384,66.08642197,65.53498328
Craven,E07000163,60.50472827,61.49749937,57.47642173,52.6337757,48.98519704
Crawley,E07000226,64.32697393,66.70135276,64.67255976,63.68029068,62.12176862
Croydon,E09000008,65.45612318,66.30910257,64.30013546,62.56438454,60.80658442
Dacorum,E07000096,63.81379295,64.63118422,62.47925849,60.44450773,58.72334101
Darlington,E06000005,62.61219063,63.86386869,60.8055102,58.31226419,55.36362172
Dartford,E07000107,64.68759971,65.47697614,63.63926387,62.76787175,61.47704262
Daventry,E07000151,65.12016413,65.10412614,61.10624497,57.31731087,53.76759905
Denbighshire,W06000004,59.67498983,61.15432926,57.79922375,54.00874311,51.43339208
Derby,E06000015,62.7203943,64.51450189,62.72212588,61.63261203,59.5271093
Derbyshire Dales,E07000035,63.25867052,62.12775018,57.81846979,53.74275015,49.72050436
Derry City and Strabane,N09000005,62.41079672,65.26143082,63.37644927,60.4309161,57.14975615
Doncaster,E08000017,62.5591593,64.40238884,61.80742057,59.55644942,57.50882599
Dorset,E06000059,59.53179225,59.8544296,55.44591536,51.51454722,48.07376547
Dover,E07000108,60.48261096,62.30700604,59.21568963,55.65601039,52.34250603
Dudley,E08000027,63.44730522,63.05847405,60.33259935,58.78197306,56.72587931
Dumfries and Galloway,S12000006,62.06669356,61.91775379,58.79897843,55.14927968,51.32663548
Dundee City,S12000042,64.18158739,66.08219558,66.38453782,63.93614745,62.86902702
Ealing,E09000009,67.34070489,69.38417762,65.52888749,64.07630178,62.05975087
East Ayrshire,S12000008,63.67933884,65.14927214,62.51477347,59.09598398,55.78104854
East Cambridgeshire,E07000009,64.29152409,64.09576109,60.1172758,57.89150638,55.13392358
East Devon,E07000040,56.28388449,57.28313498,53.95275678,51.16172435,48.50322354
East Dunbartonshire,S12000045,64.69735877,63.30283972,60.03784732,56.17284494,54.27666315
East Hampshire,E07000085,63.41893346,62.88746333,58.7258972,54.87736199,51.36161294
East Hertfordshire,E07000242,66.42672223,64.94590005,62.34293238,59.59609731,56.90900323
East Lindsey,E07000137,59.59591928,60.04684795,54.89231994,51.77936108,48.61472862
East Lothian,S12000010,62.18990493,63.5354468,61.697703,58.73419929,55.81988385
East Northamptonshire,E07000152,64.18583422,64.37563559,60.15377079,56.94315267,53.2435766
East Renfrewshire,S12000011,63.24991507,62.58818293,59.84133656,56.98531206,55.66318309
East Riding of Yorkshire,E06000011,63.11036517,62.68016988,57.84066617,54.39431233,51.01192007
East Staffordshire,E07000193,63.08522472,64.28397982,61.42746302,58.60009004,55.81592519
East Suffolk,E07000244,59.79171585,60.038561,55.93577416,52.99865485,49.63566932
Eastbourne,E07000061,57.08080326,60.66022102,57.80050407,55.24755575,51.91740231
Eastleigh,E07000086,64.15245466,65.1089752,61.29920573,58.7032159,56.51630184
Eden,E07000030,63.55321056,62.88172125,58.18725062,53.44080895,49.31829211
Elmbridge,E07000207,62.99696998,63.28324661,59.3862076,57.92051995,55.39275847
Enfield,E09000010,64.48718044,65.36412018,63.97718866,63.23100762,61.74203209
Epping Forest,E07000072,63.37195634,63.90062011,61.44871394,59.6269122,57.98557518
Epsom and Ewell,E07000208,63.77248653,64.12279008,61.0236713,59.87085408,58.23710707
Erewash,E07000036,63.55589603,64.73661887,61.75513031,59.40212721,56.47515079
Exeter,E07000041,65.39538617,68.38053028,68.5949336,67.56989845,66.34560828
Falkirk,S12000014,65.07923269,65.75379999,63.67968068,61.54760199,57.83372905
Fareham,E07000087,63.56099823,62.74216233,59.76929491,56.7949239,53.81985977
Fenland,E07000010,61.75794173,62.21156824,59.44566513,56.36402089,53.68459488
Fermanagh and Omagh,N09000006,62.41079672,64.36220783,61.54149014,58.89347895,56.11356981
Fife,S12000047,63.86131471,65.12123316,62.33954451,59.20765814,56.29227975
Flintshire,W06000005,64.33020422,64.46954146,60.53999859,57.08725244,53.28363819
Folkestone and Hythe,E07000112,59.98417888,61.75106411,58.61003038,55.84967878,52.33933315
Forest of Dean,E07000080,63.6111394,63.11404524,59.14400934,55.04773364,51.33643985
Fylde,E07000119,59.82699768,60.71779875,57.13175379,52.85780279,48.85055309
Gateshead,E08000037,63.32791339,64.88999276,63.22169988,61.13385572,59.38518006
Gedling,E07000173,64.26276903,64.07523176,61.19063386,59.12896005,57.17398883
Glasgow City,S12000049,64.65258496,68.69854217,70.59386025,68.07583647,66.25538191
Gloucester,E07000081,62.58448305,65.42476815,63.16587384,60.60174114,58.20811877
Gosport,E07000088,63.02904888,64.12822709,61.36627464,58.68020108,55.44137383
Gravesham,E07000109,63.16815026,63.89721714,61.47483198,60.24338376,58.82300748
Great Yarmouth,E07000145,60.80628729,61.69675993,58.01046594,55.58998005,53.16180783
Greenwich,E09000011,64.10687541,67.75280711,67.58192225,66.9071154,65.67148614
Guildford,E07000209,66.09721859,66.92774224,65.69251263,64.11521589,62.12253098
Gwynedd,W06000002,61.48112179,62.40458971,60.52279792,58.04230274,56.10233731
Hackney,E09000012,65.53008125,71.06704005,71.70722114,70.77792656,69.86419379
Halton,E06000006,64.30389645,65.83839814,61.85997259,59.10408515,57.040855
Hambleton,E07000164,63.55904717,62.41495445,57.9959181,53.35545216,49.43791911
Hammersmith and Fulham,E09000013,71.83483642,74.75944163,71.11300465,70.31768179,68.22360565
Harborough,E07000131,64.34158173,63.30364314,59.80280868,56.00100891,52.77262709
Haringey,E09000014,68.19587962,70.72801574,69.79831796,69.34848789,67.69248541
Harlow,E07000073,63.65029878,64.50890343,62.24565212,60.51958385,59.53409469
Harrogate,E07000165,62.89891805,63.20591878,59.07445821,55.10691123,50.81976209
Harrow,E09000015,64.96211205,66.13711901,63.30986732,61.13016575,59.79581852
Hart,E07000089,67.78906089,65.13592297,60.32941128,57.75280141,54.74111254
Hartlepool,E06000001,62.17842301,63.62074437,61.54951631,59.07785061,56.75313629
Hastings,E07000062,59.90822115,64.21744325,61.66819234,59.16686775,56.32679333
Havant,E07000090,61.24378194,61.27739648,59.03364517,55.86972758,52.99118751
Havering,E09000016,62.99471027,63.43375339,61.90450332,59.90748182,59.63579777
"Herefordshire, County of",E06000019,61.32304957,62.21485112,58.96141213,55.80855826,52.98074672
Hertsmere,E07000098,62.56610493,63.68263657,60.53548294,58.25052355,56.44449587
High Peak,E07000037,63.84474293,64.98161967,62.06178636,58.50909241,54.8356357
Highland,S12000017,63.72659804,64.12855758,61.22484504,57.79477699,54.44073225
Hillingdon,E09000017,64.7555083,66.14033273,64.83610214,63.48941614,62.44877066
Hinckley and Bosworth,E07000132,64.79635258,64.9391912,60.41646282,57.74961487,55.33950237
Horsham,E07000227,62.73130641,62.39879758,59.31709992,55.65605209,52.3728897
Hounslow,E09000018,66.87472052,69.26866381,66.04833408,65.06291324,63.44085765
Huntingdonshire,E07000011,65.73628986,65.57717048,61.71737561,58.08605853,55.37926838
Hyndburn,E07000120,61.83115486,63.78979009,60.80059395,58.5374842,56.25544432
Inverclyde,S12000018,63.57758621,65.05487805,62.87907869,58.48331943,54.6154596
Ipswich,E07000202,61.63722392,65.41640827,63.23255679,61.86165523,59.80773134
Isle of Anglesey,W06000001,61.27607398,61.66971795,57.051786,53.17295682,50.40664432
Isle of Wight,E06000046,58.9671398,60.43699297,56.65404344,52.67010354,48.99061942
Isles of Scilly,E06000053,62.20391349,65.15216459,59.0544157,55.67369884,52.99445752
Islington,E09000019,69.63961584,74.45194675,75.26197824,73.65249554,72.21227002
Kensington and Chelsea,E09000020,71.7276792,72.97129396,67.64598552,65.55642537,62.88289332
Kettering,E07000153,63.7691428,64.86501305,61.01159323,59.11685859,56.41967439
King's Lynn and West Norfolk,E07000146,60.35312402,60.67220424,56.73897148,54.28341857,51.75829077
"Kingston upon Hull, City of",E06000010,63.11960087,67.25596504,65.17293637,63.43860686,62.10518166
Kingston upon Thames,E09000021,66.59826801,69.12970191,66.01128398,65.16045319,63.66633418
Kirklees,E08000034,63.4870995,64.76359071,62.01122794,60.60055893,58.31078039
Knowsley,E08000011,61.84124621,64.27663,62.78757246,58.79505131,57.26768329
Lambeth,E09000022,69.29537642,73.72564211,74.28946634,72.67934099,71.08889338
Lancaster,E07000121,62.87806741,64.92430713,63.29048986,60.1326828,58.08261995
Leeds,E08000035,63.9762545,67.3473873,65.18321224,63.56221574,62.2106249
Leicester,E06000016,63.49113303,67.37882481,66.68580984,64.73775456,63.99577253
Lewes,E07000063,57.5516443,60.28704625,57.14007631,55.26523228,52.08930098
Lewisham,E09000023,66.29197122,69.96075165,70.01344157,69.10383327,67.7776573
Lichfield,E07000194,66.06690401,63.70489496,59.28726014,56.71283675,53.87197021
Lincoln,E07000138,63.0707817,68.6454488,68.14689163,65.79124672,64.45208135
Lisburn and Castlereagh,N09000007,62.41079672,64.35704221,62.5449332,60.29625923,57.60449256
Liverpool,E08000012,63.67780283,68.42571974,67.99120478,65.56570659,64.84061402
Luton,E06000032,64.13678201,64.7440703,63.2234049,62.78136968,62.04248709
Maidstone,E07000110,64.65812554,64.49443305,60.93377659,59.11325082,56.9053678
Maldon,E07000074,64.15328002,63.54849173,58.64804036,54.38922325,50.85599717
Malvern Hills,E07000235,61.26371349,59.86090144,56.06749197,52.34365792,48.89437348
Manchester,E08000003,63.33146608,70.67812018,70.41179489,69.29668081,68.51981259
Mansfield,E07000174,62.89730495,65.07277111,62.1319172,59.573395,57.29166423
Medway,E06000035,64.8248764,65.96985563,63.24845693,61.5353146,60.0368721
Melton,E07000133,63.78100344,64.158906,59.76712329,56.12011063,52.43196643
Mendip,E07000187,62.1729901,62.52912948,58.88963362,55.67103626,52.55476124
Merthyr Tydfil,W06000024,61.39847414,64.38947441,62.15376435,59.64672003,57.27943592
Merton,E09000024,66.49228154,69.17118948,66.43419049,65.48977552,63.97851399
Mid and East Antrim,N09000008,62.41079672,64.29875754,61.93423793,59.27189908,55.92292303
Mid Devon,E07000042,61.24700739,61.71504856,58.18593549,55.57027789,52.99342967
Mid Suffolk,E07000203,62.65564659,62.47370591,58.8323105,55.39156625,51.73926053
Mid Sussex,E07000228,63.86865333,63.23028865,59.97421785,57.76357381,55.24934249
Mid Ulster,N09000009,62.41079672,64.72921891,62.47218302,60.78536037,58.68043985
Middlesbrough,E06000002,62.83091834,64.68143743,62.90867694,60.45347219,59.1449802
Midlothian,S12000019,64.70044933,65.15452539,62.09875192,59.55862311,58.50756582
Milton Keynes,E06000042,66.53127018,67.71013263,63.11451302,61.75050017,60.13810299
Mole Valley,E07000210,62.22213759,61.56475503,58.80256266,56.22322506,53.12655813
Monmouthshire,W06000021,62.19539805,61.85397685,58.69431285,53.83100239,48.50031212
Moray,S12000020,63.60368664,64.4522245,61.68760469,59.18444178,55.77605632
Na h-Eileanan Siar,S12000013,61.51416122,61.90615836,58.43086098,54.75654543,51.34256523
Neath Port Talbot,W06000012,61.47554837,63.66745291,61.87563853,57.69399758,55.12949715
New Forest,E07000091,59.57013628,59.45757041,55.27585075,52.03898879,48.60012213
Newark and Sherwood,E07000175,62.98236891,63.45038788,60.29152888,57.33506017,54.4721422
Newcastle-under-Lyme,E07000195,63.79599212,65.25853603,63.31608618,61.50615301,59.77441334
Newcastle upon Tyne,E08000021,64.71625585,68.32935148,68.22276113,65.67675791,64.63647476
Newham,E09000025,62.39505364,68.35227396,70.2066732,68.95376503,67.85099831
Newport,W06000022,61.56064313,63.50039231,62.24576326,59.82566756,57.44776286
"Newry, Mourne and Down",N09000010,62.41079672,64.10525,61.9436482,59.30735476,56.62465992
North Ayrshire,S12000021,63.90485197,63.90109492,60.92992312,56.82854012,52.64212058
North Devon,E07000043,60.76285395,61.3257882,57.55280408,54.8298439,52.05274755
North East Derbyshire,E07000038,63.77777548,63.37203977,59.32459827,56.16536074,53.38018246
North East Lincolnshire,E06000012,61.44780611,63.47569121,60.34939088,58.12801747,55.79394893
North Hertfordshire,E07000099,63.30538298,63.74898506,61.32163286,59.32702306,57.16280973
North Kesteven,E07000139,62.13875812,62.40769705,59.09902143,55.91665966,53.07907285
North Lanarkshire,S12000050,65.51461916,66.07188935,64.44264801,61.89799924,58.29004373
North Lincolnshire,E06000013,63.10779741,63.93486467,60.46335862,58.08184858,55.33772425
North Norfolk,E07000147,58.57439077,57.8201354,53.26918662,50.27004779,47.07983727
North Somerset,E06000024,62.07962912,62.03641469,58.01681945,55.90971246,53.53664057
North Tyneside,E08000022,62.28743455,64.85270049,61.97927034,59.35652678,56.94702312
North Warwickshire,E07000218,64.82899273,65.15459592,60.93446415,57.49259772,54.70517109
North West Leicestershire,E07000134,64.3011989,64.5991136,61.6963359,59.41518914,56.31972451
Northampton,E07000154,64.97607753,66.9538231,63.07462713,62.14217864,60.28955691
Northumberland,E06000057,63.74084188,63.71645911,59.38477678,55.16933752,51.97697953
Norwich,E07000148,64.22679396,68.76376587,68.22023991,67.18637963,65.96470367
Nottingham,E06000018,64.04989815,69.61307917,69.69211856,68.02257732,66.81697888
Nuneaton and Bedworth,E07000219,64.01837144,64.91264895,61.28066283,59.16552262,57.32572023
Oadby and Wigston,E07000135,63.65151066,63.57168268,60.33896523,56.50472942,54.28675777
Oldham,E08000004,62.63673447,63.15528577,61.34757643,59.96069307,58.4626973
Orkney Islands,S12000023,63.06278714,63.54387657,60.44164038,56.82202036,52.9343378
Oxford,E07000178,69.37493962,72.4432782,70.18279368,69.19982766,68.04343237
Pembrokeshire,W06000009,60.75893895,60.91601037,57.17644237,53.63520403,50.74455692
Pendle,E07000122,61.6409834,64.05482838,60.31836333,58.23535819,56.90422448
Perth and Kinross,S12000048,62.5382672,62.80444351,60.58959614,57.62337638,54.35563511
Peterborough,E06000031,63.93759182,65.46552518,62.14155322,60.67709186,59.41824497
Plymouth,E06000026,64.07624694,66.62653275,63.72329913,61.79657717,60.0369716
Portsmouth,E06000044,64.85176,68.10585811,67.37506566,65.62606263,63.81289058
Powys,W06000023,61.06522744,60.79027584,56.98430316,51.23251161,46.55736454
Preston,E07000123,63.69176824,67.18360625,65.03687825,63.2836757,61.60263622
Reading,E06000038,66.94488965,70.12808662,66.97609725,66.23318049,64.58669714
Redbridge,E09000026,64.43598859,65.61901963,64.95073357,64.42969218,63.67574589
Redcar and Cleveland,E06000003,62.55235789,63.07723863,59.62199564,56.52625443,54.12640741
Redditch,E07000236,65.51998869,67.21313457,61.79152596,59.69160507,58.02294155
Reigate and Banstead,E07000211,64.0071428,64.33232724,61.3541152,59.36864585,57.14603701
Renfrewshire,S12000038,65.20876112,65.53521779,64.30676641,60.8066253,57.79356686
Rhondda Cynon Taf,W06000016,62.85728908,64.58862323,62.16690057,59.76878674,57.37282025
Ribble Valley,E07000124,63.94423457,62.59666188,59.27868525,55.45429245,51.56819996
Richmond upon Thames,E09000027,66.91164789,68.0402565,63.33238532,62.6366434,60.1214613
Richmondshire,E07000166,64.48979592,66.21966427,61.96754564,57.47868098,53.19284577
Rochdale,E08000005,62.45751813,64.37429054,62.09517229,60.06551953,58.46079702
Rochford,E07000075,63.05555919,62.7263533,59.78776974,57.1045632,54.41892282
Rossendale,E07000125,63.41059603,65.40566333,61.95218281,59.35947489,56.77931408
Rother,E07000064,53.62953042,56.20395029,53.16655516,49.85661082,46.16330711
Rotherham,E08000018,63.4167105,63.97279754,61.07053663,58.86346191,56.8438682
Rugby,E07000220,63.53908026,64.21905137,60.87560871,58.92674221,57.01131153
Runnymede,E07000212,65.29481702,66.55907693,65.75113636,63.88208794,61.94951064
Rushcliffe,E07000176,64.58068002,64.10556434,60.43460156,58.32909295,55.84275814
Rushmoor,E07000092,66.34402934,67.81475121,65.46845767,63.25732283,60.21705436
Rutland,E06000017,64.70985777,62.51400822,58.26636774,53.7396235,50.17548146
Ryedale,E07000167,61.43069925,61.243762,57.77312454,53.82587129,50.43995938
Salford,E08000006,62.57850568,66.33374783,65.44330367,64.15511453,63.24677578
Sandwell,E08000028,61.61813515,63.33465166,62.34108584,62.05072002,60.56876379
Scarborough,E07000168,59.96184246,61.44750722,56.97193202,53.39605704,50.50144562
Scottish Borders,S12000026,62.18125236,62.4805928,59.09690292,54.86005567,51.17941995
Sedgemoor,E07000188,61.38372418,62.08087877,58.45786743,55.53588658,52.85976229
Sefton,E08000014,60.88252519,62.12095292,59.35271391,55.67720411,53.4824635
Selby,E07000169,64.36947769,65.50325072,61.39541669,57.76568032,54.94093088
Sevenoaks,E07000111,62.86638385,62.17585483,58.49135029,56.62424378,54.77005769
Sheffield,E08000019,63.90428056,66.08124936,65.7842151,64.48751049,62.83950452
Shetland Islands,S12000027,64.46696035,64.363879,61.89647673,59.03624844,56.05271223
Shropshire,E06000051,62.865301,62.74873283,59.20867757,55.49586362,51.68980012
Slough,E06000039,65.65265299,67.35411136,63.83121412,63.8077731,62.73304154
Solihull,E08000029,62.86266539,62.61365967,59.41072733,57.28920447,55.7242809
Somerset West and Taunton,E07000246,60.11155187,61.25169218,57.38629717,53.75423123,50.60259466
South Ayrshire,S12000028,62.87680904,62.55927538,59.28565082,54.72610387,50.92307265
South Bucks,E07000006,62.91237826,62.29696071,59.61338035,56.62627207,54.32115463
South Cambridgeshire,E07000012,65.15277789,64.50891769,60.42128251,58.61945435,56.20316826
South Derbyshire,E07000039,65.51793682,65.41516795,62.88172413,60.17651924,56.9308884
South Gloucestershire,E06000025,65.15353021,64.76605807,62.59853384,60.66101085,58.91317186
South Hams,E07000044,60.40402785,61.74744959,56.14641445,52.45089375,49.68516424
South Holland,E07000140,61.30667609,61.1003176,58.38050649,56.01311328,53.69668997
South Kesteven,E07000141,63.42012633,63.20169489,58.93072406,55.64968509,52.50298388
South Lakeland,E07000031,61.85169859,61.60567316,57.17483641,53.27027116,49.81099113
South Lanarkshire,S12000029,65.02258267,65.49627393,63.46404614,59.87091864,56.68418265
South Norfolk,E07000149,62.82894122,61.46715611,57.96025127,55.48591897,53.0327597
South Northamptonshire,E07000155,64.40357827,64.89499399,60.45830406,56.6582184,53.52474837
South Oxfordshire,E07000179,64.38206401,63.62745172,59.94847122,57.3283026,54.29477157
South Ribble,E07000126,64.09801206,64.73337661,60.56167271,57.39792042,54.36148266
South Somerset,E07000189,60.80560092,61.5879279,57.22353614,54.04156909,50.91922363
South Staffordshire,E07000196,65.32730989,63.63010577,60.06724578,56.18309572,53.35881865
South Tyneside,E08000023,61.44026632,64.00495203,62.12690913,58.41261464,56.21610989
Southampton,E06000045,65.22989839,69.68268351,68.40337664,67.09574448,66.0912335
Southend-on-Sea,E06000033,60.79538518,63.15373179,61.23762078,59.56681641,57.05830888
Southwark,E09000028,66.9320669,72.7912107,72.94330131,71.35880635,69.72220504
Spelthorne,E07000213,64.58090542,64.59509347,61.75529023,60.02591366,58.15221142
St Albans,E07000240,65.06983042,63.74625242,60.55518989,59.6629737,57.92019092
St. Helens,E08000013,63.84749722,64.25308099,61.22277824,59.20320121,56.99535725
Stafford,E07000197,64.67146385,64.54410848,60.68663527,58.20972884,55.45190056
Staffordshire Moorlands,E07000198,64.60863047,63.70543663,59.07700438,56.22955751,52.87882007
Stevenage,E07000243,62.95996505,65.40586902,64.03354833,61.77263803,59.85827108
Stirling,S12000030,65.30585735,65.14795573,64.46941588,62.14063006,59.01226338
Stockport,E08000007,63.23728607,63.71461967,60.63542113,58.22758961,56.61698968
Stockton-on-Tees,E06000004,63.69110677,65.21458535,62.02633701,59.54216104,57.42566452
Stoke-on-Trent,E06000021,63.2027167,65.05056841,62.57636818,60.82417176,59.18065682
Stratford-on-Avon,E07000221,64.2399776,62.29338325,58.00909233,54.1619091,51.10545494
Stroud,E07000082,62.49290519,62.72323232,59.71735605,56.4343804,53.5789131
Sunderland,E08000024,63.99594075,65.59722844,62.89917345,60.06951822,57.92642279
Surrey Heath,E07000214,66.40609341,64.42824115,61.32614713,58.51347215,55.2057107
Sutton,E09000029,64.36683383,65.93941677,63.54528786,62.25444904,60.70076733
Swale,E07000113,63.43255289,63.85742484,60.72623705,58.28810226,56.03799624
Swansea,W06000011,62.45403231,64.63980798,63.46352032,61.41216046,59.65447676
Swindon,E06000030,65.0277834,66.82529364,63.70159823,60.5523935,57.38442608
Tameside,E08000008,63.23735416,65.23710483,62.25393766,59.84206144,57.6378037
Tamworth,E07000199,65.97455333,66.63061827,61.87433162,59.45637826,56.90041375
Tandridge,E07000215,63.05655058,62.79876875,59.93988297,57.67744609,55.31342115
Teignbridge,E07000045,59.38847312,60.65950674,57.45912499,54.12092186,51.32591197
Telford and Wrekin,E06000020,65.27795945,65.57965494,62.44242094,60.68823071,58.0825334
Tendring,E07000076,56.08923826,57.20155817,53.92207293,51.13984493,48.21393724
Test Valley,E07000093,64.56652202,63.88823729,59.6321773,56.23388674,53.53576289
Tewkesbury,E07000083,62.67364606,62.71080183,59.25765937,55.80678287,52.99169631
