AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8
Swindon,E06000030,10.6750114,10.51063998,11.92772956,12.10479068,12.10876791,11.87827858,11.47396692,9.958426035
Peterborough,E06000031,8.984415695,9.311293897,9.011038167,8.734502893,9.003827557,10.15916412,10.32510889,10.33495475
Luton,E06000032,8.412003701,8.298349487,7.821383158,8.259455973,9.839600383,9.08129565,10.12599138,9.589021661
Southend-on-Sea,E06000033,11.22687567,10.82386629,10.55636445,10.6837538,10.63375057,10.53696487,10.22974807,9.997588074
Thurrock,E06000034,10.02585873,10.77732738,10.55492094,12.08634224,9.991763965,9.732010529,9.594577653,11.01072354
Medway,E06000035,9.929695583,8.970867499,8.427993569,8.434447801,9.799789535,10.59801181,9.868730075,9.656042823
Bracknell Forest,E06000036,11.04222031,10.33653675,11.62999864,12.44557808,13.08846809,12.93883962,12.63779087,12.9024663
West Berkshire,E06000037,12.46686009,12.24646641,12.04194643,13.31693536,11.62335536,11.74916348,11.9703432,12.72819348
Reading,E06000038,9.274005189,8.788151922,11.68853194,11.69281332,11.4653619,11.92845529,11.27481461,11.09260597
Slough,E06000039,9.848438376,8.748562725,8.404737509,8.540519516,7.528052873,7.117700456,7.187824815,7.412567864
Windsor and Maidenhead,E06000040,10.7163471,11.27339776,11.1194845,11.72087298,12.54273367,12.54819234,13.55600821,13.47007703
Wokingham,E06000041,11.56344049,11.2590903,12.7197969,12.93056393,13.43707077,12.59408479,12.4208229,12.73885088
Milton Keynes,E06000042,9.50467756,8.337674994,9.559691019,9.114460879,10.90398187,11.65200723,10.7110997,8.616246259
Brighton and Hove,E06000043,10.5403619,11.40090974,11.5044956,10.95451904,10.7891026,10.19814616,10.73825153,12.47909286
Portsmouth,E06000044,9.737756904,9.935343584,10.94013995,10.20001998,10.52280249,9.390824821,9.030156048,9.034864913
Southampton,E06000045,9.676217512,9.678652434,9.62837677,8.804252555,8.71832407,9.183855763,9.975803028,9.950900566
Isle of Wight,E06000046,10.10397732,9.627281134,10.22820636,10.92709888,11.38303719,11.25570904,10.3759013,9.394194383
County Durham,E06000047,8.118783862,8.059888971,7.14860772,7.55401384,7.932816306,8.056635024,7.783982597,8.615977486
Cheshire East,E06000049,10.86015584,9.814627234,13.72755097,13.46366449,10.71312297,11.65312462,12.0164359,12.12192606
Cheshire West and Chester,E06000050,9.560273028,9.64917792,10.59100224,9.636624704,12.07435262,12.55365607,11.21711656,11.78841908
Shropshire,E06000051,10.87185401,10.20579486,9.783933142,10.64025239,10.64045381,11.73634826,11.94758784,12.37625037
Cornwall,E06000052,10.6950464,11.65961686,11.25496587,11.21064868,11.85721432,11.74166576,10.95768898,11.13727291
Wiltshire,E06000054,11.07661248,11.99811836,13.50810203,12.6662165,10.99507278,12.01611275,12.04949866,12.6663874
Bedford,E06000055,12.66823333,11.48034844,11.41560234,11.62706518,9.710635433,10.14085042,9.337645729,9.096137138
Central Bedfordshire,E06000056,10.77210505,10.18062638,9.532311179,10.21347974,10.86665815,11.1894198,11.51226435,11.71907428
Northumberland,E06000057,10.53120465,10.21981321,9.558550174,9.344379657,10.53538961,11.11039711,11.54183882,10.47233905
"Bournemouth, Christchurch and Poole",E06000058,null,null,null,null,null,10.34380294,10.58840794,11.23900736
Dorset,E06000059,null,null,null,null,null,11.86886131,11.68355479,11.55547884
Bolton,E08000001,10.10862924,9.932635822,10.48025167,9.793135649,10.12284939,10.34322247,10.76696357,10.65735746
Bury,E08000002,8.679561828,8.562116929,8.597943357,8.995569226,7.733633709,7.88760306,8.303818023,10.18541579
Manchester,E08000003,6.748724257,7.553728437,7.49881241,6.135897469,6.037494011,5.123128571,7.166513275,6.636342129
Oldham,E08000004,9.287695618,10.19765391,7.700815464,10.07244565,9.049864372,9.420635979,9.642733168,9.12487166
Rochdale,E08000005,8.459304861,7.344355418,8.56687737,9.037583814,10.06068584,8.035950046,7.774673899,7.288505513
Salford,E08000006,6.924532768,6.818059259,7.008737179,6.971707704,8.519876567,8.472616825,8.102312573,8.246912609
Stockport,E08000007,10.22427396,11.9957551,11.19770212,11.59068819,11.95703435,11.57889971,10.75175566,11.58998813
Tameside,E08000008,8.770498274,9.151296503,8.996586196,8.559444794,7.315281671,8.577181818,7.737038168,9.324596045
Trafford,E08000009,9.780894984,9.393403441,10.90096317,10.20285345,10.29379646,9.585833764,10.15222259,11.3416301
Wigan,E08000010,7.916786643,8.560666567,9.441855508,7.87898934,7.524410109,8.602527218,9.106600117,8.618580049
Knowsley,E08000011,6.95354303,7.842268636,7.963183644,7.45176086,7.927442164,7.359808995,8.093755639,7.938465117
Liverpool,E08000012,7.440642478,7.192778208,7.532682403,7.864241256,7.98436322,8.198808474,9.402507731,9.068593385
St. Helens,E08000013,8.516188096,9.204166779,9.13618928,10.0019256,8.803913342,8.729004744,9.021177565,9.13136756
Sefton,E08000014,9.720286215,9.945455503,9.801703682,8.930348249,8.734012538,9.194861258,10.51729689,11.20653311
Wirral,E08000015,9.216280118,8.927088204,9.376386049,9.292753455,9.798887757,9.156909614,10.54820084,11.06225385
Barnsley,E08000016,8.096981917,7.98553153,7.564995893,7.559273876,7.245780343,8.424178648,9.419412212,9.452648948
Doncaster,E08000017,8.515669538,8.488324694,8.226831517,8.617782616,9.410957345,9.016528203,9.975300322,9.100212962
Rotherham,E08000018,7.050635949,6.956766059,7.459307601,8.38045859,8.884331793,9.069227027,9.149947843,9.168341883
Sheffield,E08000019,9.068406303,8.723786138,8.161809736,9.021397151,9.159758432,8.98111766,9.842040115,10.11598489
Newcastle upon Tyne,E08000021,8.399594216,8.046815085,7.086156804,7.921526487,7.348782267,7.372435173,8.66416686,8.733178792
North Tyneside,E08000022,8.085937562,8.190749491,7.854446492,7.642977972,8.66580796,9.140367945,8.69906165,8.301977623
South Tyneside,E08000023,7.869988111,7.738921266,8.654961713,8.494789654,6.913733213,6.753437445,7.722650531,7.942826647
Sunderland,E08000024,7.249791391,7.909753037,7.941289267,8.134347362,7.818691117,7.61716358,9.082883358,9.514475972
Birmingham,E08000025,8.921365783,8.227252182,8.68114537,8.531744537,8.388057498,8.192108167,8.248947698,7.774662003
Coventry,E08000026,8.994922627,9.139915277,9.218745915,7.948122734,9.578722256,9.983815297,10.35320547,9.899717225
Dudley,E08000027,10.47321926,10.05072785,9.678374394,9.76721875,8.81302318,8.098132673,8.212750237,8.962720364
Sandwell,E08000028,6.83123935,6.992538541,8.231433233,8.855200893,7.228293293,7.533443651,6.47841482,6.881284792
Solihull,E08000029,10.59501634,9.582024156,10.37018514,9.570992848,10.26954286,10.74351502,9.885489702,11.33806899
Walsall,E08000030,9.09030113,9.479935362,9.613389601,8.451214245,8.158160049,8.125814617,7.352761223,7.392724739
Wolverhampton,E08000031,7.441451169,7.155080339,7.514624959,7.931401876,6.667004889,6.807490605,7.664651361,8.078105791
Bradford,E08000032,9.660816029,9.984805342,10.94241524,9.776175198,10.28285391,10.80584665,10.15993759,9.252861013
Calderdale,E08000033,8.737611955,7.715144654,7.759775856,9.156665075,9.350672042,10.10007391,10.6648914,11.30138903
Kirklees,E08000034,8.584077974,8.577624458,10.44811661,9.910873689,8.995163406,8.507699383,9.361387893,8.239072924
Leeds,E08000035,8.575237252,9.080409712,9.333243742,9.639205269,9.30989443,8.32520484,9.839806558,9.789261858
Wakefield,E08000036,8.146276792,8.243708788,7.340944602,8.080275148,7.730616414,7.512921047,8.524086432,9.065704391
Gateshead,E08000037,7.738366624,8.369741409,7.987498356,8.853547023,8.022171413,8.681468924,8.788007382,8.675580139
Barking and Dagenham,E09000002,8.369709482,8.637418532,7.918589938,8.005618301,7.823306863,6.625781752,12.00555803,8.978053292
Barnet,E09000003,11.1562471,12.05157151,12.40283661,11.62406395,11.20720198,9.396359227,9.796782464,10.199891
Bexley,E09000004,11.31714361,11.24055907,10.76203758,9.657935009,10.61946314,10.49570258,9.34627949,9.54139999
Brent,E09000005,11.98107085,8.418059229,8.039623675,10.42164069,10.92341468,10.20973425,9.081035244,8.478377117
Bromley,E09000006,11.19274843,12.07441645,12.28159843,11.67506018,12.48014851,11.72624434,10.96846431,10.52917524
Camden,E09000007,8.112674778,9.951704019,8.05961996,10.60675192,10.73631614,12.29679636,9.786968331,11.57943325
Croydon,E09000008,10.83806498,11.36883947,9.331289117,9.997385663,9.625374618,9.662893415,10.89796412,13.2148082
Ealing,E09000009,7.290077509,7.538556446,8.193166014,10.00610574,10.43781535,9.419209527,9.718208431,10.89552826
Enfield,E09000010,8.749926501,10.30093614,9.766685901,13.0082061,13.22015673,9.305499981,10.86925159,10.09890044
Greenwich,E09000011,8.302357372,8.537152597,10.16568051,8.763947852,8.992234261,8.755668315,10.07159367,7.51073507
Hackney,E09000012,9.687874512,10.89290826,9.283869565,7.899868419,6.953592579,7.687781473,6.258545387,6.753263019
Hammersmith and Fulham,E09000013,10.59626861,10.28347571,8.977954415,10.0739422,10.64029438,9.89865074,8.667724699,8.587054874
Haringey,E09000014,9.027167197,8.169439292,11.09467202,10.4930755,10.36098795,11.19987191,10.96138533,11.45567921
Harrow,E09000015,9.120324487,10.49560777,11.05106933,13.70011446,12.81126937,8.84589679,10.748417,10.44481267
Havering,E09000016,11.45488448,10.93975653,12.03990612,12.71959249,12.93770097,12.20350023,11.37839396,9.311104875
Hillingdon,E09000017,9.384616022,9.691199022,10.03203521,11.5328058,13.53162016,11.26964521,11.49085621,11.26953598
Hounslow,E09000018,7.194205023,7.965357385,8.228507762,8.532283693,8.075702622,9.784982779,10.18669422,10.7810585
Islington,E09000019,5.742871836,5.064297568,6.069222528,6.656442694,9.182493382,8.529553707,8.1358923,10.00165397
Kensington and Chelsea,E09000020,11.34635057,11.66860777,11.94353166,13.46424696,12.44869516,11.12895436,9.63006734,8.782650371
Kingston upon Thames,E09000021,9.439176156,9.792421577,9.626410212,10.78752001,13.54228395,16.76157127,14.73849376,15.52516827
Lambeth,E09000022,7.311688797,6.862651696,11.95706027,9.591362636,8.39619151,7.874007202,6.99609974,7.679683765
Lewisham,E09000023,8.939185856,10.31734548,12.86460358,8.725227032,8.106623001,9.621798565,7.725279676,9.17617595
Merton,E09000024,8.731149921,7.732048074,7.686012413,9.75322754,8.87022503,8.016666843,11.15581676,10.93829916
Newham,E09000025,6.706708925,8.045935448,7.122576387,7.018257043,8.864216467,12.1125106,6.474088313,6.440312339
Redbridge,E09000026,9.829960478,9.114817415,7.628314312,8.291948543,8.864783847,9.565427894,8.68727316,10.69182711
Richmond upon Thames,E09000027,11.60743263,12.82773552,11.38923648,12.34550419,12.76596323,12.26590453,11.81065363,13.69743018
Southwark,E09000028,7.292445705,7.932686094,8.299689798,8.693512698,8.50590494,7.264918301,8.586344509,8.776050966
Sutton,E09000029,9.235712853,10.24285662,11.50567386,10.78029681,10.01173502,10.33778376,15.67604623,10.89886101
Tower Hamlets,E09000030,6.655196306,4.868642074,5.923068526,5.575881903,4.892115738,11.74474328,10.88318308,9.41023181
Waltham Forest,E09000031,7.522223018,8.321367993,7.947973173,7.61381572,6.140369328,8.491973677,8.806917421,10.42438952
Wandsworth,E09000032,10.90766016,9.943932906,10.46049329,9.727145971,9.393268185,9.053768112,10.88711081,12.97870931
Westminster,E09000033,14.97289097,15.09510819,13.53636977,12.09776632,10.7238931,9.196416656,8.970418261,9.206064691
Buckinghamshire,E10000002,11.73602423,11.38985012,10.66388454,11.34428318,12.06735653,12.48175164,12.9074521,12.32323914
Cambridgeshire,E10000003,10.12589601,10.68785866,10.64057169,11.11828316,10.73916481,10.34698598,10.60673699,11.08899458
Cumbria,E10000006,9.630698317,9.430928531,10.33484848,10.07996271,10.18685198,10.55437705,11.39888333,10.6784235
Derbyshire,E10000007,9.044712431,9.947642943,8.831890605,8.603950814,9.209661565,10.63229006,9.640568984,9.951268293
Devon,E10000008,11.32156866,10.52975307,11.73118439,11.06096975,10.76564729,11.41987311,11.89026251,12.18386846
East Sussex,E10000011,11.12766115,11.6508031,11.35032335,11.04560116,11.06320005,11.50466465,12.04275265,11.4878786
Essex,E10000012,11.2983962,11.10976743,10.97519062,10.91250933,10.76638044,10.48473984,10.62861441,10.52752418
Gloucestershire,E10000013,11.15294134,10.58906138,10.02555867,10.19016371,12.27230509,11.86386836,11.94740996,12.94198447
Hampshire,E10000014,11.62369171,11.93888811,11.79333064,12.17230994,12.67695785,12.53518095,12.86472552,12.40200839
Hertfordshire,E10000015,10.36212246,10.10252475,10.19368043,10.29928844,10.1061311,11.79451962,11.54332603,11.26624247
Kent,E10000016,9.640628698,9.890666193,10.34191349,10.44937469,10.23970435,10.35150577,10.62352881,11.32440557
Lancashire,E10000017,9.333442079,9.245874562,9.665341836,9.727873738,9.799385939,10.6069703,10.03528607,10.55705669
Leicestershire,E10000018,10.28686727,10.93357172,9.864174321,9.892469961,10.4202538,10.64219523,9.899186169,10.00193033
Lincolnshire,E10000019,10.19047801,10.4060254,10.26799716,10.05148826,10.07633137,9.480267966,9.930553315,10.91738078
Norfolk,E10000020,9.928334664,10.28481385,10.95645534,10.61605131,10.5107997,10.43753485,10.62616197,10.15202059
Northamptonshire,E10000021,10.23618774,10.56427436,10.70609091,10.73566879,10.69945681,10.18187812,10.78515839,11.98267556
North Yorkshire,E10000023,11.09315791,9.301129937,10.25394155,11.06604094,11.88430669,12.25823518,11.25542351,12.46028601
Nottinghamshire,E10000024,9.063978441,9.369705615,9.524565581,9.547593004,9.480939996,9.035519147,9.297287139,9.911010768
Oxfordshire,E10000025,11.46108633,10.95502561,11.43600811,12.94958551,11.91779789,11.28392769,12.24285523,11.30524207
Somerset,E10000027,11.09099043,11.39215621,12.17305148,11.40510001,12.05472401,11.47908829,11.28881825,11.13957158
Staffordshire,E10000028,9.446319684,9.418264909,8.848395748,9.402658533,9.725783871,10.58519417,10.6798294,10.16688095
Suffolk,E10000029,11.350461,11.8142737,10.48205507,11.26244288,11.45099669,9.833856626,10.49250286,10.42434119
Surrey,E10000030,11.52241166,11.85155204,11.93991325,12.73959878,13.14367801,13.05199244,12.81662412,12.90743279
Warwickshire,E10000031,11.99654727,11.9506489,12.34416351,11.86494582,12.60113845,11.37869863,10.71584398,11.41456191
West Sussex,E10000032,11.45087279,11.82260655,12.12375561,11.93475285,12.11338587,12.24617404,11.4709784,11.00860017
Worcestershire,E10000034,11.08062738,10.79760268,11.65860262,11.66850994,11.21128756,11.34790618,10.99335617,11.85167026
