AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8
Bath and North East Somerset,E06000022,67.4794207,68.3376108,68.02462039,67.78871762,66.73894994,65.37510064,64.22521331,64.32544147
"Bristol, City of",E06000023,63.14998536,62.07945159,62.95023761,63.65774954,64.443904,62.98168764,60.73838904,61.0641692
North Somerset,E06000024,63.77703439,63.58219276,62.77058583,65.35074559,66.25618794,67.41869883,65.41423127,65.19116465
South Gloucestershire,E06000025,69.50454398,66.80055407,65.84386184,67.22990784,65.48398288,65.17214149,66.38165267,66.49645315
Plymouth,E06000026,60.06334009,59.88995336,59.12333247,58.71334359,59.92665853,57.9191108,59.41054854,58.71845694
Torbay,E06000027,64.32046306,64.41195889,63.73270588,63.00418773,62.89459261,61.93807654,62.38826839,61.73707314
Bournemouth,E06000028,63.61622546,62.59568797,63.7938726,63.42969662,65.6494831,null,null,null
Poole,E06000029,66.52147128,65.95196945,65.9246463,67.06967839,67.30709195,null,null,null
Swindon,E06000030,64.33958858,64.20751309,63.22270146,62.45742008,61.53025666,60.87858585,61.11372399,61.7485295
Peterborough,E06000031,60.05221644,59.83151857,59.3343664,59.89064821,62.37361144,62.21008851,60.15842939,59.49918498
Luton,E06000032,59.67663452,60.10635486,59.165251,59.65978946,61.26066336,61.42390339,62.67420108,61.46952273
Southend-on-Sea,E06000033,65.43343077,65.2352218,64.14139191,65.30654408,65.91138202,64.81096177,62.78264578,62.13365626
Thurrock,E06000034,63.43077507,63.26651283,64.45607132,63.75894678,63.74261219,60.75122995,60.9956886,61.15014817
Medway,E06000035,62.95837191,62.78674112,61.30928078,61.80497923,59.62345244,59.67169391,60.63590661,62.32457802
Bracknell Forest,E06000036,67.6155574,67.93875971,66.33630807,67.9322146,69.28799733,70.12128691,69.23462016,67.6812181
West Berkshire,E06000037,68.07446971,68.48076462,67.96090323,68.78770621,69.81032294,70.04058718,68.82910032,69.4083105
Reading,E06000038,66.01543042,66.37594751,65.08542267,63.90899782,65.49266419,64.58662182,66.5259679,64.39944748
Slough,E06000039,60.82464005,61.57174746,58.89048038,57.2846909,57.70550392,59.43439644,59.24848436,59.97395808
Windsor and Maidenhead,E06000040,69.23841453,69.58371885,71.03928473,70.20979044,69.88356385,70.76895672,70.4414826,70.38596365
Wokingham,E06000041,69.40189483,69.80337586,69.78067917,70.8549372,70.7425154,71.09579586,71.58767628,72.15978532
Milton Keynes,E06000042,64.93758388,65.12187036,64.97883056,64.95937991,64.44658239,66.28402131,65.27869058,65.46074832
Brighton and Hove,E06000043,64.11738682,66.12859963,63.38481211,62.3870216,61.38623324,62.17810246,65.27387776,65.92720051
Portsmouth,E06000044,62.19852532,61.47645718,63.26959409,62.46611711,61.17915557,60.99810796,63.34529819,61.98529129
Southampton,E06000045,64.41915121,64.03676024,62.14391579,62.46882784,63.15558591,63.07217344,61.02588297,59.78354104
Isle of Wight,E06000046,63.1704523,63.58049866,63.13082151,62.54072083,62.94166094,64.26997325,63.0950486,60.48419207
County Durham,E06000047,59.97919979,59.820318,59.79893446,57.61363117,56.88821206,58.93527167,58.72915228,58.3807887
Cheshire East,E06000049,66.60726495,67.4990768,67.51632984,66.21542807,64.56275104,66.6271812,70.10121537,69.77093621
Cheshire West and Chester,E06000050,64.22354817,62.70144943,62.98940651,66.02396313,66.57982372,65.38852819,65.05050827,66.2798665
Shropshire,E06000051,66.64632887,66.39477721,66.07996204,66.01356483,65.52218677,67.46586283,65.35035172,64.56601002
Cornwall,E06000052,64.58122004,64.46112001,63.68256729,65.54214851,64.24284008,62.39805533,64.55063571,62.29982906
Wiltshire,E06000054,67.90492634,68.37709761,66.44118475,66.70800483,66.69773236,67.03378237,69.41405837,68.01701111
Bedford,E06000055,67.68383177,66.86306186,66.34171341,65.917115,62.56420885,64.54053214,64.98188901,64.74499928
Central Bedfordshire,E06000056,64.69163095,65.77071738,64.88702926,65.34443851,63.00926869,64.34055611,67.62224133,67.37585978
Northumberland,E06000057,62.4244751,63.15507968,64.02295416,63.64672958,64.02550071,64.9087549,65.13590875,63.08136275
"Bournemouth, Christchurch and Poole",E06000058,null,null,null,null,null,66.32563557,64.80033803,66.63861476
Dorset,E06000059,null,null,null,null,null,66.49542725,65.68595424,66.9962931
Bolton,E08000001,62.23256826,61.94359706,61.44609843,61.41079911,59.74573991,58.81074717,59.44833666,58.38220734
Bury,E08000002,62.57202483,62.21825292,61.8503909,60.41090229,62.00025072,62.11018289,63.78010584,61.70683764
Manchester,E08000003,55.53585572,55.50930535,55.67906202,54.21164982,55.61046443,54.71291732,56.22889371,57.37556364
Oldham,E08000004,60.0221074,59.91550423,58.50163178,58.06852195,58.56964155,60.64369633,58.61980657,61.57980256
Rochdale,E08000005,58.82734963,58.1724855,59.37701117,57.90736972,58.83019767,58.66014021,59.58328741,60.21223998
Salford,E08000006,58.14079015,58.48599644,59.00505783,57.98804017,59.35024772,59.7947254,58.20632947,59.06442445
Stockport,E08000007,64.32393905,66.03691034,66.45167317,66.12438349,65.86672182,66.03413007,64.743073,64.69597846
Tameside,E08000008,57.38594518,57.26638526,58.12883366,58.61807659,58.72876515,58.14482986,57.61654983,58.29687322
Trafford,E08000009,63.21773868,62.28204247,62.64922144,64.67100594,65.13875655,66.22589341,65.33156611,66.03045838
Wigan,E08000010,60.01593425,60.09172586,62.13061949,61.16345829,61.01581822,61.85773897,62.57136592,61.65326281
Knowsley,E08000011,58.00451979,57.97304443,58.16047942,58.11022768,58.84027215,58.6444818,58.63531317,59.09285997
Liverpool,E08000012,58.52403941,59.26646734,59.98533122,59.2496608,57.75573736,58.12552451,59.62087089,57.78707908
St. Helens,E08000013,61.3403516,61.57182192,62.00400232,61.59490996,60.71152384,59.35405214,58.42371977,59.25326032
Sefton,E08000014,63.00922453,63.62268807,63.20805678,63.21576707,62.90929262,61.90561676,61.51539654,62.40343855
Wirral,E08000015,62.69824076,62.70828945,62.46303594,60.69407269,61.55555975,60.18099602,61.08120495,63.70185376
Barnsley,E08000016,57.57690286,56.69604965,56.04589186,56.35938962,57.31178669,59.68015887,61.0394436,63.17697288
Doncaster,E08000017,59.33155862,58.94360533,58.00574489,59.18839517,60.98393441,61.83201548,61.0917082,59.13057885
Rotherham,E08000018,60.03625834,60.33626336,59.30789477,58.50068437,58.02898919,55.59969125,57.43227578,58.88588838
Sheffield,E08000019,61.46509529,61.78269419,59.3951347,60.85503227,59.88387725,57.50243784,60.09890199,60.16043308
Newcastle upon Tyne,E08000021,60.78833186,61.1678821,60.58839103,59.67122731,61.0406286,59.94379151,59.66308529,59.06973795
North Tyneside,E08000022,60.95035099,60.13324885,60.33328916,62.44211161,62.22518721,61.98875066,62.6738531,63.28361039
South Tyneside,E08000023,59.14051137,58.7989061,58.18136075,58.69863154,57.78575768,57.86416606,58.79351349,59.30623174
Sunderland,E08000024,57.59718802,58.31997908,57.86879344,58.48602904,60.0153362,59.22378846,59.25251883,56.48914653
Birmingham,E08000025,59.26194187,59.16456423,60.56675979,58.67670094,59.33093721,59.25401833,58.85034868,59.60000599
Coventry,E08000026,62.72112764,63.42524264,63.1324517,63.41736031,63.78213457,62.81529346,63.52746632,62.46213754
Dudley,E08000027,63.36374224,65.04570098,63.44243315,62.90954607,62.51401345,61.84072342,60.86374302,60.25924906
Sandwell,E08000028,57.59726973,58.2782289,58.1112118,57.66281065,59.47413943,59.41923458,59.02296286,57.94964339
Solihull,E08000029,66.53607215,66.25189749,65.75599475,67.58178735,67.88865951,66.01347961,64.76614975,64.26629356
Walsall,E08000030,61.21964643,61.31217029,60.13418353,60.30840931,58.86634173,57.14555309,57.38190429,55.72712731
Wolverhampton,E08000031,58.32725214,57.94895722,59.05526258,58.42335315,59.43698958,58.59279209,58.70369398,58.011726
Bradford,E08000032,60.12906066,60.16550418,59.30726579,60.90524459,60.40366083,61.04356774,58.95310141,60.00842211
Calderdale,E08000033,64.33869036,63.0922834,62.25573658,62.23187422,65.62969556,63.67632373,64.41727521,63.43425543
Kirklees,E08000034,60.08151199,59.74862353,63.71097729,62.30272995,62.35821324,59.3694107,58.73038061,60.53104572
Leeds,E08000035,61.66538287,60.91276109,61.77933926,62.02105962,62.00642113,62.98609134,63.95421187,64.06711942
Wakefield,E08000036,60.99538859,62.32169673,61.38530226,61.42831867,60.48265626,60.28726585,56.68615292,57.47299168
Gateshead,E08000037,59.3800091,60.20903794,59.32944368,59.33371661,59.03114471,60.61182009,59.05125099,57.7066572
Barking and Dagenham,E09000002,57.84571131,58.12886988,56.77628991,53.57894142,58.5159139,60.60011508,62.26449415,62.51676655
Barnet,E09000003,67.3061273,69.20795004,68.538993,68.4474165,69.10566965,67.05300919,67.66232117,64.66715032
Bexley,E09000004,66.69698183,66.70617917,66.91982498,65.46328707,64.05298205,65.71032929,63.8586865,64.47481231
Brent,E09000005,64.14027941,64.20002905,63.22772928,66.25260301,65.35999903,66.52397997,65.00822893,68.93187945
Bromley,E09000006,68.68608269,67.56770346,67.29020448,65.32995049,69.47607981,69.51226107,67.20549968,66.75335719
Camden,E09000007,64.60367674,62.28568769,63.59397057,65.0828895,65.10205643,65.17932651,65.79863529,66.98723267
Croydon,E09000008,65.71101522,66.15368733,63.50212323,64.07719537,63.82020212,62.78688113,61.09924488,59.47873005
Ealing,E09000009,59.81862258,58.89279978,59.82063906,61.74874242,61.07203257,60.93961162,62.30008742,63.25414396
Enfield,E09000010,64.3373147,63.21283323,64.62437663,66.72588833,65.8913992,63.75471844,65.53133523,63.75402922
Greenwich,E09000011,63.2747079,63.25308141,64.29422361,64.35624971,61.55398266,58.51066425,60.95248968,62.35292369
Hackney,E09000012,59.48093682,58.22760438,58.06583581,58.08633325,58.71673686,61.24089483,64.02246127,62.01739999
Hammersmith and Fulham,E09000013,64.91624653,65.66932294,63.63506726,61.66771387,60.69320231,64.51499173,63.92199458,62.81334599
Haringey,E09000014,59.70549992,59.6854417,59.18876762,60.48088937,60.53827387,63.2736324,64.49529479,66.25478399
Harrow,E09000015,66.34984535,66.62061423,68.15430358,68.43353421,69.98835231,66.60742714,64.86945253,67.75865317
Havering,E09000016,64.83409658,67.26755217,66.22704756,65.96332152,64.7921011,64.09979411,64.50609616,65.91383398
Hillingdon,E09000017,66.5725124,65.29553699,63.88708826,63.03727893,62.42982473,64.20742625,62.62025082,60.95770836
Hounslow,E09000018,63.76146327,64.25159653,61.9797342,61.55013668,61.7743259,61.7804958,60.32055521,62.23896025
Islington,E09000019,58.30209726,60.34450617,58.00378131,60.70915307,61.55036304,62.7611563,61.83356991,61.70079448
Kensington and Chelsea,E09000020,66.85009412,66.82344588,67.94223041,69.20839941,67.28482597,66.75226244,66.08969283,66.62657801
Kingston upon Thames,E09000021,64.7511903,65.99147421,67.64749793,68.5211828,68.53552059,69.68915121,67.07242978,66.96146652
Lambeth,E09000022,62.50925947,61.39657237,62.78966422,63.57404311,63.13920219,63.43702216,66.31134701,62.80944761
Lewisham,E09000023,60.84354763,60.43849987,64.82975975,61.86517588,62.04674272,63.75188806,64.26921017,64.7088837
Merton,E09000024,65.5770159,66.42629431,65.03573017,65.28694073,66.1565013,66.6194127,65.25588005,62.06858675
Newham,E09000025,55.65168221,56.56555559,58.35985591,62.37056242,60.43836262,60.65296496,61.337559,61.36599951
Redbridge,E09000026,62.61990737,62.33824035,62.44598824,62.61253279,62.96858209,63.10338437,62.97143574,62.94790781
Richmond upon Thames,E09000027,69.91608948,68.61205942,68.58963529,71.05608828,71.10825785,69.86775577,66.27001654,69.65378035
Southwark,E09000028,59.36628064,61.83206349,59.8828573,57.92853242,59.97392635,62.581596,70.84206292,66.33896928
Sutton,E09000029,67.36523755,65.22350559,65.47266155,64.4606846,66.69274763,66.10084562,66.38911912,65.6036302
Tower Hamlets,E09000030,55.17937925,55.89612678,55.959079,56.70284169,55.06512154,55.75732168,57.17764401,56.6198357
Waltham Forest,E09000031,60.28548615,57.02641054,59.80068993,60.45570715,60.08013088,66.32103773,66.5382357,65.29575259
Wandsworth,E09000032,65.24431521,63.85805493,65.34518368,65.32438116,67.61237981,62.49876863,66.90679241,65.83977586
Westminster,E09000033,64.56255364,64.03025108,62.25497231,63.70514183,65.42489645,66.84273727,67.92430004,65.5909995
Buckinghamshire,E10000002,68.58506625,68.52725674,69.04387172,67.63495492,69.95719289,70.188404,70.26410064,69.10898875
Cambridgeshire,E10000003,67.99092748,66.94519124,65.73400481,67.56375066,67.28030802,65.64442667,66.996731,66.69781052
Cumbria,E10000006,64.2657683,65.89473851,63.78755326,62.64538801,64.74986336,66.21912034,65.39700527,66.13463678
Derbyshire,E10000007,62.29373096,62.51907903,61.54166149,63.32890054,63.71987107,63.54311154,62.17862553,60.44941471
Devon,E10000008,65.95340216,67.05830132,67.27707183,66.1712511,66.48609132,65.83911957,66.29549136,66.84242586
East Sussex,E10000011,66.27304912,66.11522723,65.96511591,64.66410443,65.65181927,63.20947706,63.27888573,65.13194287
Essex,E10000012,66.76410486,66.21161418,64.9422235,66.31679643,63.90493342,63.47389248,64.17731002,65.40356438
Gloucestershire,E10000013,68.4649636,67.51012919,66.19858137,66.37515945,66.16657992,65.64644839,65.88717934,67.21092022
Hampshire,E10000014,68.07294839,67.38125131,65.75797449,66.68028233,67.18602344,68.615136,67.64957852,67.78361342
Hertfordshire,E10000015,66.72024733,67.61854583,66.8883787,67.60294916,67.32656649,66.0633098,65.92691504,65.37153626
Kent,E10000016,65.71728895,66.35365232,65.7911105,64.49834043,65.39934138,65.06238976,64.03763042,64.89733866
Lancashire,E10000017,63.25067286,62.29871423,63.10882714,63.2590526,63.53022758,63.33351215,64.54049392,64.56914776
Leicestershire,E10000018,64.72170642,66.1053392,64.62369883,64.7233714,65.76747844,65.80061069,65.66923672,63.90751902
Lincolnshire,E10000019,65.19592195,64.94607974,65.7777908,64.58828409,63.51825041,62.20012085,62.43234743,62.5471664
Norfolk,E10000020,64.86537672,64.59405717,65.6214101,65.07320489,65.33805902,64.39390719,62.68198893,62.63598815
Northamptonshire,E10000021,64.68891398,65.6242347,63.78353071,64.31353178,66.90783095,64.29625407,62.73684404,66.34573669
North Yorkshire,E10000023,66.72738085,66.81711405,66.29351135,66.96685169,68.34195072,66.75676772,68.1100266,68.36846675
Nottinghamshire,E10000024,62.69109563,63.17044291,64.13208448,62.54064384,62.03335116,62.20315348,61.59951473,60.10773713
Oxfordshire,E10000025,67.34142919,68.62331206,65.4814069,67.69350015,70.33175364,68.44500281,69.99331753,71.68141001
Somerset,E10000027,65.31913931,66.58412995,67.7885067,64.17687172,67.25729796,68.37850886,65.61209794,65.89168253
Staffordshire,E10000028,62.78673406,62.61043887,63.46329685,62.71535184,63.7753416,65.35194937,64.28634443,64.8805621
Suffolk,E10000029,68.10806164,67.98992154,66.16629119,66.04525735,66.71581462,65.40381832,65.06289648,65.27194102
Surrey,E10000030,68.15966266,68.62557406,69.51219071,68.89760301,68.66569874,67.98590427,68.69289565,71.2332952
Warwickshire,E10000031,66.22726965,66.75914749,66.41723783,67.50629959,67.55606752,66.15512883,66.16039305,63.86413181
West Sussex,E10000032,68.20450872,66.84588289,67.14209475,68.95900734,66.59083169,64.11829642,63.56922696,64.33155843
Worcestershire,E10000034,66.22303737,66.18845581,67.50626604,67.85736787,67.61806957,67.91184523,67.21584612,65.17796548
