CountryName,CountryId,Year,Total,Live animals,Meat & meat preparations,Dairy products & eggs,Fish & shellfish,Cereals,Vegetables & fruit,Sugar,"Coffee, tea, cocoa etc",Animal feeding stuffs,Miscellaneous foods,Beverages,Tobacco,"Hides, skins & furskins",Oil-seeds & oleaginous fruits,Crude rubber,Wood & cork,Pulp & waste paper,Textile fibres,Crude minerals & fertilisers,Metal ores & scrap,Other crude animal & vegetable materials,"Coal, coke & briquettes",Crude oil,Refined oil,Gas,Electricity,Animal oils & fats,Vegetable oils & fats,Processed oils & fats,Organic chemicals,Inorganic chemicals,"Dyeing, tanning & colouring materials",Medicinal & pharmaceutical products,Toilet & cleansing preparations,Processed fertilisers,Plastics in primary forms,Plastics in non-primary forms,Other chemicals,Leather manufactures,Rubber manufactures,Wood & cork manufactures,Paper & paperboard,Textile fabrics,Mineral manufactures,Iron & steel,Non-ferrous metals,Miscellaneous metal manufactures,Electric motors (intermediate),Electric motors (capital),Mechanical power generators (consumer),Mechanical power generators (intermediate),Mechanical power generators (capital),Specialised machinery (consumer),Specialised machinery (intermediate),Specialised machinery (capital),Metal working machinery (intermediate),Metal working machinery (capital),General industrial machinery (consumer),General industrial machinery (intermediate),General industrial machinery (capital),Office machinery (consumer),Office machinery (intermediate),Office machinery (capital),Telecoms & sound equipment (consumer),Telecoms & sound equipment (intermediate),Telecoms & sound equipment (capital),Miscellaneous electrical goods (consumer),Miscellaneous electrical goods (intermediate),Miscellaneous electrical goods (capital),Road vehicles other than cars (consumer),Road vehicles other than cars (intermediate),Road vehicles other than cars (capital),Cars,Railway equipment (intermediate),Railway equipment (capital),Aircraft,Ships,"Plumbing, heating & lighting fixtures (consumer)","Plumbing, heating & lighting fixtures (intermediate)","Plumbing, heating & lighting fixtures (capital)",Furniture (consumer),Furniture (intermediate),Furniture (capital),"Travel goods, handbags etc",Clothing,Footwear,Scientific instruments (consumer),Scientific instruments (intermediate),Scientific instruments (capital),Photographic & optical goods & clocks (consumer),Photographic & optical goods & clocks (intermediate),Photographic & optical goods & clocks (capital),Works of art,Jewellery,Other manufactures (intermediate),Other manufactures (capital),Other manufactures (consumer),Unspecified goods
American Samoa,AS,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AT,2014,1657,0,5,2,3,5,5,3,7,5,15,17,1,0,0,0,0,2,2,1,17,2,0,0,17,0,0,0,0,0,28,9,39,183,23,1,38,21,30,1,12,1,17,30,29,37,71,40,1,10,0,132,3,0,11,49,3,2,0,26,37,0,9,26,1,7,26,4,43,35,1,36,11,159,12,0,37,2,0,4,0,2,3,6,5,57,14,0,10,46,8,6,0,5,5,19,8,56,2
Australia,AU,2014,3741,16,1,7,6,43,9,6,37,2,25,141,16,0,0,1,0,0,3,3,11,3,0,0,5,0,0,1,1,0,72,3,23,443,85,2,23,31,60,2,13,5,39,26,33,24,17,98,4,36,0,89,12,1,47,134,3,5,0,116,125,0,9,37,1,25,43,7,101,61,19,66,42,525,5,0,108,23,0,26,2,9,6,3,4,118,11,0,39,138,9,6,0,44,8,30,12,267,30
Aruba,AW,2014,19,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZ,2014,339,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,2,5,0,5,0,0,2,2,39,1,28,0,3,0,27,2,0,15,10,1,1,0,40,21,0,0,5,0,0,5,0,9,2,0,1,1,21,0,0,20,7,0,3,0,4,0,3,0,7,1,0,3,12,0,0,0,2,10,1,0,3,1
Bosnia & Herzegovina,BA,2014,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Barbados,BB,2014,35,0,0,1,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
Bangladesh,BD,2014,137,2,0,2,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,0,0,0,0,0,2,0,2,3,1,0,1,1,4,0,0,0,1,3,0,1,0,2,0,13,0,7,3,0,3,4,0,1,0,2,7,0,0,2,0,0,1,0,2,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0
Belgium,BE,2014,12066,2,69,75,26,68,21,27,39,16,26,67,8,2,17,110,11,3,13,24,87,64,7,53,1837,868,0,17,4,3,727,44,111,473,326,2,287,93,170,1,119,21,58,143,632,184,150,141,2,27,0,282,45,2,53,118,13,65,2,214,183,0,19,74,6,11,68,7,126,51,8,210,115,1939,2,0,269,8,0,13,15,13,6,11,11,147,75,0,16,257,54,9,0,8,9,49,14,177,14
Burkina Faso,BF,2014,8,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BG,2014,452,0,1,1,5,1,1,0,2,4,4,27,0,0,0,0,0,0,4,2,2,2,0,0,3,0,0,0,0,0,7,1,9,30,9,1,5,5,7,0,2,0,1,21,2,30,1,5,0,1,0,0,1,0,4,25,0,1,0,7,11,0,1,7,2,2,91,1,16,2,0,7,3,15,0,0,9,0,0,1,0,0,0,1,1,11,4,0,1,5,1,2,0,0,0,6,2,13,0
Bahrain,BH,2014,295,1,0,1,1,5,2,0,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,5,0,1,5,2,1,1,1,1,2,2,1,2,6,0,3,0,68,0,0,5,7,1,0,0,8,6,0,1,3,0,1,5,1,13,4,0,2,0,40,0,0,8,1,0,2,0,1,0,1,2,12,2,0,1,13,1,0,0,1,8,3,1,7,1
Burundi,BI,2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BJ,2014,66,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,BM,2014,22,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0
Brunei,BN,2014,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,2,0,0,2,0,2,0,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,1,0,2,1,0,0,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,19,0,0,0,4,0,0,1,0
Bolivia,BO,2014,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bonaire, Sint Eustatius and Saba",BQ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BR,2014,2319,0,1,1,0,1,2,0,9,4,8,88,0,0,0,9,0,0,1,2,2,3,0,0,8,0,0,1,0,0,104,17,17,243,13,29,39,21,112,0,14,1,10,8,23,49,17,90,1,14,0,273,11,0,70,59,2,8,0,163,63,0,6,5,0,4,31,1,54,22,11,23,1,188,1,0,69,115,0,2,0,5,1,0,3,4,0,0,12,67,3,5,0,24,1,5,1,32,7
Bahamas,BS,2014,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bhutan,BT,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouvet Island,BV,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BW,2014,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,5,0,1,0
Belarus,BY,2014,86,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,26,4,0,1,3,0,1,0,1,3,0,0,0,0,0,1,0,1,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,0,1,0,1,2
Belize,BZ,2014,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Canada,CA,2014,4057,2,1,7,11,39,4,12,43,5,22,151,0,0,0,0,0,0,2,2,99,2,0,0,371,0,0,1,1,0,74,20,8,332,38,1,20,18,62,2,26,1,28,23,21,123,77,73,12,26,0,513,29,0,41,119,3,8,0,132,54,0,6,30,3,19,51,5,65,33,4,22,80,357,4,0,333,10,0,2,0,3,12,2,3,41,3,0,22,128,4,5,0,28,6,13,2,62,43
Cocos Islands,CC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),CD,2014,34,0,0,4,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Central African Republic,CF,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Republic),CG,2014,83,0,1,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,13,0,5,0,0,0,1,0,0,3,4,0,0,0,9,3,0,1,0,0,0,1,0,4,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,1,0
Switzerland,CH,2014,5911,1,12,3,11,9,5,4,26,4,14,64,4,0,0,1,0,1,2,3,61,4,0,0,6,0,0,0,0,2,447,17,23,291,103,2,23,41,115,1,16,1,26,25,142,15,65,55,1,17,0,219,11,12,16,43,6,3,0,61,86,0,20,54,3,19,81,3,96,38,8,19,10,324,2,0,332,42,1,7,0,16,9,5,6,46,8,0,15,146,167,10,1,960,924,32,3,110,273
Ivory Coast,CI,2014,84,0,2,11,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,3,0,4,0,1,0,1,0,0,5,3,0,1,0,7,1,0,0,5,0,0,1,0,1,1,0,1,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Cook Islands,CK,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CL,2014,487,0,0,1,0,0,0,0,6,4,1,25,0,0,0,0,0,0,0,0,0,1,0,72,0,0,0,0,0,0,2,0,2,22,6,0,7,4,12,0,2,0,3,4,1,3,0,9,0,19,0,89,5,0,7,22,0,0,0,8,14,0,0,1,0,1,3,2,7,3,1,3,1,65,0,0,13,1,0,0,0,0,0,0,0,6,1,0,1,10,0,1,0,0,0,2,0,6,1
Cameroon,CM,2014,49,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,3,0,0,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
China,CN,2014,15603,1,33,25,106,8,5,2,7,8,28,68,0,88,0,23,2,338,64,10,603,5,0,680,123,0,0,0,1,1,118,19,58,846,62,5,144,63,170,19,45,4,28,69,34,99,236,154,5,57,0,398,312,0,114,214,22,69,0,287,190,0,58,60,4,14,114,6,389,137,1,209,4,5577,16,0,388,37,0,6,1,6,26,2,4,31,8,0,56,412,7,42,0,48,8,22,29,93,1721
Colombia,CO,2014,346,0,0,0,0,0,0,0,0,4,1,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,12,1,2,58,13,1,5,6,15,0,3,0,3,3,1,2,0,8,0,5,0,46,1,0,8,10,0,0,0,8,4,0,0,1,0,0,2,0,4,6,1,1,1,22,0,0,8,10,0,0,0,0,0,0,0,2,0,0,3,16,0,0,0,9,0,1,0,4,1
Costa Rica,CR,2014,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,2,0,1,0
Cuba,CU,2014,20,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Cape Verde,CV,2014,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Curacao,CW,2014,18,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Christmas Island,CX,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CY,2014,455,0,5,4,5,13,3,2,9,2,8,28,7,0,0,0,0,0,1,0,0,0,0,0,81,0,0,0,1,0,1,1,4,17,10,0,2,1,3,0,1,0,3,3,2,8,1,4,0,0,0,2,0,0,1,3,0,0,0,3,4,0,0,3,0,1,43,2,7,2,0,5,3,53,0,0,10,4,0,1,0,1,0,0,2,38,6,0,0,4,5,0,0,0,1,2,0,17,0
Czech Republic,CZ,2014,2086,0,3,2,1,9,5,2,29,11,11,14,0,1,0,0,0,0,8,2,1,1,0,0,10,0,0,0,0,0,12,13,19,133,54,1,40,45,129,1,17,1,24,43,13,52,32,67,3,6,0,14,3,1,14,57,6,9,1,64,76,0,20,105,2,6,157,3,242,38,2,79,9,36,1,0,43,2,0,4,0,3,2,8,5,87,15,0,9,42,5,3,0,1,5,19,10,58,2
Germany,DE,2014,30898,12,131,91,65,83,56,30,130,99,190,236,22,3,38,22,8,20,26,59,323,32,7,4365,178,11,0,10,62,11,668,242,252,2621,635,8,454,326,966,19,264,17,269,290,270,612,1243,548,10,62,0,1968,63,54,142,390,39,63,4,500,631,0,88,538,30,132,541,78,979,543,46,988,51,1479,32,1,1538,33,2,48,11,39,58,52,75,953,205,0,133,633,65,90,1,13,36,524,24,859,36
Djibouti,DJ,2014,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
