AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7
Manchester,E08000003,6.7,7.6,7.5,6.1,6,5.1,7.2
Oldham,E08000004,9.3,10.2,7.7,10.1,9,9.4,9.6
Rochdale,E08000005,8.5,7.3,8.6,9,10.1,8,7.8
Salford,E08000006,6.9,6.8,7,7,8.5,8.5,8.1
Stockport,E08000007,10.2,12,11.2,11.6,12,11.6,10.8
Tameside,E08000008,8.8,9.2,9,8.6,7.3,8.6,7.7
Trafford,E08000009,9.8,9.4,10.9,10.2,10.3,9.6,10.2
Wigan,E08000010,7.9,8.6,9.4,7.9,7.5,8.6,9.1
Knowsley,E08000011,7,7.8,8,7.5,7.9,7.4,8.1
Liverpool,E08000012,7.4,7.2,7.5,7.9,8,8.2,9.4
St. Helens,E08000013,8.5,9.2,9.1,10,8.8,8.7,9
Sefton,E08000014,9.7,9.9,9.8,8.9,8.7,9.2,10.5
Wirral,E08000015,9.2,8.9,9.4,9.3,9.8,9.2,10.5
Barnsley,E08000016,8.1,8,7.6,7.6,7.2,8.4,9.4
Doncaster,E08000017,8.5,8.5,8.2,8.6,9.4,9,10
Rotherham,E08000018,7.1,7,7.5,8.4,8.9,9.1,9.1
Sheffield,E08000019,9.1,8.7,8.2,9,9.2,9,9.8
Newcastle upon Tyne,E08000021,8.4,8,7.1,7.9,7.3,7.4,8.7
North Tyneside,E08000022,8.1,8.2,7.9,7.6,8.7,9.1,8.7
South Tyneside,E08000023,7.9,7.7,8.7,8.5,6.9,6.8,7.7
Sunderland,E08000024,7.2,7.9,7.9,8.1,7.8,7.6,9.1
Birmingham,E08000025,8.9,8.2,8.7,8.5,8.4,8.2,8.2
Coventry,E08000026,9,9.1,9.2,7.9,9.6,10,10.4
Dudley,E08000027,10.5,10.1,9.7,9.8,8.8,8.1,8.2
Sandwell,E08000028,6.8,7,8.2,8.9,7.2,7.5,6.5
Solihull,E08000029,10.6,9.6,10.4,9.6,10.3,10.7,9.9
Walsall,E08000030,9.1,9.5,9.6,8.5,8.2,8.1,7.4
Wolverhampton,E08000031,7.4,7.2,7.5,7.9,6.7,6.8,7.7
Bradford,E08000032,9.7,10,10.9,9.8,10.3,10.8,10.2
Calderdale,E08000033,8.7,7.7,7.8,9.2,9.4,10.1,10.7
Kirklees,E08000034,8.6,8.6,10.4,9.9,9,8.5,9.4
Leeds,E08000035,8.6,9.1,9.3,9.6,9.3,8.3,9.8
Wakefield,E08000036,8.1,8.2,7.3,8.1,7.7,7.5,8.5
Gateshead,E08000037,7.7,8.4,8,8.9,8,8.7,8.8
Barking and Dagenham,E09000002,8.4,8.6,7.9,8,7.8,6.6,12
Barnet,E09000003,11.2,12.1,12.4,11.6,11.2,9.4,9.8
Bexley,E09000004,11.3,11.2,10.8,9.7,10.6,10.5,9.3
Brent,E09000005,12,8.4,8,10.4,10.9,10.2,9.1
Bromley,E09000006,11.2,12.1,12.3,11.7,12.5,11.7,11
Camden,E09000007,8.1,10,8.1,10.6,10.7,12.3,9.8
Croydon,E09000008,10.8,11.4,9.3,10,9.6,9.7,10.9
Ealing,E09000009,7.3,7.5,8.2,10,10.4,9.4,9.7
Enfield,E09000010,8.7,10.3,9.8,13,13.2,9.3,10.9
Greenwich,E09000011,8.3,8.5,10.2,8.8,9,8.8,10.1
Hackney,E09000012,9.7,10.9,9.3,7.9,7,7.7,6.3
Hammersmith and Fulham,E09000013,10.6,10.3,9,10.1,10.6,9.9,8.7
Haringey,E09000014,9,8.2,11.1,10.5,10.4,11.2,11
Harrow,E09000015,9.1,10.5,11.1,13.7,12.8,8.8,10.7
Havering,E09000016,11.5,10.9,12,12.7,12.9,12.2,11.4
Hillingdon,E09000017,9.4,9.7,10,11.5,13.5,11.3,11.5
Hounslow,E09000018,7.2,8,8.2,8.5,8.1,9.8,10.2
Islington,E09000019,5.7,5.1,6.1,6.7,9.2,8.5,8.1
Kensington and Chelsea,E09000020,11.3,11.7,11.9,13.5,12.4,11.1,9.6
Kingston upon Thames,E09000021,9.4,9.8,9.6,10.8,13.5,16.8,14.7
Lambeth,E09000022,7.3,6.9,12,9.6,8.4,7.9,7
Lewisham,E09000023,8.9,10.3,12.9,8.7,8.1,9.6,7.7
Merton,E09000024,8.7,7.7,7.7,9.8,8.9,8,11.2
Newham,E09000025,6.7,8,7.1,7,8.9,12.1,6.5
Redbridge,E09000026,9.8,9.1,7.6,8.3,8.9,9.6,8.7
Richmond upon Thames,E09000027,11.6,12.8,11.4,12.3,12.8,12.3,11.8
Southwark,E09000028,7.3,7.9,8.3,8.7,8.5,7.3,8.6
Sutton,E09000029,9.2,10.2,11.5,10.8,10,10.3,15.7
Tower Hamlets,E09000030,6.7,4.9,5.9,5.6,4.9,11.7,10.9
Waltham Forest,E09000031,7.5,8.3,7.9,7.6,6.1,8.5,8.8
Wandsworth,E09000032,10.9,9.9,10.5,9.7,10.5,9.1,10.9
Westminster,E09000033,15,15.1,13.5,12.1,10.7,9.2,9
Buckinghamshire,E10000002,11.73602,11.38985,10.66388,11.34428,12.06736,12.48175,12.90745
Cambridgeshire,E10000003,10.1259,10.68786,10.64057,11.11828,10.73916,10.34699,10.60674
Cumbria,E10000006,9.6307,9.43093,10.33485,10.07996,10.18685,10.55438,11.39888
Derbyshire,E10000007,9.04471,9.94764,8.83189,8.60395,9.20966,10.63229,9.64057
Devon,E10000008,11.32157,10.52975,11.73118,11.06097,10.76565,11.41987,11.89026
Dorset,E10000009,11.80085,12.22182,11.7327,12.59926,12.00475,11.1938,11.21588
East Sussex,E10000011,11.12766,11.6508,11.35032,11.0456,11.0632,11.50466,12.04275
Essex,E10000012,11.2984,11.10977,10.97519,10.91251,10.76638,10.48474,10.62861
Gloucestershire,E10000013,11.15294,10.58906,10.02556,10.19016,12.2723,11.86387,11.94741
Hampshire,E10000014,11.62369,11.93889,11.79333,12.17231,12.67696,12.53543,12.86497
Hertfordshire,E10000015,10.36212,10.10252,10.19368,10.29929,10.10613,11.79452,11.54333
Kent,E10000016,9.64063,9.89067,10.34191,10.44937,10.2397,10.35151,10.62353
Lancashire,E10000017,9.33344,9.24587,9.66534,9.72787,9.79939,10.60697,10.03529
Leicestershire,E10000018,10.28687,10.93357,9.86417,9.89247,10.42062,10.64255,9.89947
Lincolnshire,E10000019,10.19048,10.40603,10.268,10.05149,10.07633,9.48027,9.93055
Norfolk,E10000020,9.92833,10.28481,10.95645,10.61605,10.5108,10.43753,10.62616
Northamptonshire,E10000021,10.23619,10.56427,10.70609,10.73567,10.69946,10.18188,10.78516
North Yorkshire,E10000023,11.09284,9.30093,10.25394,11.06604,11.88431,12.25824,11.25542
Nottinghamshire,E10000024,9.06427,9.37001,9.52528,9.54799,9.48104,9.03528,9.29703
Oxfordshire,E10000025,11.46109,10.95503,11.43601,12.94959,11.9178,11.28393,12.24286
Somerset,E10000027,11.09099,11.39216,12.17305,11.4051,12.05472,11.47909,11.28882
Staffordshire,E10000028,9.44632,9.41861,8.84869,9.40297,9.72578,10.58519,10.67983
Suffolk,E10000029,11.35046,11.81427,10.48205,11.26244,11.451,9.83386,10.4925
Surrey,E10000030,11.52241,11.85155,11.93991,12.7396,13.14368,13.05199,12.81662
Warwickshire,E10000031,11.99655,11.95065,12.34416,11.86495,12.60114,11.3787,10.71584
West Sussex,E10000032,11.45087,11.82261,12.12376,11.93475,12.11339,12.2458,11.47068
Worcestershire,E10000034,11.08063,10.7976,11.6586,11.66851,11.21129,11.34791,10.99336
