AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16
York,E06000014,16.54596817,16.97158846,17.17097102,17.47875831,17.77659693,18.1832132,18.49360617,18.61279271,18.48491642,18.40337219,18.31241073,18.68431891,18.87946393,19.16793873,19.18622918,19.23694741
Derby,E06000015,16.1568269,16.35106771,16.66693222,16.77184442,16.78856614,16.90729656,17.19318095,17.43072834,18.00295211,18.15026393,18.21548,17.98897027,17.92073489,18.0661373,18.1347763,18.21211491
Leicester,E06000016,15.18237277,15.62847493,15.73951344,16.08560468,16.12760361,16.22459362,16.4033969,16.49281343,16.92541331,17.19772745,17.24303581,17.12595498,16.8591408,17.05946646,17.06643656,17.32162748
Rutland,E06000017,18.00404078,18.33528021,18.61217563,19.66234322,19.16972768,19.46834404,19.31018229,19.9747969,19.81838873,19.8978111,19.92943328,20.34399526,20.23515001,20.22256802,20.29757427,20.21023601
Nottingham,E06000018,14.90139516,15.20682277,15.38415245,15.84754955,15.84074695,15.91550675,16.12753973,16.33750245,16.5701446,16.70283459,16.82617724,17.04748335,16.86462026,17.0401372,17.14476203,17.48803646
"Herefordshire, County of",E06000019,17.03576076,17.24792067,17.29460236,17.56523048,17.617931,17.86682541,18.29635383,18.48538471,18.73315583,18.78309544,19.14046666,19.37750765,19.32794847,19.23736162,19.07647122,19.28287648
Telford and Wrekin,E06000020,15.81265413,16.08254404,16.21006157,16.49955367,16.61573611,17.0847944,16.91582109,17.12581468,17.22029266,17.63087654,17.84979147,18.1361494,18.09847035,18.10639872,18.00078316,18.154086
Stoke-on-Trent,E06000021,14.67916387,14.75434847,15.07856187,15.52911565,15.62870418,15.85547711,16.02362732,16.59766659,16.94646039,17.01796507,16.87985513,16.86662477,16.92785381,17.00285924,17.15116509,17.07990059
Bath and North East Somerset,E06000022,17.51630734,17.69777772,17.9422455,18.08000715,18.31277291,18.6797989,18.9268314,18.88174175,18.98523898,19.17988238,19.39561559,19.61870293,19.59211785,19.60445834,19.41912487,19.61301609
"Bristol, City of",E06000023,15.92581298,16.22119128,16.50891989,16.76877085,16.9419871,16.86864794,17.15906363,17.22520483,17.59509219,17.8264008,17.82312718,18.06266367,18.08528721,18.28224579,18.30754057,18.15347466
North Somerset,E06000024,17.07334409,17.20245827,17.43105932,17.8543102,18.1661211,18.39622813,18.61970622,18.69300071,18.87635816,18.95088555,19.14970189,19.22096126,19.34358193,19.29491462,19.34285459,19.24669518
South Gloucestershire,E06000025,17.48601249,17.67205889,17.63395535,17.97144388,18.00662384,18.35956771,18.67941351,18.99961419,19.18347779,19.37859155,19.42251792,19.71370079,19.77986454,19.84542201,19.55280978,19.560717
Plymouth,E06000026,15.91468114,16.09340834,16.22835834,16.63773739,17.03422953,17.38927225,17.47567154,17.61658955,17.71119849,17.98137036,18.09303343,18.38131704,18.48863158,18.68608289,18.65946304,18.6351819
Torbay,E06000027,17.01931193,17.15542398,17.18788396,17.45426951,17.60857085,18.03434462,18.21510779,18.42721752,18.77636889,18.9256767,18.91332046,18.69217989,18.60886701,18.44374145,18.61177534,18.8297167
Swindon,E06000030,16.23352239,16.62137798,16.71737772,16.76229646,16.75585589,17.06653957,17.50127779,17.89853779,18.22859593,18.29358114,18.24126903,18.38725188,18.47273042,18.63610579,18.65579484,18.91013343
Peterborough,E06000031,15.67560274,16.00368165,16.39868747,16.70836742,16.91183475,17.11927943,17.50764349,17.67685461,17.79089815,17.78392884,17.99550581,18.31461668,18.51936636,18.41480193,18.22289877,18.27745101
Luton,E06000032,16.00481418,16.09550971,16.16253224,16.56723414,16.75528414,16.97888335,17.12253533,17.54614578,17.92006815,17.83841313,17.97678016,18.06650015,18.6396272,18.43273548,18.40210929,18.19517257
Southend-on-Sea,E06000033,16.15584881,16.48251145,16.84678281,17.18313545,17.33433316,17.60586988,17.77167557,17.8771658,18.02615753,18.53353667,18.66917116,18.81776527,18.45738185,18.4546225,18.33527065,18.41011624
Thurrock,E06000034,15.68481472,15.9146256,16.39093452,17.02149726,16.88055366,16.84422187,16.8500104,17.24991713,17.58192449,17.76593991,17.70440582,17.98602553,17.90942513,18.06348977,17.75498323,17.8164553
Medway,E06000035,15.49993072,15.81074836,15.98467602,16.24949077,16.44807885,16.62019146,17.07117699,17.28001779,17.62531449,17.60196382,17.83225889,18.01135474,18.01334303,17.95760119,18.10258925,18.24124802
Bracknell Forest,E06000036,16.71949483,16.99969042,16.87287426,17.32894679,17.39944062,17.89889841,18.24120521,18.68357372,19.35870545,19.27430587,19.34936978,19.11242438,19.37532183,19.9647987,20.21429244,20.23638691
West Berkshire,E06000037,16.96928936,17.54058867,17.89220431,18.39777153,18.37091518,18.51000457,18.64835825,18.9426591,19.00290154,19.2150522,19.28966134,19.49003234,19.58092797,19.70089193,19.87725695,20.16650866
Reading,E06000038,16.44714055,16.47635849,16.73426276,17.11622262,17.47931259,17.83567474,17.70293515,17.65308022,17.84663106,17.90470047,17.94916089,18.13744144,18.33130704,18.45222572,18.11371337,18.52016013
Slough,E06000039,16.40793946,16.79842184,17.29223561,17.3821815,17.7043582,17.85895884,18.06219353,18.4895944,18.02007969,17.85047914,17.75066433,18.03538533,17.97879269,17.7907716,18.03086728,18.23471881
Windsor and Maidenhead,E06000040,16.83201369,16.79922149,17.1969905,17.37888054,18.14412675,18.08109158,18.22542928,18.30478703,18.92852994,19.3173221,19.33192741,19.31349699,19.59773471,19.98426623,19.95803635,19.9752266
Wokingham,E06000041,17.17482174,17.8771869,18.17556111,18.55450636,19.00825769,19.19690634,19.50713287,19.37947296,19.7827209,19.66380485,19.72040403,19.6262689,19.63367245,19.66989656,19.7832939,20.27608482
Milton Keynes,E06000042,15.95282298,16.06927266,16.36061955,16.76847979,17.22700134,17.50862757,17.53864459,17.63323232,17.77875346,17.82390518,18.04447655,18.08038223,18.11431826,18.16813333,18.16745797,18.35802841
Brighton and Hove,E06000043,16.22621803,16.66514857,16.80197833,17.02386655,17.07898341,17.26335574,17.61109276,17.8160169,18.30480491,18.2830765,18.54411598,18.59494319,18.80312586,18.82330398,18.57687042,18.45531377
Portsmouth,E06000044,15.9902666,16.05581125,16.32487027,16.47442539,16.75985815,16.93090422,17.32386631,17.48760664,17.35981405,17.55087035,17.66458972,17.73256724,17.55391398,17.38818896,17.53047987,17.70693015
Southampton,E06000045,16.19886088,16.24867895,16.54475958,16.81512632,17.09576577,17.09784762,17.48428266,17.76273198,18.32634046,18.1135033,17.86771268,17.58264771,17.8720857,17.86614957,17.94627216,17.65247294
Isle of Wight,E06000046,16.61510079,16.93236039,17.48056237,17.80267087,18.07847514,18.15291791,18.42937738,18.47555892,18.83062323,18.77716427,18.92897615,18.91554775,19.03431292,19.13391002,19.15874428,19.34069107
County Durham,E06000047,15.23709918,15.52385556,15.70263762,16.01215294,16.27177897,16.51792635,16.78158588,17.04968135,17.48083839,17.5798006,17.73046188,17.79582942,17.99575755,17.98115478,18.05316381,18.09102208
Cheshire East,E06000049,16.49639518,16.72965472,17.01851646,17.31806235,17.66802788,17.79610064,18.06026166,18.32589936,18.81815788,19.05813448,19.20697697,19.24235711,19.36144185,19.36534544,19.38746844,19.35238125
Cheshire West and Chester,E06000050,16.45903021,16.64464795,16.89364851,17.05296573,17.3673566,17.46141783,17.80744892,18.09500314,18.44401264,18.43528399,18.45709606,18.68389982,18.88871348,18.83011435,18.90490452,19.11358861
Shropshire,E06000051,16.6265388,16.86887327,17.27268724,17.66646473,18.03229031,18.2666857,18.31354069,18.28877769,18.6046836,18.89811185,18.94829955,19.07978538,19.07433389,19.24618321,19.0977203,19.28566302
Cornwall,E06000052,16.94132213,17.25850484,17.38800397,17.71027573,17.71163534,17.86170063,17.90641185,18.28945069,18.51812356,18.81947167,18.81151145,18.97388885,18.9407396,19.00132265,18.98774007,18.95584245
Wiltshire,E06000054,17.18978197,17.36638135,17.64366288,17.89901819,18.11267948,18.19809337,18.40766465,18.62220678,18.92487986,19.14714723,19.3208178,19.48365532,19.39959018,19.47654213,19.3338478,19.50307121
Bedford,E06000055,16.77722926,16.89521699,17.12227348,17.44344577,17.77177134,18.02748777,18.08297333,18.25301328,18.63260358,18.79977016,19.06035609,19.23637971,19.33781648,19.46767804,19.28141359,19.30019861
Central Bedfordshire,E06000056,16.55517927,16.76793101,16.81959408,17.18086921,17.6033966,17.96411762,17.9649171,18.22149912,18.66394155,18.99940031,19.25766344,19.58264523,19.81662832,19.7448249,19.79082802,19.77500679
Northumberland,E06000057,15.73198687,15.93438496,16.30767206,16.87340958,17.29035951,17.45240882,17.73084617,17.97859525,18.30336658,18.31525945,18.42696543,18.51156939,18.64033157,18.75860955,18.91673639,18.9352588
"Bournemouth, Christchurch and Poole",E06000058,17.16922503,17.31867356,17.72297833,18.17517147,18.4829736,18.51854128,18.65721206,18.6640009,18.86483947,19.10611691,19.18327276,19.25756514,19.1372003,19.20717573,19.2472718,19.42885446
Dorset,E06000059,17.92983404,18.25516543,18.41570674,18.66866134,18.70140579,18.96653318,19.22028534,19.39137121,19.63606539,19.71016978,19.81990871,19.92214364,19.98769224,19.9685615,19.99260439,19.97916577
Aylesbury Vale,E07000004,16.92616838,17.10287982,17.22709527,17.52660053,17.95654252,18.57862392,18.66278902,18.54859537,18.39024065,18.6498782,19.03769009,19.29193369,19.16780739,19.24075923,19.16722258,19.2932691
Chiltern,E07000005,17.20218919,17.88665394,18.62464546,18.61017717,18.74041362,19.12594726,19.49068758,19.68474735,20.0314935,20.24320537,20.30505285,20.46347498,20.4818047,20.59626898,20.42311642,20.78524136
South Bucks,E07000006,17.3893855,17.54332906,17.84132622,18.08834788,18.90938081,19.24340429,19.43977719,19.38726383,19.36436822,19.28621386,19.20677097,19.25882172,19.5364655,19.75397528,19.96110191,20.03988533
Wycombe,E07000007,17.08688188,17.46143173,17.54428009,18.16427934,18.54565046,19.03755775,19.0243672,19.07218175,19.357216,19.69192061,20.01336731,20.03881686,20.16680711,20.40460779,20.37424762,20.41873506
Cambridge,E07000008,17.39427971,17.58436103,17.49077179,17.50911702,17.51518746,17.52625493,17.86310512,18.29809303,18.85450036,18.95317756,18.86625757,18.93840665,18.87811689,19.01515151,19.31453475,19.89452889
East Cambridgeshire,E07000009,17.33137907,17.47886291,17.62192374,17.85746586,18.0069649,18.21938238,18.49824621,18.86798772,19.20006666,19.78112291,20.13265875,20.38348018,20.15054547,19.90766651,19.79708349,19.60987794
Fenland,E07000010,15.64984176,16.29555701,16.61679957,17.14489506,17.10937718,17.200433,17.33879316,17.72139046,18.15414571,18.46375532,18.42926103,18.50971275,18.54950155,18.47257857,18.30351613,18.20766826
Huntingdonshire,E07000011,16.91181702,17.0519016,17.78563719,17.94940829,18.06070918,18.06273936,18.38726846,18.74774148,19.00423879,19.30656519,19.39339169,19.59792264,19.43497305,19.71112773,19.61756268,19.74984939
South Cambridgeshire,E07000012,18.00069084,17.82218796,18.03321618,18.06285094,18.83458054,19.43363491,19.85964028,19.64481544,19.88133546,20.22253999,20.37034472,20.13852202,19.97448493,20.19925343,20.27167546,20.52739149
Allerdale,E07000026,15.76029657,16.15142839,16.37192732,16.40698848,16.71466056,17.14783418,17.62980782,17.64679668,17.79380242,17.83919028,18.31382156,18.64268546,18.89319566,18.86816704,18.75432288,18.7536926
Barrow-in-Furness,E07000027,15.16224337,15.60328337,16.03102211,16.18828231,16.01827248,16.23880951,16.94499955,17.76105275,17.88688994,17.99461157,17.73205799,17.67259182,17.43090981,17.6202053,17.7971332,17.90780645
Carlisle,E07000028,15.84006247,15.89472965,16.08532522,16.41307155,16.81493187,17.15362193,17.05130443,17.41536963,17.908834,18.23948627,18.35317545,18.24184472,18.54542218,18.60320284,18.53389004,18.54812615
Copeland,E07000029,15.88236684,15.69629748,15.66225052,15.98909841,16.53668849,17.30740517,17.50073574,17.65909059,17.67725075,17.63441044,17.62230723,17.6600944,17.77520687,18.09539679,18.18621199,18.1484783
Eden,E07000030,17.24205906,16.98423232,17.07651804,17.26458463,17.72033111,17.8232512,18.05812276,18.16167999,18.79319106,19.06021765,19.43167598,19.78972652,19.74519502,19.91546407,20.12013999,20.53413057
South Lakeland,E07000031,17.23667738,17.50588446,17.95506949,18.21814477,18.67164337,18.79684294,18.88648062,18.90874343,19.07991435,19.48204176,19.56736885,19.80020888,19.819398,20.05242908,20.24108823,20.42679178
Amber Valley,E07000032,15.6491791,15.94115834,16.40081378,16.9530184,17.37364087,17.38498971,17.61714696,17.84780843,17.96961577,18.16335936,18.08464714,18.33371502,18.2536766,18.57171341,18.66862038,18.77349717
Bolsover,E07000033,15.22402743,15.13762975,15.37948499,15.83885168,15.88301845,16.02636116,16.31780993,16.91558916,17.17143371,17.0769674,17.05373161,16.96279999,16.9713616,17.12451463,17.20480808,17.50500485
Chesterfield,E07000034,15.22091906,15.62167956,16.09824335,16.74175904,16.81716569,17.02349781,17.0966784,17.03295138,17.25948194,17.55569282,17.78744566,17.96370094,17.72282839,17.61989141,17.3438217,17.58723752
Derbyshire Dales,E07000035,16.89929968,17.13441996,17.39420532,17.73978695,18.18276441,18.38061213,18.83532572,19.02903854,19.13207016,19.2174472,19.13835909,19.13706487,19.05453717,19.30473265,19.58826715,19.68406712
Erewash,E07000036,16.02056548,16.21304046,16.53572711,16.48557371,16.84653046,17.07793651,17.93838143,17.91520356,18.41348049,18.2299728,18.45886684,18.31675721,18.43143404,18.42604616,18.50797871,18.28232281
High Peak,E07000037,16.46323001,16.85910719,16.91710722,17.16981783,17.19661167,17.53649101,17.53539884,17.90625723,18.22712202,18.51691563,18.3901482,18.61495156,18.68013734,18.69551462,18.83135066,18.98153234
North East Derbyshire,E07000038,16.25098438,16.41440665,16.81245196,16.96458162,17.10595124,17.25297,17.57074201,18.20161181,18.42356466,18.70164339,18.76948913,19.13332942,19.02448751,18.88121243,18.62937198,18.60729698
South Derbyshire,E07000039,15.83375884,15.99616304,16.2707739,16.66641526,17.05448381,17.32969372,17.70718535,17.98898843,18.07515359,17.90738817,17.97987801,18.14817799,18.03398391,18.10686671,18.32736916,18.70247188
East Devon,E07000040,17.65111429,17.9711776,18.26494274,18.25316249,18.57464919,18.91016357,19.25147499,19.39426345,19.72980847,19.70114137,19.90039202,19.98533024,20.29742262,20.2443577,20.14872996,20.14735383
Exeter,E07000041,16.63489022,16.64449834,16.63767865,17.03894905,17.39213234,17.66753088,17.96229556,18.42254616,18.85235828,18.79624129,18.38532286,18.09450584,17.9368637,18.13860213,18.21329027,18.42235283
Mid Devon,E07000042,17.66653786,17.56055475,17.57083025,18.19109013,18.73583082,19.15926078,19.08505071,19.13396797,19.02048789,19.17047889,19.65503605,20.17252919,19.89536382,19.64952684,19.54026677,19.62909941
North Devon,E07000043,16.84710662,16.99913532,17.29477673,17.67169444,18.15400646,18.05370718,18.37877209,18.23168827,18.46305675,18.78253665,19.07590747,19.10465343,18.93699974,18.75183974,18.78444826,18.79022269
South Hams,E07000044,17.89288301,18.21328284,18.43584442,18.51415858,18.3833995,18.60294956,18.95470605,19.1605585,19.74147413,19.76775236,19.8732053,20.02039954,20.13109712,20.29240416,20.23728396,20.24195307
Teignbridge,E07000045,17.42349292,17.65621432,17.80955039,18.15618468,18.33132807,18.69337099,18.834553,18.95232884,18.96116113,18.77568883,18.89738274,19.0234992,19.28596918,19.31153152,19.2883352,19.38408725
Torridge,E07000046,16.69745165,16.81057447,17.37187025,17.96722837,18.23533586,18.35372735,18.36325103,18.61276055,18.79572862,18.72122902,18.92737179,18.69366653,18.76878196,18.818466,19.1015637,19.08280879
West Devon,E07000047,17.04069761,17.69390708,18.12013022,18.27144386,18.21488041,17.99264734,18.59325408,19.19515138,19.73388524,19.16307079,19.115766,19.13205282,19.62424349,19.49810993,19.44194626,19.69810615
Eastbourne,E07000061,16.77237528,17.09053617,17.47599604,17.89718027,18.23172596,18.42546977,18.63165923,18.29337574,18.65507034,18.62061866,19.143404,19.02861325,19.35143117,19.57711726,19.48133952,19.22420883
Hastings,E07000062,15.82428807,16.14144317,16.69150853,16.62438105,16.66968915,16.72316355,16.98565674,17.38673233,17.48904648,17.89970045,17.6867786,17.83281556,17.59461089,17.74683544,17.66695767,17.98704357
Lewes,E07000063,17.85458277,18.14225824,18.40933559,18.81805094,19.17576797,19.32051453,19.47792882,19.499506,19.58191223,19.67832214,19.54994515,19.72626697,19.78740589,20.02775746,20.30406588,20.38356409
Rother,E07000064,17.11938223,17.12838832,17.62332499,17.8785028,18.29402028,18.51894635,18.71249918,18.7109364,19.1370856,19.19983313,19.24335927,19.10752347,19.32902784,19.91164194,20.15235496,20.25720314
Wealden,E07000065,17.80899459,17.79557073,18.09625393,18.22926133,18.74273842,18.87631927,19.18733085,19.16254026,19.29141026,19.43307693,19.6293699,19.8689009,19.7811531,19.85235665,19.71945513,19.82763085
Basildon,E07000066,16.41621354,16.52549164,16.80845166,16.85094676,17.17837534,17.51426514,17.88958255,18.01033404,18.35959305,18.62692014,18.66586346,18.67511264,18.64650473,18.86356226,18.60730226,18.48580419
Braintree,E07000067,16.05298326,16.23291216,16.74567561,17.28871602,17.72749918,17.89832356,18.27012605,17.98150646,18.30847913,18.13271787,18.71658072,18.82389297,19.00992527,19.08450234,18.74970172,18.85470894
Brentwood,E07000068,18.20399704,18.01022019,18.1162184,18.17294427,18.58021267,18.36238294,18.65470166,18.9894349,19.96866743,19.78337606,20.03118281,19.593058,19.59912897,19.39097526,19.42652717,19.25508782
Castle Point,E07000069,16.46346288,16.52419318,17.19633698,17.57406681,17.69011572,17.82473,18.15293899,18.55209676,18.67598028,18.78441413,18.56224129,18.62468908,18.23550428,18.47420785,18.41042204,18.7164991
Chelmsford,E07000070,17.29470407,17.62587419,17.91070964,18.29342597,18.63216998,18.77632105,19.0612282,19.32094177,19.44329149,19.32713064,19.52504409,19.69054277,19.8917541,19.77944784,19.76310822,19.77472674
Colchester,E07000071,16.87502368,17.20684457,17.26142116,17.28983937,17.47439568,17.9463094,18.5083429,18.66033648,18.84385064,18.78549482,18.8925408,18.85905207,18.86819179,18.80449135,18.79837301,18.99354514
Epping Forest,E07000072,17.13671986,17.1722438,17.23963662,17.02923067,17.44879368,17.7103594,18.24715152,18.45691439,18.99791799,19.06348571,19.43916499,19.13000017,19.24706268,18.98195149,19.14736821,19.29974391
Harlow,E07000073,16.4854586,16.67045916,16.99129024,17.34651899,17.5722922,17.63118554,17.5287735,17.69340061,18.03821949,18.38613872,18.40381227,18.30516669,18.34744637,18.27717752,18.25343087,18.1926868
Maldon,E07000074,17.46178735,17.30571866,17.19566927,17.2160049,17.61495591,17.87454652,18.3643425,18.68449775,19.26558656,19.31700592,19.32698549,19.23462354,18.99855138,19.02082862,19.02682419,19.41806634
Rochford,E07000075,17.26590585,17.49299382,17.72783919,17.76878338,18.15472268,17.98738632,18.32873743,18.22212905,19.07304628,19.38428868,19.59299798,19.69082025,19.52323763,19.50530471,19.11006959,19.19260581
Tendring,E07000076,16.73865013,16.98268796,17.09784465,17.26034702,17.37609986,17.71456719,17.86755461,17.76977302,17.71818118,17.86172723,18.20848596,18.65303495,18.58652781,18.50147794,18.15402402,18.22442179
Uttlesford,E07000077,17.62033383,18.01260797,18.28206359,18.02188819,18.14383111,17.95061802,18.32817775,18.91894454,19.38568219,20.02626143,20.16271127,20.29500171,19.97840624,19.82122612,20.01932718,20.19317356
Cheltenham,E07000078,16.9327524,17.40148123,17.62315824,17.93528973,17.99129449,18.1481532,18.67603329,19.06811484,19.16348466,19.08140932,19.18014047,19.2781924,19.45411659,19.2208297,19.24255485,19.05836538
Cotswold,E07000079,17.42365456,17.54763055,17.75846472,18.33304561,18.87034772,19.10711973,18.96642161,19.30884625,19.6783342,19.83924879,19.87744532,19.85367379,19.97965842,20.09127876,20.18734319,20.31711308
Forest of Dean,E07000080,16.17576257,16.44057484,16.98088621,17.38056987,17.66517548,17.64543085,17.96738169,18.38235764,18.72986764,18.63562515,18.35651988,18.44698963,18.94093892,19.11052736,19.09741432,19.04496736
Gloucester,E07000081,16.64926187,16.57391638,16.60211635,16.87043585,17.41901042,17.64495828,17.52449003,17.58598436,17.52058632,17.86796651,18.0451047,18.44025572,18.21234506,18.08478773,17.98989567,18.34861903
Stroud,E07000082,16.91867116,17.33823918,17.45130434,17.82383003,17.63924062,17.74919349,17.82092458,18.41673274,19.02781321,19.19416319,18.85235594,18.6085692,18.73005218,18.68398047,18.78059,18.7213729
Tewkesbury,E07000083,17.5764,17.59650207,17.63718357,18.01898021,18.40196601,18.85903422,18.7565466,18.71423523,18.54905713,18.77298345,18.73368588,18.99902734,19.06000343,19.20416072,19.53569088,19.75511749
Basingstoke and Deane,E07000084,16.49303591,16.38444974,17.13776568,17.56692377,17.94013379,18.2330692,18.50170307,18.77741204,18.89025415,19.33274027,19.63856284,19.45329927,18.94299673,18.91375905,18.93488962,19.11441932
East Hampshire,E07000085,16.9449518,17.26970502,17.73332616,18.09864147,18.35903735,18.44546319,18.74230906,18.84820971,19.30401395,19.49920818,19.74732987,19.79221883,20.00672109,20.08440441,20.28506983,20.2894834
Eastleigh,E07000086,16.62819599,16.65794261,17.32957018,17.84730259,18.09977589,17.94816484,18.18921089,18.88714474,19.60694659,19.57444963,19.4198589,19.49573229,19.79795752,20.21570285,20.23416597,20.2171457
Fareham,E07000087,17.59415698,17.89291542,18.12782176,18.45633407,18.73398421,19.05414009,19.0597937,18.97726853,19.04800414,19.10777697,18.98315694,19.16194875,19.53820477,19.59769626,19.61309544,19.38738092
Gosport,E07000088,15.90966635,16.33414403,16.42904326,16.80043293,16.88495022,17.52383873,18.29917828,18.33761799,18.37960709,17.96193142,18.01269331,18.09629143,18.50691329,19.0280385,19.08537981,18.80871614
Hart,E07000089,17.93424951,18.21254813,18.17548704,18.83130957,19.03058962,19.4031758,19.18369023,19.45782889,19.85736526,20.26787899,20.34886428,19.97731983,20.10175135,20.31846212,20.91562605,20.85424443
Havant,E07000090,16.85136882,16.91260101,17.14069849,17.79074198,18.26750545,18.47622545,18.65783706,18.70923528,18.8790073,18.84964489,18.81182142,19.17094606,19.26052201,19.49675773,19.2525356,19.43491268
New Forest,E07000091,18.32687312,18.25999048,18.36915168,18.67244374,18.88753784,19.08371286,19.18639258,19.425358,19.91370498,20.05466236,20.27529973,20.33721106,20.29626402,20.37205285,20.29901625,20.5087013
Rushmoor,E07000092,16.23361295,16.68191127,17.40349379,17.40363604,17.5342249,17.60605074,17.59033649,17.6455219,18.0545788,18.29096317,18.00114194,18.13051149,18.2198425,18.51233856,18.56221511,18.40838486
Test Valley,E07000093,16.69612994,17.35303087,17.45401187,17.79874594,17.56677598,18.03039031,18.2093685,18.88775679,18.91401731,19.16613722,19.25579397,19.67931036,19.73743872,19.70842379,19.57523048,19.74316731
Winchester,E07000094,17.85313123,18.02814481,18.04729586,18.67174436,18.62677419,18.94778539,19.31505326,19.66686194,19.74552934,19.76820997,20.06364839,20.06738969,19.94824576,20.29545556,20.40221482,20.60703877
Broxbourne,E07000095,16.29808079,16.6728474,17.14055611,17.8663396,18.29139942,18.4327977,18.59924844,18.99711924,19.12486117,19.11516152,19.10535692,19.38640905,19.82609789,20.00172659,19.86598219,19.41228256
Dacorum,E07000096,16.90132888,17.28674109,17.6857824,17.7377441,18.06200168,18.32781452,18.80267286,18.8676556,18.90092508,18.82884999,18.9288347,19.28617274,19.57085579,19.76739507,19.58794994,19.47195464
Hertsmere,E07000098,17.20953841,16.92069422,17.38273308,17.64400087,18.16643687,17.82904746,17.84297986,18.1617818,19.0191464,19.65466816,19.62841677,19.4435028,19.17942535,19.37751731,19.43902424,19.46193936
North Hertfordshire,E07000099,16.28992545,16.96677336,17.06689073,17.33671663,17.56121148,17.74385949,18.2666207,18.34917412,18.64965849,18.45082405,18.59718473,18.77245381,19.03304768,19.33537397,19.42536813,19.54210903
Three Rivers,E07000102,16.85576864,17.04019763,17.80921616,18.1978523,18.53903378,18.73918594,18.95251464,19.03882854,19.13159092,18.82018383,19.01712811,19.1515879,19.38547236,19.61002476,19.48885327,19.67003443
Watford,E07000103,16.01869891,16.17328471,16.61756447,16.82472975,16.9670754,17.06710824,17.61010984,17.92939313,18.17289158,17.85111592,17.82411324,17.78145861,17.80529822,18.07851447,17.85571424,18.3342768
Ashford,E07000105,17.5103015,17.7394187,18.12600531,18.45760367,18.64253999,18.71740767,18.75902996,19.01758657,19.21160242,19.36252912,19.12838415,19.17545044,19.06020061,19.42245584,19.30282102,19.16617454
Canterbury,E07000106,16.56046099,16.53347275,17.00980857,17.55091244,17.99208006,18.04608028,18.13564877,18.33166365,18.43448347,18.8350914,19.12180898,19.31968718,19.16858974,19.06534557,19.01441038,18.84621681
