AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16
Swindon,E06000030,76.36835849,77.09862258,77.38590276,77.43467821,77.57958843,77.73906772,78.24509092,78.45942798,79.00554299,79.10625238,79.17759753,79.40562481,79.57422353,79.9011676,79.76324811,80.06790716
Peterborough,E06000031,75.28379429,75.86827254,76.26001807,76.7395459,76.48010366,76.96543255,77.20495293,77.64668282,77.57827716,77.84899406,78.01222055,78.4525337,78.6232647,78.58842904,78.31944693,78.22416433
Luton,E06000032,75.14266654,75.39961723,75.5528123,75.87596207,76.25443866,76.34955803,76.78848072,77.04989011,77.75018224,77.81942881,78.20425063,78.18251087,78.7438457,78.42760263,78.29563086,78.07624173
Southend-on-Sea,E06000033,75.61952391,76.35125697,76.7532951,77.37678473,77.2262073,77.70683775,77.73865724,78.17083761,78.58973258,79.62508215,79.6870871,79.48555958,78.54449481,78.58536792,78.70141422,79.068689
Thurrock,E06000034,75.64398446,76.24784459,76.86765379,77.57463536,77.76766178,77.73725365,77.91549249,78.17687977,78.65517169,79.02672251,79.04550274,79.25879045,78.95810585,79.11882426,78.81990521,79.00587671
Medway,E06000035,75.4115774,75.83050727,76.33793641,76.3416279,76.51534024,76.74848545,77.34243131,77.7042584,78.1737742,78.48412939,78.71653978,78.64619311,78.4166261,78.43205208,78.75951563,78.99151203
Bracknell Forest,E06000036,77.24196507,77.96836841,78.13107132,78.49750545,78.75496809,79.35824778,79.36435295,79.52809064,80.13170701,80.63773558,81.12053102,81.23177726,81.34674266,81.80116947,81.6631835,81.85140057
West Berkshire,E06000037,77.81049313,78.31311394,78.38050677,78.87662733,79.20544226,79.53291718,79.98069118,80.29568139,80.49456081,80.67545331,80.57535191,80.89248959,81.07640955,81.13808515,81.34875909,81.67297243
Reading,E06000038,75.77672306,75.87790686,76.30962641,76.93206426,77.42574128,77.50608839,77.31765373,77.71811116,78.2137589,78.31425918,78.02143048,78.38899125,78.7258677,78.95100616,78.56767876,79.05629573
Slough,E06000039,75.2368451,76.00156774,77.01991242,77.00717314,77.23098731,76.78636534,77.23091923,77.8899428,78.0462206,78.36046244,78.27596721,78.54176642,78.35344344,78.14328806,78.39138706,78.55991792
Windsor and Maidenhead,E06000040,77.43795811,77.993662,78.35529864,78.64614278,79.22754793,79.4047683,79.56427447,79.99133775,80.50647796,80.85921168,80.61054185,80.73213734,81.14591419,81.60536071,81.48707522,81.7118032
Wokingham,E06000041,78.89284343,79.4790749,79.84409532,80.20949465,80.61362237,80.82246661,81.10772345,81.04491396,81.36905552,81.40929933,81.59641716,81.7612557,81.5767998,81.5723607,81.50899319,82.03979839
Milton Keynes,E06000042,76.3899979,76.17840207,76.52474863,77.23341503,77.79358846,77.80831154,77.6562861,77.73740033,78.27390132,78.63039031,79.03154922,79.05580715,79.10981839,79.13284077,79.1049778,79.23611284
Brighton and Hove,E06000043,75.07391145,75.59468938,75.96379421,76.17949974,76.35915434,76.50862364,77.1435384,77.69528924,78.38517213,78.60842349,78.69176126,78.89148957,79.30936405,79.50572227,79.11690183,78.90627293
Portsmouth,E06000044,75.22365871,75.40148488,76.09580309,76.24355311,76.49043378,76.49802405,77.122748,77.41999829,77.61255584,78.08960869,78.11552975,78.1287368,77.69611736,77.84541758,78.05335123,78.43038656
Southampton,E06000045,75.83607533,76.07272452,76.2467691,76.47065649,76.72994754,77.15133573,77.96460842,78.11443897,78.54142183,78.40854217,78.07944868,78.04158318,78.19802842,78.45355308,78.33686208,78.12351509
Isle of Wight,E06000046,77.01078074,77.25732584,77.91090987,78.2473025,78.61748499,78.56803444,78.7227402,78.72107202,79.35170561,79.86929496,80.3038146,79.79092131,79.61131851,79.53176605,79.81882009,79.71801917
County Durham,E06000047,74.90030752,75.24773289,75.54891139,75.90761753,76.4784844,76.69198984,76.82604177,76.96166567,77.39417609,77.83433561,77.94292899,77.98166656,78.0624876,78.04263895,78.25990578,78.23612784
Cheshire East,E06000049,76.83618566,77.24331098,77.6252637,77.9686879,78.27298399,78.55176807,78.93552759,79.39585198,79.90198907,80.28025687,80.27729379,80.18841689,80.22936229,80.26815603,80.32745766,80.11703443
Cheshire West and Chester,E06000050,76.5363277,76.51295406,77.04190136,77.24477326,77.71723509,77.93656179,78.62241094,78.94279443,79.15920858,79.06915255,79.14094908,79.36427786,79.67894384,79.70844006,79.87581067,79.92273101
Shropshire,E06000051,76.90753845,77.12306601,77.5863149,77.98364894,78.36779232,78.60532759,78.80971648,78.87740752,79.47567312,79.73193199,79.95003887,80.10930959,80.26891363,80.5044495,80.36524339,80.50993352
Cornwall,E06000052,77.29619596,77.42666639,77.62963148,78.00636148,78.09790368,78.35570674,78.34976155,78.87557998,79.13739276,79.34728477,79.32676185,79.40649834,79.56970434,79.63295494,79.75694981,79.658879
Wiltshire,E06000054,77.97599267,78.35732497,78.82338906,78.96215988,79.20542681,79.25987416,79.43299195,79.53220936,80.00442472,80.23308803,80.51965341,80.72753852,80.7705125,81.00433061,80.84469618,81.01182126
Bedford,E06000055,76.92444799,76.8054963,77.58423728,77.52457626,78.02956747,78.14939998,78.2801374,78.26275316,78.54169666,79.13836287,79.5989902,79.98086297,79.87094314,80.07750294,79.89373461,79.75381742
Central Bedfordshire,E06000056,77.08478019,77.49540986,77.50975852,77.94071578,78.36114956,78.92401318,79.10924894,79.33963912,79.86855384,80.26144344,80.76849226,81.2555362,81.67443102,81.43006439,81.40829074,80.95565174
Northumberland,E06000057,75.90137419,76.01555979,76.58241932,77.17658983,77.5587713,77.83767271,78.33828445,78.53925131,78.60433155,78.69858754,79.11275083,79.29160548,79.22829265,79.19437462,79.42395958,79.39667767
"Bournemouth, Christchurch and Poole",E06000058,77.23301789,77.50200377,77.97218913,78.45530846,78.7394893,78.82595321,79.10528272,79.18841081,79.51384843,79.62835339,79.84296837,79.97111567,80.05739025,80.0667866,80.13927888,80.21873019
Dorset,E06000059,78.35810718,78.81483068,79.04160009,79.49955219,79.68351797,80.00426628,80.1143964,80.34192072,80.78407304,80.83650427,80.96973903,81.2210441,81.29559609,81.1767884,80.91764174,80.89882865
Aylesbury Vale,E07000004,77.81456789,78.01129654,77.76032713,78.23490144,79.0111413,79.84813745,79.8403525,79.68391412,79.5909129,79.76814117,79.97169778,80.49797067,80.6782637,81.18859989,80.93547508,80.97889859
Chiltern,E07000005,77.9335263,79.04477592,79.93299178,79.43898266,79.50945478,80.02451367,80.48019006,80.70122717,81.09942513,81.66978825,81.82206247,81.61227184,82.04929745,82.69955891,82.93024116,82.74369862
South Bucks,E07000006,78.78397389,79.25906973,79.49363374,79.62466379,80.40101492,81.09389432,81.41840037,81.21887139,81.26963141,81.35219735,81.60250748,81.46709906,81.58545217,81.64014416,81.83641586,81.73792763
Wycombe,E07000007,77.95300067,78.74936162,78.61714229,79.20749189,79.43939442,79.99210939,80.02573007,80.30598117,80.61293794,81.15014951,81.52319787,81.89249432,82.03139258,82.14909502,81.97560077,81.9324068
Cambridge,E07000008,77.1186248,77.41356369,77.72677914,77.90734671,77.95454012,78.03533084,78.62606031,79.06867806,80.0277422,79.80811001,79.90589622,79.75824678,80.22237045,80.47619934,80.84757945,80.99689841
East Cambridgeshire,E07000009,77.18848946,77.59775353,78.16750655,79.19405107,79.68441743,80.00341058,80.27154379,80.70897217,80.75474827,81.3836267,81.68116978,81.98331202,81.64825182,81.59767107,81.39611972,81.07680716
Fenland,E07000010,74.97320483,76.09406168,76.41528262,77.34851119,77.37607508,77.2543314,77.18119312,77.43245781,78.0988237,78.87619888,79.30715531,79.28001193,78.56847588,78.40952999,78.17531175,78.57193368
Huntingdonshire,E07000011,77.4988302,77.8060786,78.43717739,78.49978764,78.59258394,78.94446091,79.58718051,80.26220054,80.50372204,80.77329507,80.79254645,81.03720538,81.01383333,81.32249275,81.30849045,81.39783501
South Cambridgeshire,E07000012,79.41677942,79.08543695,79.27443291,79.3407993,80.45463281,81.07264814,81.35173678,81.11343711,81.8420184,82.61379868,82.7280739,82.4287962,82.07544677,82.28219206,82.34118929,82.7940139
Allerdale,E07000026,76.20927766,76.47778487,76.23932976,76.62007119,76.94627109,77.46864656,77.88356306,77.77694768,78.01793146,78.109688,78.80287367,78.70170245,78.91090752,78.60871407,79.02286111,79.24843704
Barrow-in-Furness,E07000027,74.02213814,73.96538624,74.81270581,75.19172574,75.77885882,76.08664255,76.77260979,77.32774109,77.23785214,76.99359553,76.82641504,77.01848257,76.90073813,76.88761703,77.23102512,77.3423447
Carlisle,E07000028,75.65783777,75.73811428,75.85211732,76.29287726,76.81046518,77.10601088,77.16674341,77.35123659,78.05112972,78.39327879,78.81760505,78.83485301,79.0642743,78.82068572,78.28217103,78.18903271
Copeland,E07000029,75.21248441,75.83726188,76.0226704,76.45533053,76.5708547,77.11876365,77.52194185,77.73853999,77.88374564,77.51136654,77.59531992,78.04832392,78.33978709,78.10960405,78.15647231,78.2378045
Eden,E07000030,78.35519409,78.43806609,78.02626006,78.18804999,78.11001421,78.92586076,79.41307823,79.92225173,80.09499776,80.18076432,80.48256821,80.70983392,80.78503556,80.90097491,81.2929244,81.85044704
South Lakeland,E07000031,77.9211989,78.14304688,78.61417713,78.72466345,79.28912097,79.28287853,79.2821129,79.48588967,80.12137189,80.76411881,80.72154003,80.52915305,80.72768279,81.54496887,82.21457921,81.91879445
Amber Valley,E07000032,76.48901134,76.8121193,77.10304932,77.62085927,77.90884864,77.93996533,78.04498957,78.30094944,78.54110857,79.07888131,79.09259541,79.52190829,79.1392064,79.49824115,79.56534374,79.98365009
Bolsover,E07000033,74.87053658,74.56472905,75.18935125,75.90877131,76.4066135,76.21072704,76.55109573,77.06806248,77.56994501,77.85836717,78.06490217,77.6462119,77.42059141,77.56750039,77.91761015,78.33181976
Chesterfield,E07000034,74.85301769,75.58035901,75.87954271,76.74805248,76.8810407,77.3104108,77.15236156,77.00451733,77.16412276,77.65671664,78.16300271,78.47883012,78.04832792,77.84926555,77.87920454,78.23489075
Derbyshire Dales,E07000035,77.22501773,77.70100266,78.15101338,78.93044575,79.078658,79.2579421,79.90605399,80.68200275,80.80953979,80.90297668,80.89435271,81.34059924,81.03130884,80.47940159,80.75154323,80.74542391
Erewash,E07000036,75.84142144,76.52613995,77.05574193,77.32015615,77.1639712,77.30506725,78.46441056,78.8575141,79.81965134,79.74497861,79.79148475,79.67786004,79.55310841,79.65292066,79.50983881,79.31387736
High Peak,E07000037,76.52205317,77.10377968,77.40039392,77.82086976,77.79970165,77.93436872,78.00422775,78.74421629,79.2976967,79.82406535,79.62303767,79.27743086,79.30793334,79.15658512,79.8841498,79.86400309
North East Derbyshire,E07000038,76.9923146,76.86087371,77.38204349,77.51884815,77.9778009,78.23544354,78.67353733,79.45767033,79.43609378,79.63474654,79.89770694,80.30186933,80.03156133,79.87503269,79.73827819,79.80246626
South Derbyshire,E07000039,76.37555358,76.82561345,77.29812856,77.84772001,77.79518125,77.8141697,77.90156139,78.59516757,79.16137494,79.35832257,79.59871889,79.32160054,79.1395878,78.8676719,79.27360045,79.66863939
East Devon,E07000040,78.54783032,79.25710014,79.52529031,79.29062514,79.30325336,80.27894474,80.24237139,80.81518999,80.8996498,81.2492632,80.97051323,81.00340928,81.13362726,81.48058488,81.277438,81.48751692
Exeter,E07000041,76.8592949,76.74559311,76.92104105,77.19221644,77.83515454,78.5435872,78.46661335,78.81540636,79.23077444,79.71051993,79.63213544,79.3386598,78.82954859,78.53160794,78.47697295,78.70176606
Mid Devon,E07000042,78.11991478,78.38206954,78.1298193,79.07391359,79.55237055,80.0892072,80.07952088,80.36654121,80.00465659,80.09195817,80.65620612,81.61433685,81.08326485,80.70025516,80.7793034,81.02471557
North Devon,E07000043,76.76239809,76.91517855,77.46864644,77.81425363,78.07608084,77.49840052,77.8785715,78.54012936,79.25496714,79.5373462,79.56462014,79.56150662,79.58545046,79.54821625,79.56211661,79.85126959
South Hams,E07000044,78.70456232,78.4252184,78.93206203,78.94475277,78.97932541,79.171397,79.88136633,80.28935252,81.03131985,81.20210446,80.99595872,81.02778299,80.91270428,81.73316379,81.72917851,82.0699918
Teignbridge,E07000045,78.21525272,78.64285153,79.17064478,79.45232585,79.54638642,79.60402779,79.67020434,79.98836402,80.19863749,79.98173688,79.99559453,80.06245851,80.24620043,80.21946233,80.5552443,80.57115843
Torridge,E07000046,76.60174992,76.86850499,77.77415306,78.28864432,78.21845489,78.82755269,79.44366281,80.1026277,80.06031987,79.97972702,80.4303228,79.84190213,79.39720189,79.19808686,79.43418571,79.83439324
West Devon,E07000047,78.23953855,78.33409686,78.87151885,79.15732121,79.24798617,79.04747128,79.05371482,79.75309432,80.14698166,79.80544501,79.3446879,79.55155854,80.08901404,80.57731525,80.55009854,80.94731652
Eastbourne,E07000061,75.69712653,76.53055146,76.83618165,77.18064431,77.76948012,78.46373311,78.55214468,78.1467053,78.36520943,78.63205456,79.72372689,79.92286435,80.10610026,79.95233689,79.90483813,79.55616251
Hastings,E07000062,75.18942784,75.27132233,75.78200689,75.48068624,75.84647,76.23135018,76.4808427,77.0331598,76.59126814,77.36518104,77.21066079,77.83608607,77.18688366,76.7947802,76.62998299,77.08495417
Lewes,E07000063,78.44374358,78.22673723,78.27240626,78.7491813,79.69709072,80.19087181,80.43820474,80.48248416,80.53984982,80.77568113,80.45043907,80.97945249,80.95485769,81.47240678,81.4985343,81.17052526
Rother,E07000064,77.78533839,77.64521673,77.83691169,78.22655791,78.98880677,79.34512707,79.51766652,79.62060566,79.75089585,80.01370887,79.89357742,79.91751661,79.74974258,80.3883335,80.5173484,81.03092939
Wealden,E07000065,78.53017636,78.86130332,79.33395969,79.58995045,80.36176935,80.38573317,80.69058869,80.23470792,80.52877217,80.84021863,81.14291749,81.40804355,81.54974764,81.69761602,81.47885629,81.20081315
Basildon,E07000066,76.5496221,76.75111038,77.42140012,77.40430712,77.73796539,78.08012882,78.87096741,78.85470436,79.37620209,79.42756976,79.82185981,79.61940718,79.61167949,79.80393988,79.59225538,79.3661885
Braintree,E07000067,76.97813181,77.19746972,77.67283364,78.53688638,78.62130132,78.93458635,79.48820077,79.51351168,79.9069008,79.5131829,80.07213639,80.02230972,80.42101329,80.49402125,80.20435826,80.10543296
Brentwood,E07000068,79.25276592,79.40653088,79.68545517,79.64925654,80.27966494,79.68706198,80.624962,80.97204705,81.78210334,81.24773439,81.52377085,81.34467649,81.29481304,81.0809515,81.16044194,81.3538377
Castle Point,E07000069,77.89818647,77.68261548,78.40294583,78.96868873,79.35200221,79.29514405,79.38868022,79.41476604,79.7124918,79.77541434,79.71818067,79.59391869,79.55408055,79.68327902,79.89666861,79.95771882
Chelmsford,E07000070,78.17486062,78.73894261,79.04405674,79.5533614,79.69453602,79.91330508,80.10112446,80.42806411,80.55428378,80.60637131,81.07615958,81.30908099,81.40208482,81.29772551,81.27862307,81.38059551
Colchester,E07000071,77.64452077,77.84716018,77.90757786,77.95759006,78.21383003,78.40928337,79.03468638,79.34095776,79.68783948,79.60833962,79.71249553,79.88250682,80.03325956,79.88154855,80.03074633,80.20765747
Epping Forest,E07000072,77.59825968,77.85613798,77.8253892,77.85776609,78.30609909,78.82076637,79.37073805,79.53188532,79.97095012,80.07890763,80.57587076,80.15351638,80.29678395,80.19951137,81.02450652,81.30975229
Harlow,E07000073,76.40095093,76.26639513,76.54072552,77.05297547,77.347935,77.68845953,77.79372825,77.90072054,77.83392623,78.13381398,78.35735956,78.55873519,78.68084984,78.3687202,78.54683825,78.16793528
Maldon,E07000074,77.96858533,77.40852785,77.37518135,77.3754979,78.38645374,78.65852796,78.90264464,79.42992025,79.98430218,80.47833787,80.85405943,81.44757309,80.87760961,80.1701459,80.1715105,80.96103863
Rochford,E07000075,78.36929007,78.82321519,78.85752945,79.17026845,79.5895767,79.74534006,80.22087173,80.22315867,80.84880866,80.99943211,81.05723504,81.27177887,80.90435431,81.28916871,81.02544979,81.39506342
Tendring,E07000076,75.99812723,76.2036008,76.34561556,76.69858212,77.17226808,77.62528115,78.32865956,78.24595253,78.04072475,77.90958129,77.94307073,78.65433193,78.3959155,78.2037909,77.82439624,77.84292996
Uttlesford,E07000077,79.30170844,79.95950928,80.10040976,79.54508539,79.654868,79.76357582,80.60959277,81.03519939,81.16072087,81.61194979,82.13937865,82.37349048,81.939362,81.64993175,82.05971001,82.28158875
Cheltenham,E07000078,77.42632999,78.35328254,78.38433452,78.47652068,78.72766919,78.91063542,79.62335087,79.97097842,80.17646635,80.36979883,80.32349394,80.31650917,80.54535773,80.29243887,80.40847241,80.25751777
Cotswold,E07000079,78.51645234,78.67213337,79.08061983,79.78878715,80.3853976,80.35023351,79.9225203,80.34453319,80.77913306,80.98705834,80.88469317,80.92652583,81.05474885,81.28764081,81.74127849,82.46907509
Forest of Dean,E07000080,76.37832891,76.60700006,76.8542899,77.04372708,77.29608073,77.87821356,78.5031755,79.20218705,79.39760578,79.55803101,79.35886198,79.81719828,80.15474852,80.54150122,80.65359449,80.39980833
Gloucester,E07000081,75.70930218,75.69498687,76.24538776,77.14729862,77.6909093,77.645963,77.4596813,77.64274587,77.58020734,77.86955215,78.20915501,78.93894751,78.61673756,77.90040615,77.58687934,77.92935868
Stroud,E07000082,77.9888807,78.30948524,78.57718419,78.61558384,78.32658544,78.77697955,78.98140513,79.70145092,80.04026555,80.43539118,80.0603153,79.87897654,80.06222347,80.00627788,80.31914784,80.05861971
Tewkesbury,E07000083,78.56551456,78.15073013,78.43162678,78.59377197,79.20398576,79.04494382,79.41223914,79.3920306,79.59866146,80.03034626,80.10371345,80.37753835,80.64197631,80.7745385,81.39093612,81.1867041
Basingstoke and Deane,E07000084,77.40494967,77.42582698,78.40315155,79.0540814,79.30980962,79.58519253,79.86456798,80.0125254,80.2689654,80.61485728,81.16204665,80.94480225,80.51729007,80.40309391,80.06182754,80.01952765
East Hampshire,E07000085,78.44958488,78.52604355,79.06205846,79.00208151,79.27612542,79.45147305,80.1632186,80.43620755,80.92699331,81.09915375,81.08568965,81.09378758,81.6825211,81.62874159,81.65395569,81.11739839
Eastleigh,E07000086,77.79597178,77.96215597,78.74699987,79.4708451,79.61887935,79.41270581,79.89083378,80.42656678,81.34040527,81.42493527,81.70028606,81.70568043,81.90849448,82.11225983,81.9462325,81.70481577
Fareham,E07000087,78.65359598,78.93651675,79.34428035,79.87720153,80.59553155,81.0382234,80.90810803,80.44451925,80.53012762,80.83962812,80.64293679,80.7318583,80.992921,81.12289695,81.31448113,81.42920976
Gosport,E07000088,76.0188203,76.86416722,76.62944064,77.20071304,77.2361407,78.4330107,78.56685246,78.9187175,78.60527744,78.87978565,78.28552139,78.27846398,78.56221967,79.27181739,79.638507,79.29047679
Hart,E07000089,79.90466374,80.04937148,80.0960698,80.62023964,80.89883285,81.22619986,81.10016628,81.5140947,82.25492567,82.5411249,82.6894723,82.28232965,82.53546115,82.55847311,83.30344545,82.93660235
Havant,E07000090,76.64046497,77.38345781,78.12266498,78.68870356,78.68633752,78.89433175,79.07704882,79.24392507,79.30062547,79.42857542,79.57681111,79.86946391,80.0592104,80.26144745,80.17129258,80.2308537
New Forest,E07000091,79.17125578,79.12822674,79.25161779,79.80523506,80.16413512,80.34116348,80.58410285,80.91849499,81.52125402,81.66081145,81.71340531,81.99779098,81.85390581,82.10836003,81.76633259,82.01779044
Rushmoor,E07000092,76.66389738,77.13969817,77.7544289,78.33124942,78.96175758,79.20971098,78.93797495,78.41123756,78.72873997,79.09803495,79.14139026,79.20195013,79.62205152,80.2297478,80.36972682,80.23656761
Test Valley,E07000093,77.7924196,78.41000698,78.49738288,79.23062942,79.08792261,79.67123675,79.75134426,80.4906634,80.53811014,80.67346266,80.75382584,81.12361667,81.20230992,81.06214304,80.74193651,80.95476488
Winchester,E07000094,78.67005988,79.30888694,79.59619083,80.02723638,79.85514818,79.83614736,80.37048897,80.94344326,81.62350532,81.89434599,82.18215151,81.88159918,81.62339774,82.09735264,81.98872264,81.96350234
Broxbourne,E07000095,77.10199998,77.49230245,78.20213983,79.05607079,79.38434842,79.35710616,79.67142355,80.3129206,80.51576816,80.48085435,80.33541632,80.73473311,80.7859381,81.25835702,81.15119986,80.75035023
Dacorum,E07000096,78.47155928,78.64737137,78.96378803,78.6920512,79.04432004,79.42419588,80.19722389,80.40699576,80.29849382,80.03175731,80.11376173,80.57753738,81.00145822,81.35882645,81.38980798,81.36786411
Hertsmere,E07000098,77.68679475,77.13099886,77.40800235,77.81399545,78.62264425,78.64486638,78.81122899,79.06960599,79.92934159,80.52848375,80.51295988,80.50621676,80.63858435,81.14389094,81.37222191,81.02780579
North Hertfordshire,E07000099,77.34056868,77.8177002,78.01969318,78.24093671,78.58037207,78.6356166,79.32304427,79.29225998,79.96559261,79.89033263,80.38492195,80.51127827,80.76417568,81.10403558,81.35063588,81.11701034
Three Rivers,E07000102,77.99469676,78.23473683,79.24158521,79.70029478,80.26307057,80.18259551,80.14564202,79.78331104,80.05922467,80.20157276,80.7878983,81.07405338,81.43686118,81.68289839,81.71285021,81.4758132
Watford,E07000103,76.42595889,76.76063515,77.07732681,77.40231315,77.4740173,77.51870847,78.07977822,78.88342392,79.15240392,79.16050557,78.8890407,78.90670656,79.09755898,79.31044017,79.16429103,79.14121519
Ashford,E07000105,77.89298663,78.45921523,78.69592923,79.11935208,79.20469316,79.97937692,79.96819978,80.27637624,80.43671939,80.95832223,80.96599436,80.63688055,80.23238434,80.39728864,80.76513258,80.58751216
Canterbury,E07000106,76.95590352,76.7093137,77.15011765,77.78382519,78.51598047,78.745263,78.51912529,78.97382209,79.41721824,80.08428342,80.32282398,80.21410687,80.16867859,79.72908305,79.4480589,79.16264252
