AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16
Medway,E06000035,18.64865634,18.89431513,19.08474647,19.16637433,19.30779262,19.43847155,19.85798223,19.98667285,20.27035728,20.3291752,20.40699828,20.24335994,20.1934405,20.41251989,20.55145958,20.68546069
Bracknell Forest,E06000036,19.00357713,19.35731224,19.63340321,20.25788442,20.83194794,21.09259134,21.44288335,21.64413189,21.57020695,21.37115705,21.62993309,22.22396342,22.3174254,22.00404263,21.99926218,22.55483938
West Berkshire,E06000037,19.85609608,20.1447759,20.47876823,20.84145578,20.87142364,20.91734114,21.16904426,21.5294908,21.86535181,22.14611357,21.84080889,21.93360471,21.84925887,22.10168659,21.97512899,22.2269287
Reading,E06000038,19.81768915,19.82488816,19.8036389,19.91293297,20.19625989,20.32750526,20.46859449,20.65396556,20.89836845,20.82379162,20.76822019,20.93362329,21.2221237,21.19667819,20.92482291,20.98266926
Slough,E06000039,19.07597165,19.09962078,19.11285376,19.4036503,20.01242063,20.37924406,20.18765339,20.39598561,20.59949635,20.83663831,20.65891614,20.84250112,20.8561315,20.84213909,20.82088709,20.77729661
Windsor and Maidenhead,E06000040,19.5288285,19.71621751,19.97319221,20.05472784,20.34258118,20.54914199,20.95058396,21.32567861,21.64898936,21.83497506,21.98895289,22.19226908,22.31532433,22.18626884,22.19219063,22.26128941
Wokingham,E06000041,19.96411217,20.12456039,20.59215151,20.69570461,20.91647862,21.08373286,21.49996677,21.64020734,21.77970428,21.70875842,21.8064817,21.85547843,22.1573627,22.29056442,22.80964155,22.99163459
Milton Keynes,E06000042,18.69802919,18.72281862,18.67811305,19.15224348,19.43709707,19.78923027,20.00200866,20.18149761,20.45910188,20.46150902,20.6287062,20.69670035,20.80713695,20.88722229,21.09179663,21.12282705
Brighton and Hove,E06000043,19.68937822,19.90961137,19.83623557,20.33070575,20.25849086,20.5796223,20.55075992,20.89669628,20.94337828,21.12310711,21.12092275,21.47649927,21.45594817,21.31763018,20.91579168,20.88562755
Portsmouth,E06000044,18.94727051,19.14460017,19.26977971,19.79944489,20.14946984,20.34510468,20.46301551,20.6294581,20.65521841,20.62152559,20.32118653,20.31782196,20.44497313,20.57483749,20.55937161,20.3457766
Southampton,E06000045,19.62090279,19.46586922,19.59335067,19.88993164,20.10773975,20.01027279,20.46677184,20.72565794,21.27842691,20.87713809,20.78396313,20.99804826,20.94153888,20.82704419,20.57507426,20.63735855
Isle of Wight,E06000046,19.84515228,20.1642992,20.561723,21.03396284,20.97322278,20.95418849,21.07326182,21.20974983,21.53832303,21.38857659,21.29724488,21.39374698,21.5207398,21.69367747,21.37981673,21.37602802
County Durham,E06000047,18.30192106,18.37653216,18.38608026,18.61528951,18.74684425,18.94893709,19.10412302,19.39624184,19.59138071,19.7782079,19.60297676,19.7312046,19.71096315,19.87657125,19.8467798,19.91431258
Cheshire East,E06000049,19.28631422,19.46822855,19.75922122,20.0675892,20.3366169,20.42541778,20.60763486,20.69321292,21.02261544,21.03441417,21.28425395,21.4582521,21.57042326,21.59515656,21.50751228,21.60719333
Cheshire West and Chester,E06000050,19.35607866,19.44921449,19.62142694,19.88095682,19.93585476,19.90454716,20.06059272,20.28055458,20.6935568,20.65788139,20.89395329,20.93589721,21.00560757,20.88337729,20.91199841,20.98913126
Shropshire,E06000051,19.48154364,19.64076605,19.98167241,20.49892711,20.64025082,20.67152328,20.71814527,20.95898279,21.2277834,21.4283807,21.42462134,21.67664413,21.53244334,21.5523363,21.22916334,21.26404762
Cornwall,E06000052,19.8495782,19.97889667,20.14397895,20.54182498,20.58945654,20.68523903,20.71140299,20.78663612,21.07521686,21.23052049,21.27684966,21.37512068,21.39154281,21.47353643,21.28224302,21.27605323
Wiltshire,E06000054,19.90200851,20.10269749,20.38911265,20.66731439,20.87715617,21.02702291,21.16909209,21.31126551,21.51112579,21.60166335,21.64912135,21.76607017,21.69094697,21.71144688,21.69169945,21.90459923
Bedford,E06000055,19.67706773,19.83047136,19.79194804,19.94034932,19.92815202,20.0957734,20.27481658,20.42470274,20.83974317,21.28944204,21.63330428,21.76234931,21.44700448,21.33195718,21.30361279,21.5023604
Central Bedfordshire,E06000056,19.23253271,19.26984198,19.56030006,19.71003272,19.98753349,20.13220861,20.37069561,20.62725368,21.10489537,21.37013558,21.35431922,21.27927612,21.18989343,21.62958295,21.95137861,22.05434614
Northumberland,E06000057,18.82125964,18.91865074,18.92103207,19.20468114,19.42089337,19.69472376,19.79422676,20.0797176,20.3436199,20.41428379,20.41695546,20.5278439,20.58624544,20.60980046,20.50216491,20.60167999
"Bournemouth, Christchurch and Poole",E06000058,20.22280578,20.36126998,20.65662229,21.00872726,21.08303167,21.03457884,21.13196689,21.27379102,21.53757629,21.55607449,21.62861757,21.64066961,21.45411112,21.408574,21.30503849,21.59571697
Dorset,E06000059,20.53974376,20.73178551,21.01909442,21.36907096,21.59156383,21.69328363,21.88114787,21.99380066,22.3584273,22.45412697,22.45547281,22.46300356,22.33991534,22.26742217,22.16868085,22.24933146
Aylesbury Vale,E07000004,19.37687105,19.47064866,19.52105122,19.74269791,19.96738926,20.27095791,20.52145716,20.78885437,21.30631807,21.55254269,21.65748247,21.57751241,21.52352052,21.68912649,21.71311677,22.01862764
Chiltern,E07000005,20.88630104,20.80426668,20.96884684,21.24295361,21.80517429,22.08878312,22.54709409,22.46008967,22.63227282,22.94204028,23.44081932,23.66902893,23.34985852,23.51996647,23.36770375,23.37348866
South Bucks,E07000006,19.72954617,19.86991861,20.13964317,20.64360186,20.98523315,21.56488045,21.58345524,21.58323247,22.2494243,22.34583655,22.6711511,22.57150773,22.47108455,22.13184173,21.92288507,22.17518288
Wycombe,E07000007,20.32424315,20.43021386,20.92089119,21.34834496,21.59937865,21.67761581,21.93254757,22.1069285,22.16852288,21.95836284,22.27530708,22.40699278,22.4977872,22.57317931,22.63100304,22.74685405
Cambridge,E07000008,20.12992125,20.0403296,20.14206037,20.24612593,20.55979094,20.67945533,21.08513382,21.36645397,21.87664939,21.8720722,21.53922319,21.3654519,21.42785741,21.59180775,21.24648502,21.30820959
East Cambridgeshire,E07000009,20.56380491,20.41518307,20.81212291,21.22891051,21.14747019,21.2009929,21.28701975,21.91950516,21.78412831,22.37030429,22.39399653,22.59000599,22.19267181,22.02577412,22.13771248,22.28747697
Fenland,E07000010,19.11539492,19.38196148,19.38205476,19.34294499,19.57598756,19.86422896,20.46078698,20.67480511,20.9218925,20.96519805,21.00701569,21.00854781,21.1233452,21.07482955,20.94823835,20.86153577
Huntingdonshire,E07000011,19.5888388,19.79293656,19.80366551,20.05401212,20.23975038,20.62763952,21.05774718,21.11726831,21.65272863,21.53355154,21.681015,21.79010419,22.01097707,22.00399158,21.8028101,21.70538669
South Cambridgeshire,E07000012,20.6938721,21.14846061,21.31630126,21.58640339,21.65863441,21.7233164,21.73828245,22.20939051,22.72970889,22.87163178,22.81713133,22.61095274,22.5638766,22.62753245,22.65811159,23.08105595
Allerdale,E07000026,18.51497212,18.79650092,19.05149001,19.41775266,19.36518158,19.45265819,19.56824333,20.02120069,20.03749816,20.29693672,20.20443787,20.44892947,20.36095025,20.49793488,20.28146641,20.69209026
Barrow-in-Furness,E07000027,19.01481656,18.99370969,19.38106523,19.40929796,19.56995788,19.30810028,19.37541061,19.40365466,19.6786373,20.06666704,20.15402001,20.29553242,19.97049548,19.91151538,19.94810697,19.83073119
Carlisle,E07000028,18.63258029,18.99567293,19.28199677,19.8317854,20.00663232,19.99691897,19.91597328,20.042569,20.24900407,20.16393326,20.40760483,20.77430672,20.92780357,20.76876094,20.63471091,20.69921718
Copeland,E07000029,18.38858403,18.48949425,18.78541161,19.1426785,19.11260854,18.95687499,19.1918262,19.59457154,19.75252486,19.86539147,19.67044151,20.01839859,19.97944539,20.26643477,20.06558579,20.28641383
Eden,E07000030,19.65752512,19.83810845,20.25992032,20.75937309,20.81757618,20.96122981,21.1239827,21.2188356,21.49619463,21.64241368,22.15698073,22.65355039,22.78346347,22.93600941,22.68078004,23.10996429
South Lakeland,E07000031,20.11082046,20.18838217,20.58332682,20.61378413,20.80301314,20.87994791,21.02354644,21.19094297,21.30251981,21.36063751,21.61821325,21.96604049,22.18514151,22.0838449,22.02758213,21.96739302
Amber Valley,E07000032,18.85718715,18.97664055,19.45664041,19.92609318,20.29988353,20.06599002,20.12435845,19.95737857,20.37665277,20.89831125,21.14970144,21.15121519,20.64057899,20.78338836,20.81038539,21.27369171
Bolsover,E07000033,18.28492123,18.28613427,18.08366253,18.30511018,18.59442703,18.6629891,19.00707756,19.04702997,19.64180236,19.51988077,19.58298798,19.51995583,19.4568886,19.4931156,19.43016103,19.70792533
Chesterfield,E07000034,18.44509704,18.73631501,18.8419306,19.03780309,19.28592679,19.74613139,20.16759164,20.27651236,20.25245797,20.33952764,20.33563104,20.50003635,20.3611707,20.41164506,20.1294708,19.9365202
Derbyshire Dales,E07000035,19.55657905,19.90433489,19.8960519,20.24289137,20.3165097,20.8233282,21.24704016,21.46628337,21.54988857,21.6201586,21.76415743,21.92926156,21.56539094,21.52354365,21.67817114,22.35752693
Erewash,E07000036,18.89820556,19.12278754,19.55255032,19.62892878,19.74264101,20.0311269,20.3030062,20.87016518,21.08378527,21.47417127,21.27218266,20.96756179,20.71889007,20.68884094,21.0781106,21.4532131
High Peak,E07000037,19.10529453,18.98817712,19.16244191,19.42902147,19.86113781,20.24403481,20.36079752,20.62696662,20.74810954,20.77615152,20.61635842,20.98483111,21.0856446,21.05014712,20.83386574,20.82062016
North East Derbyshire,E07000038,18.51715225,18.6718744,18.89835294,19.26093236,19.37589088,19.46549626,19.88704062,20.23410205,20.8610147,20.76954932,20.88139857,21.05086696,20.91758121,20.80255767,20.33145841,20.38472688
South Derbyshire,E07000039,18.66145857,18.85956146,18.88529103,19.5504448,19.89882912,19.94457703,19.86215318,20.10894811,20.51760054,20.7902636,20.58998812,20.76616241,20.34352247,20.57588936,20.38494421,20.9341964
East Devon,E07000040,20.63707258,20.61672679,20.83147554,21.30094457,21.52803561,21.62545974,21.57708902,21.72480084,22.00082829,22.13614792,22.04973993,22.08844406,22.02642944,22.05264194,22.09008859,22.39859843
Exeter,E07000041,20.0297105,20.2448294,20.43901848,20.77247725,21.09036381,21.14470115,21.15549812,21.15589592,21.59445762,21.6314759,21.94502084,22.05230872,22.26806823,21.9792383,21.96888704,21.88307741
Mid Devon,E07000042,20.43942425,20.70789337,21.1856213,21.2896043,21.22041656,21.04637655,21.28131036,21.57540166,22.2806654,22.3885703,22.65207877,22.61421081,22.51665916,22.31976339,22.29880848,22.57194946
North Devon,E07000043,20.21305166,20.35610397,20.30879861,20.59781671,20.69489984,20.72847146,21.06938308,21.46941306,21.63038663,21.33571877,21.2100135,21.33022119,21.45194043,21.33161697,21.38232358,21.28011747
South Hams,E07000044,20.40986785,20.33745405,20.71291403,21.16128599,21.29662454,21.54999839,21.47247375,21.80466625,21.82780224,22.02094314,22.32611602,22.5287492,22.61276996,22.22203312,22.13619075,22.25892764
Teignbridge,E07000045,20.50770004,20.65639748,20.76846161,21.36053908,21.59719421,21.47548329,21.26879408,21.20625074,21.47756739,21.74984229,22.01802425,22.1189343,22.21095588,22.14568651,22.20179192,22.12165813
Torridge,E07000046,19.75401457,20.22251194,20.17433242,20.80561523,21.06885497,21.13747245,21.07285277,21.39002903,21.32626452,21.50734739,21.1827128,21.5039746,21.19404446,21.22667111,21.08155986,21.09705027
West Devon,E07000047,20.3084737,21.04342385,21.25634788,21.43419867,21.84240163,21.83555957,21.98687732,21.45834085,21.5775576,21.52093642,21.76906007,22.13729227,22.35795976,22.25605975,22.37185431,22.08442622
Eastbourne,E07000061,20.51113278,20.42990466,20.34238522,20.57676696,20.6962583,21.14739469,21.3739386,21.51958066,21.57742704,21.35455089,21.31609336,21.45801074,21.58179574,21.63681413,21.71051302,21.65905648
Hastings,E07000062,18.5842164,18.91479386,19.27450166,19.44155072,19.67820998,19.58196171,19.6452238,19.79508763,20.02506464,20.24723005,20.51481518,20.52531753,20.51600818,20.31943333,20.46643026,20.58328371
Lewes,E07000063,20.88378642,21.01140684,21.14005649,21.44107757,21.60782712,21.92552267,22.11315242,22.10931449,22.30382232,22.35656127,22.83626879,23.22763213,23.17984356,23.13793966,22.70525073,22.73890478
Rother,E07000064,19.86619083,20.18301044,20.57627744,20.97676554,21.16361596,21.23605417,21.34514196,21.57338045,21.66838239,21.87377089,21.94022603,22.06798962,21.83406559,21.99596855,21.85546378,22.30127985
Wealden,E07000065,20.78122357,20.78877896,20.78792836,21.01001731,21.34063897,21.32401052,21.67758819,21.54833713,21.91260254,21.82792071,22.12947821,22.33267139,22.25430788,22.26956381,22.14863797,22.29523622
Basildon,E07000066,19.32846237,19.14421592,19.37326719,19.40110122,19.72040001,19.77063242,20.26004661,20.46456051,20.70195368,20.67380936,20.8568889,20.97908192,21.0980573,20.90771306,21.07898354,21.1571007
Braintree,E07000067,18.66573434,19.39112237,19.58806445,20.21415678,20.45805289,20.4150675,20.3521982,20.24451613,20.79784682,20.85345349,20.92193868,21.0445569,20.76472981,20.77780765,20.62964581,20.81856079
Brentwood,E07000068,19.61030649,20.17122406,20.42178191,21.19232398,21.01113701,21.25357003,21.183568,21.56363131,21.64162807,21.77795493,21.51834459,21.43948664,21.41822531,21.5273676,21.58185924,21.70146851
Castle Point,E07000069,18.81232216,18.90538323,19.34618743,19.84011115,20.07038241,19.94288221,20.39935197,20.57531819,21.1296132,20.71858306,20.52835145,20.52441751,20.58790826,20.81800833,20.7946396,20.89918367
Chelmsford,E07000070,20.59238376,20.60026678,20.55476325,20.77738708,21.08165243,21.48824963,21.63654761,21.74064651,21.79366295,21.69246501,21.81417586,21.96699034,21.97288247,21.87682727,21.61279578,21.74756754
Colchester,E07000071,19.9589988,20.10950847,20.21371642,20.28554761,20.6824231,20.995206,21.19633978,21.13725265,21.16016918,21.26566853,21.49848273,21.27368781,21.28508515,21.03043093,21.05220294,20.96499947
Epping Forest,E07000072,19.56099881,19.43596075,19.62389107,19.92419333,20.01213336,19.95665008,20.14494429,20.58790955,21.10561321,21.3720527,21.76502585,21.30587574,21.1752379,20.81696381,21.12954063,21.15851143
Harlow,E07000073,19.77203672,20.59080952,20.56800448,20.8337372,20.59784704,20.80208681,20.91032047,20.77666056,20.65136775,20.59477453,21.22940891,21.21805146,21.48165637,21.27876908,21.2901326,20.92733401
Maldon,E07000074,19.21342685,19.49409956,19.75941052,20.2532664,20.48434399,20.23192523,20.71494427,21.07679653,21.44910116,21.24199383,21.12745226,21.08791759,21.23405957,21.39258843,21.73924017,21.35962338
Rochford,E07000075,20.04339784,20.30911359,20.7546882,21.14742529,21.3722774,21.34539779,21.51011491,21.24658974,21.66480438,21.74555925,22.18468507,22.09896379,22.16436862,22.08715481,21.94880326,21.69681492
Tendring,E07000076,19.62342931,19.95758355,20.04071643,20.21132371,20.00757852,20.35853492,20.43512829,20.78634996,20.8020711,20.67183445,20.54149409,20.79506806,20.89505896,20.91870666,20.62742253,20.58889037
Uttlesford,E07000077,20.03022024,20.09409672,20.0653722,20.40617503,20.81601974,21.32983298,21.44229718,22.0388627,22.00167017,22.25548771,22.41288811,22.50457617,22.457664,21.99325743,22.0080565,22.12703022
Cheltenham,E07000078,20.08065426,20.3346339,20.30418694,20.61498921,20.71793866,21.06068502,21.51304308,21.4672262,21.92975589,21.96583999,21.81840914,21.60695445,21.29791808,21.33716578,21.29151649,21.49116152
Cotswold,E07000079,20.46774037,20.48853671,20.53119817,20.88888486,21.11349317,21.30581322,21.30867179,21.51405107,22.01531387,22.69893948,22.55252544,22.58297724,22.40025973,22.53785065,22.49088456,22.5813055
Forest of Dean,E07000080,19.40685518,19.59820087,20.14806894,20.51483921,20.78162984,20.32544947,20.63917073,20.7782095,21.37581273,21.50096602,21.43177226,21.50660249,21.15101723,21.10249536,21.00115781,21.1135926
Gloucester,E07000081,19.46080501,19.37080931,19.23534742,19.46430176,19.67064024,20.14059212,20.356543,20.65648453,20.96844542,21.17936074,21.00488559,20.68478498,20.72015847,21.05794778,21.05996116,20.93082257
Stroud,E07000082,19.47906836,19.68893387,20.12303362,20.39787724,20.68774569,20.55286009,21.02592981,21.00444522,21.2271481,21.13795746,20.88946362,20.89604877,20.84550548,21.07509951,21.01972083,21.07805012
Tewkesbury,E07000083,19.93956337,20.08634042,20.12111811,20.54450738,20.91323943,21.46428251,21.37077459,21.63973198,21.5697254,21.86913501,21.88047061,22.13887991,22.53940046,22.2602722,22.13785972,22.17669911
Basingstoke and Deane,E07000084,19.54406308,19.72304682,19.98577457,20.31003581,20.56931549,20.544663,20.83583014,20.55680231,20.59868525,20.54345661,20.94821674,21.28691215,21.28437299,21.38607075,21.31771375,21.4436841
East Hampshire,E07000085,19.55669658,19.93368011,20.12867516,20.44516465,20.73190886,20.86518108,21.11809828,21.24049921,21.58223749,21.60481564,21.58933408,21.7642555,21.92816048,21.90448549,21.97964176,21.93135903
Eastleigh,E07000086,19.55292271,19.47312606,19.67844153,20.10048262,20.44245975,20.77748597,21.21299297,21.45724865,21.95663181,22.04157953,22.05144431,21.99965081,21.79127621,22.061016,22.03072004,22.42491495
Fareham,E07000087,19.97914958,20.33936744,20.69802685,21.08601916,21.11704575,21.22192371,21.21127517,21.4331075,21.35063147,21.5453593,21.50918612,21.4737341,21.4969863,21.35899533,21.55556827,21.71347376
Gosport,E07000088,19.5226282,19.60596081,19.92071674,19.77278395,19.88848235,19.97917491,20.02462518,20.23995252,20.24729856,20.30939779,20.43429989,20.7537933,20.9299631,21.01013679,20.99693774,21.06140272
Hart,E07000089,20.88124092,20.71653079,20.73311576,21.48306468,21.72012385,22.34749874,22.28202598,22.82619822,22.72011345,22.68547213,22.72210869,23.27999237,23.36017378,23.03962497,22.48858426,22.59524428
Havant,E07000090,19.70982811,19.97195503,20.12320659,20.34284222,20.5015618,20.84995221,21.17068206,21.3659924,21.43734928,21.41436361,21.4628877,21.44139015,21.57579758,21.63856505,21.67779233,21.7248441
New Forest,E07000091,21.14099263,21.2288261,21.41189354,21.72404704,21.85177894,21.9649147,22.09166578,22.25581353,22.55470163,22.55890326,22.71028973,22.7058952,22.87111219,22.91805374,22.79124204,22.962764
Rushmoor,E07000092,18.39024952,18.58688807,19.197406,19.86222427,19.87820693,19.86101743,20.20345955,20.44741945,20.78481417,20.8943628,20.87440289,21.02232385,20.82457722,20.83042864,20.53366514,20.66915369
Test Valley,E07000093,20.01527796,19.80787482,20.03164616,20.2042913,20.76655426,20.92665193,21.24322414,21.36563633,21.92302084,21.86972025,21.82024851,21.76873358,22.0077267,22.35196596,22.33331379,22.340898
Winchester,E07000094,20.04259971,19.93520987,20.32123345,20.84764055,21.17011306,20.99809678,20.91311444,21.54879347,22.25753946,22.94079446,22.75425734,22.70390507,22.54366929,22.59624034,22.59508311,22.62572192
Broxbourne,E07000095,19.81915691,19.70985535,20.01772158,20.10336144,20.49580189,20.73552524,21.18497394,21.41332829,21.75587743,21.52900097,21.95327124,22.29089825,22.67290853,22.44341442,22.28141734,21.92816793
Dacorum,E07000096,19.85926967,20.00701084,19.99537086,20.32915796,20.59345485,20.66917304,20.9480476,21.04316859,21.82368662,21.90541124,21.74960479,21.82195762,21.70055397,21.99068941,21.77980555,21.95347729
Hertsmere,E07000098,19.03604494,19.1511008,19.42680002,19.58970674,19.81757719,20.36508432,20.47343088,21.04227945,21.36011573,21.4376327,21.72551641,21.78288274,21.97238925,21.85131541,21.83873932,21.82506127
North Hertfordshire,E07000099,18.96419399,19.4323728,20.11075545,20.4496299,20.51055957,20.16712358,20.07085956,19.92463706,20.28138761,20.49053458,20.68202614,20.7440864,20.776951,21.05340468,21.08090551,21.20465516
Three Rivers,E07000102,19.80850519,20.11509994,20.05344775,20.31508024,20.22159109,20.73478854,21.3220124,21.66759,21.93822025,21.97063924,21.90635304,21.85519566,21.63079176,21.73907425,21.5914648,21.47827212
Watford,E07000103,18.63648076,18.94520345,19.19342302,19.26849804,19.4238715,19.6295058,19.90481939,20.0965106,20.45291553,20.31151723,20.54215716,20.27372886,20.49364857,20.41593775,20.35981487,20.55956664
Ashford,E07000105,19.76777696,19.56766144,19.78479884,20.20137315,20.50851521,20.79924487,21.04278918,21.13383205,21.61317879,21.90509476,22.09700327,21.64309883,21.66697825,21.47392249,21.62956908,21.60765929
Canterbury,E07000106,19.56092463,19.70812202,19.82633917,20.04467259,20.13976202,20.31010771,20.67686468,20.99110978,21.18526804,21.18185055,21.19367416,21.29062616,21.29816116,21.43538901,21.44684388,21.63249817
Dartford,E07000107,18.57726895,18.50659637,18.44210635,18.91076372,19.25328852,19.27308187,19.17774891,19.26497677,19.42951347,19.79454868,20.04649497,20.31746786,20.36562261,20.31327639,20.15574471,19.87043817
