AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16
Milton Keynes,E06000042,80.06103891,80.2773136,80.28956021,80.85646071,81.31735031,81.58152624,81.88218893,81.97875552,82.42537568,82.41982802,82.54349008,82.5991933,82.85555504,82.95059602,83.12449385,83.01639029
Brighton and Hove,E06000043,80.80317691,81.06612379,81.14184315,81.57895993,81.45723929,82.05267911,82.09273502,82.60980393,82.47633658,82.90076119,82.98990075,83.40789175,83.49902983,83.34683441,83.03069066,82.9300498
Portsmouth,E06000044,79.81908929,80.38590815,80.81038713,81.37727552,81.61077301,81.64022439,82.01235422,82.51471467,82.61496913,82.5081114,82.14572433,82.1748489,82.23032824,82.28914616,82.23160233,82.01311754
Southampton,E06000045,80.5776455,80.74966976,80.96541304,81.42593888,81.59078211,81.6586669,81.85158328,82.07902387,82.69435494,82.60203691,82.60029913,82.91153449,82.86215981,82.77787164,82.43859396,82.61814039
Isle of Wight,E06000046,81.6388473,81.7682678,82.49177105,82.89685799,82.82418737,82.49759106,82.72072661,83.08878066,83.54234051,83.46032287,83.34894573,83.51106737,83.82602628,83.95769521,83.63017628,83.48533459
County Durham,E06000047,79.18014247,79.32578809,79.42918498,79.86368536,80.17796348,80.38235677,80.63048333,80.92248081,81.2975773,81.47540707,81.30393001,81.32407882,81.24403585,81.29505277,81.35510227,81.4639619
Cheshire East,E06000049,81.20436651,81.21819564,81.49998238,81.79404625,82.31733553,82.48095547,82.59814155,82.76920873,83.10339513,83.25001339,83.49485891,83.70466528,83.69398971,83.72448762,83.72744632,83.99891521
Cheshire West and Chester,E06000050,80.76735897,81.02411374,81.27817706,81.56414183,81.61802196,81.84207537,81.95586825,82.20464069,82.54516294,82.73999263,83.15340775,83.24501184,83.23976718,82.79949979,82.78340141,83.00337171
Shropshire,E06000051,81.1894704,81.37086203,81.82658146,82.63103954,82.64995688,82.56855045,82.50252506,82.85328488,83.18936192,83.646233,83.74570384,83.99296837,83.82151124,83.73242241,83.42177597,83.45418501
Cornwall,E06000052,81.40248027,81.4842701,81.81540165,82.25241994,82.43714073,82.52697001,82.46885184,82.73181123,83.13054837,83.39225739,83.44266897,83.44935375,83.41375466,83.39793266,83.30845654,83.27207124
Wiltshire,E06000054,81.81670941,82.12449492,82.41023656,82.75834703,82.96651242,83.11287494,83.22722613,83.44064228,83.63741057,83.79810095,83.7784411,84.04556241,84.05236443,84.07629736,84.03977584,84.24541013
Bedford,E06000055,81.00906148,81.31564683,81.24828929,81.6556046,81.81646369,81.942637,82.23760776,82.36028539,82.69124297,82.95590834,83.3423807,83.75206741,83.55006849,83.41896172,83.23608993,83.52648749
Central Bedfordshire,E06000056,81.38596277,81.61829079,81.62528698,81.86873667,81.95478647,82.25351087,82.28974749,82.77785177,83.33531514,83.78132593,83.7445235,83.64220793,83.68169504,84.01384257,84.38675466,84.34569304
Northumberland,E06000057,80.63693226,80.78999703,80.94682979,81.10051834,81.2155592,81.38247787,81.53598818,81.98722575,82.27124265,82.39220338,82.43574388,82.48533665,82.61381117,82.64051234,82.70303309,82.71196183
"Bournemouth, Christchurch and Poole",E06000058,82.03726648,82.26707087,82.38869773,82.66891283,82.93215421,82.93538491,83.27930562,83.29816541,83.77998707,83.76402923,83.78591365,83.87753693,83.59564201,83.58330463,83.24428392,83.51047922
Dorset,E06000059,82.45952796,82.67745386,83.03999731,83.42972715,83.50708229,83.69143709,83.86079081,84.36235798,84.7668537,85.0261467,84.77638599,84.80845932,84.57501948,84.59041751,84.51235045,84.60143713
Aylesbury Vale,E07000004,81.46093978,81.51141907,81.61639627,81.72157805,81.90694144,82.080376,82.33755224,82.74093925,83.48830692,83.82490706,84.03766154,83.95783949,84.02731122,84.10545486,84.19027674,84.49348885
Chiltern,E07000005,83.07761123,82.89173981,83.03070458,83.46121251,84.36457979,84.8294131,84.96916297,84.78167504,84.89006694,85.37236829,85.91305744,86.26335529,85.78535236,86.01542823,85.96292522,86.26884703
South Bucks,E07000006,81.68625085,82.01362462,82.15172296,82.63839146,83.15279909,84.02935592,84.39885583,83.98229725,84.33899489,84.48705037,85.16975637,85.34504415,85.37511964,84.71519763,84.40642816,84.46174801
Wycombe,E07000007,81.82514309,82.12978259,82.56353804,83.27171518,83.41551723,83.73495427,84.06199915,84.34756559,84.42760554,84.07510382,84.53592693,84.74182826,84.9201969,85.04935044,85.07188916,85.26350918
Cambridge,E07000008,81.69321549,81.77298317,81.9458486,82.2868036,82.70505009,82.86264162,83.16547738,83.34656811,84.09069322,84.40009792,84.30321164,84.03921543,83.99349956,84.00091175,83.54555913,83.55560374
East Cambridgeshire,E07000009,82.48617002,82.19487726,82.89116735,83.73356717,83.63992558,83.35165251,83.22951205,83.80346186,84.25144712,84.94691421,85.27739707,85.12333575,84.76140669,84.63030337,85.08730964,85.23375588
Fenland,E07000010,80.34836618,80.96168325,80.75377816,80.61994268,80.89797689,81.2310336,81.9296532,82.26277604,82.61722908,82.65679498,82.68172294,82.54558221,82.60873872,82.32834548,82.31527099,82.17099276
Huntingdonshire,E07000011,81.56267433,81.69982604,81.78549921,82.13344969,82.45789199,82.70800327,83.3303911,83.55739374,84.33799478,84.17986324,84.19901022,84.34594789,84.68210063,84.80113356,84.5967588,84.3720358
South Cambridgeshire,E07000012,83.01541772,83.27459055,83.85429734,84.11900288,84.25858485,84.31273881,84.23088023,84.71649581,85.14676915,85.44185552,85.51593283,85.27796927,85.21979969,85.19585574,85.3632183,85.65284803
Allerdale,E07000026,80.0216475,80.25635203,80.56361865,80.6218525,80.76253282,80.64346495,81.22451993,81.85875554,81.84326344,81.882242,81.67263721,82.16621698,82.27452852,82.32041108,81.99246735,82.42597682
Barrow-in-Furness,E07000027,80.0043994,79.88579165,80.09320491,80.26586278,80.41675521,80.21240642,80.33311582,80.59018697,80.97387178,81.35548761,81.55895014,81.49839707,81.20159273,80.84410318,81.05110796,80.98005036
Carlisle,E07000028,80.10766338,80.73437716,80.77998619,81.02187058,80.96291722,81.1635448,81.29776681,81.39877385,81.70385729,81.88003974,81.86560859,82.36262454,82.81169745,82.9899909,82.59747195,82.38525695
Copeland,E07000029,79.55172632,79.43784014,80.32774121,80.46477343,80.54878193,79.74389208,80.34281547,80.62594344,81.10934698,81.29761968,81.15647959,81.6735239,81.32197083,81.78194159,81.48125579,81.69802569
Eden,E07000030,81.25416702,81.60354273,82.42192292,83.09734756,82.94081141,82.8230735,83.04763487,83.64021793,83.98689499,83.86593934,84.31514297,84.7343155,85.13633347,84.83392691,84.60982217,85.05126622
South Lakeland,E07000031,81.85124638,82.04858766,82.66760817,82.83250951,82.95536497,82.64513629,82.79849877,83.06622387,83.08126241,83.32289015,83.8278301,84.45039126,84.73843721,84.6405873,84.98119819,84.74810512
Amber Valley,E07000032,80.6340298,80.36559612,80.92619786,81.2746449,82.02312603,81.80199467,81.98836106,81.94465199,82.68676918,83.20047995,83.51902321,83.14337209,82.64258779,82.40998752,82.62518865,82.87708567
Bolsover,E07000033,78.97688634,78.82227329,79.28094091,80.01576514,80.61795762,80.40756968,80.65767148,80.74299819,81.93602951,81.93575208,82.18003226,81.67486354,81.42009979,81.36625222,81.54232224,81.99766369
Chesterfield,E07000034,80.01850517,80.5524557,80.42897693,80.66650202,81.13501864,81.97199732,82.59760269,82.46747056,82.27308735,82.03893415,82.08623776,82.15620869,82.13702064,82.35835698,82.09639534,81.80953985
Derbyshire Dales,E07000035,81.33843384,81.98177879,82.05710199,82.36936316,82.73203502,82.88783057,83.55676663,83.96831616,84.1666309,84.17805921,84.18045189,84.62017215,84.18337243,83.95585323,84.19218399,84.78060196
Erewash,E07000036,80.52305911,80.50714421,81.14620574,81.12518259,81.2321724,81.47069739,81.92356826,82.53802636,82.85542454,83.4349053,83.35914401,83.08101629,82.88088592,83.0641555,83.40444489,83.49174954
High Peak,E07000037,80.77156422,80.11407288,80.27698159,80.24970066,81.14260621,81.35874213,81.73229679,82.30661974,82.88520483,83.3533209,83.18373763,83.26785476,83.15540123,83.14784089,83.26644065,83.35767404
North East Derbyshire,E07000038,80.23369506,80.46432855,80.26318672,80.75409803,80.91451334,81.51632574,82.12632435,82.53940206,83.05474567,82.97924276,83.43740102,83.38341458,83.20094362,82.93619491,82.88047144,82.79963312
South Derbyshire,E07000039,80.2336533,80.58677828,80.93615633,81.60511161,81.94660471,81.76171505,81.6308762,82.18887522,83.02874822,83.21845241,82.6760962,82.99860738,82.65779252,83.03988308,82.4513682,82.91961599
East Devon,E07000040,82.74488568,82.80352252,83.18446287,83.29336679,83.47220056,83.63008245,83.94426312,84.21425922,84.35714687,84.38161807,84.29364117,83.9779331,84.25283699,84.08693993,84.73006542,84.93687818
Exeter,E07000041,81.52554203,82.13556295,82.40160362,82.80063388,82.83665952,83.031326,83.07234675,83.07588698,83.1439411,83.09654673,83.71708296,84.21301179,84.45761439,84.00508677,83.94405443,83.83587384
Mid Devon,E07000042,82.43057971,82.67321007,82.80169944,82.74915204,83.20600403,83.23754054,83.63856246,83.61807921,84.30413187,84.62556368,85.32517851,85.31996821,85.2662045,84.7280217,84.41837942,84.36196599
North Devon,E07000043,81.72000386,82.23555548,82.04953341,82.34626031,82.75845498,83.03225348,83.35871699,83.50326403,83.46335637,83.24839863,83.15672206,83.4171284,83.38478858,83.02988006,83.03881474,83.16696123
South Hams,E07000044,82.69182506,83.02479094,83.15630854,83.31889116,83.35145643,83.81025511,83.59921565,83.87128615,84.00870397,84.53016294,85.13753497,85.23079523,85.19991829,84.74598179,84.75846274,84.96970098
Teignbridge,E07000045,82.63476414,82.68485602,82.75913996,83.18692539,83.66429333,83.17375948,83.07015361,83.09406168,83.69627375,83.83299214,84.11459211,84.12451998,84.73904133,84.78955949,84.74590449,84.4909577
Torridge,E07000046,81.32361032,81.91040935,81.83360471,82.91877116,83.19854324,82.98744852,82.81988974,83.17668811,83.39201321,83.13581563,82.46378345,83.25675212,83.49958594,83.40339882,82.68646254,82.71430355
West Devon,E07000047,82.7893165,82.58828341,82.88860168,82.70400508,84.20337804,84.22356633,84.17488405,83.47880794,83.87353777,84.42177349,84.94497168,85.01274731,84.65336902,83.94086013,83.82466141,83.26595421
Eastbourne,E07000061,81.97800532,81.91038368,81.71082279,81.63591898,82.07174322,82.6403281,83.14829218,83.22691046,83.37769902,83.36891367,83.2280032,83.2043111,83.11423377,83.39915918,83.3473886,83.53267635
Hastings,E07000062,79.56915682,79.85480099,80.15215912,80.20410951,80.37702342,80.48363491,80.65836681,80.70501368,80.965267,81.17241317,81.66746694,81.72965341,82.17217476,81.96453481,81.92451017,81.6065479
Lewes,E07000063,82.5853606,82.74162107,82.81230492,83.27147335,83.54358177,83.61008823,83.95146426,84.18040536,84.67569964,84.57965183,84.86956972,85.422594,85.39270938,85.26754352,85.02624378,85.18102613
Rother,E07000064,81.29094348,81.32148231,82.17417636,82.57984648,82.81966953,83.13877968,83.3531931,83.61711412,83.46172405,83.85046471,83.87253506,84.20396047,83.82433796,83.93936884,83.54957724,83.74080797
Wealden,E07000065,82.88232343,82.84581856,82.94250634,83.36686876,83.75622969,83.48590793,84.01358208,83.86978904,84.29156854,84.19488023,84.71391501,84.91563886,84.77714348,84.71752611,84.56468402,84.65576708
Basildon,E07000066,80.4415548,80.38359272,80.84242353,81.0828755,81.53352342,81.51157454,82.11412985,82.35660678,82.81844097,82.73007898,82.98881369,82.9529863,83.02257164,82.59774585,82.72358103,82.63039725
Braintree,E07000067,80.77108401,81.61134426,81.83939217,82.39993442,82.52449154,82.67665656,82.80710705,82.71368435,83.02808866,82.97067159,83.25854286,83.40697862,83.08492124,82.96825377,82.67328192,83.02308642
Brentwood,E07000068,81.92419487,81.93978049,82.50422054,83.13841496,83.35727186,83.38083125,83.42516705,83.77043599,84.166339,84.32470631,83.88012563,83.88489647,83.93363087,84.34838279,84.34743731,84.5906215
Castle Point,E07000069,81.05166263,81.11860825,81.41403384,81.98713109,82.03142459,81.92877456,82.49963253,82.921134,83.3715775,82.64171635,82.43151878,82.36440042,82.83508954,82.74713945,83.02179421,82.99667943
Chelmsford,E07000070,82.88315557,82.75075304,82.94599542,83.32192707,83.62745753,83.80882295,83.93491396,83.86944979,84.07754728,84.11003761,84.49780488,84.7787085,84.65076966,84.58467928,84.04308984,84.25328798
Colchester,E07000071,82.00372783,82.072596,82.12313531,82.3733398,82.79226984,82.90452067,82.96970628,83.04719365,83.14462926,83.40230741,83.53768567,83.4331559,83.37073635,83.16652789,83.18738921,83.0765143
Epping Forest,E07000072,81.41671514,81.44145312,81.58506328,82.10481665,82.18213185,82.05392618,82.4352332,82.80320351,83.40813752,83.62228062,83.82279716,83.66739633,83.79071395,83.77121707,84.0091227,83.75770137
Harlow,E07000073,81.38493922,82.57264581,82.21852116,82.57763668,82.20614653,82.67176664,82.49748016,82.40497107,81.97765563,82.13854059,82.70921167,82.99874874,83.3739038,83.16099124,83.18841366,82.70973477
Maldon,E07000074,81.44534679,81.6470141,81.5306715,81.89903179,82.54593093,82.66579484,83.30665927,83.31828494,83.38144493,83.44600114,83.60974492,83.89520623,83.57981663,83.45994695,83.40410559,83.28287531
Rochford,E07000075,82.12837377,82.61085591,82.99199024,84.04391687,84.05349477,84.19921034,83.63664871,83.33833507,83.69382421,84.30111027,84.69600512,84.53401101,84.82606241,84.9241422,84.84306521,84.38067124
Tendring,E07000076,80.68877514,81.05392098,81.39142078,81.47691537,81.30857902,81.41642618,81.80102566,82.0124724,82.25087906,81.77747207,81.93005362,81.99205206,81.82334004,81.76705066,81.477714,81.60246157
Uttlesford,E07000077,81.48486563,82.01964754,81.97712127,83.03566098,83.25480651,83.84674491,83.82119624,84.66862946,84.87512907,85.00105017,85.37152978,85.11821127,84.7943621,84.1957656,84.64124341,85.23475159
Cheltenham,E07000078,81.36694839,81.87390754,82.1654052,82.72299256,82.61525679,82.97925464,83.4230913,83.77461886,84.04512339,84.0934874,83.84754631,83.87483728,83.35774315,83.37554714,83.07460397,83.49912425
Cotswold,E07000079,83.24297464,83.28697326,82.98399155,83.12996187,83.2263715,83.44161812,83.50447011,83.99777438,84.69543125,85.38472397,85.12290773,85.16729827,84.90287612,84.96024294,84.95919108,85.07350408
Forest of Dean,E07000080,81.37079381,81.28864457,82.22528502,82.09482073,82.23879027,81.32354685,82.20523304,82.78250655,83.6166127,83.64507627,83.44555446,83.91995149,83.68809679,83.51906183,83.16663467,83.347765
Gloucester,E07000081,80.90999959,80.7393683,80.84265355,81.42472208,81.76430766,81.71744605,82.01133973,82.14960094,82.77121911,83.1205874,83.10642805,82.48160121,82.05074876,82.23282803,82.7369212,82.70875274
Stroud,E07000082,81.54825541,81.95978218,82.28709975,82.40008645,82.62041407,82.41896358,83.01402343,83.10448708,83.7865722,83.52431108,83.21843023,82.91996741,83.16974931,83.48604432,83.74114152,83.70465086
Tewkesbury,E07000083,81.67453241,82.20273916,82.42438274,82.92525114,82.99928074,83.52247386,83.13703423,83.48872741,83.55261653,83.89584307,83.88958143,83.96862858,84.70377056,84.71095572,84.81957602,84.5829294
Basingstoke and Deane,E07000084,81.52168017,81.79542505,82.07998955,82.437548,82.60557045,82.37999612,82.73611953,82.54314836,82.87967614,82.94078544,83.31078403,83.40911014,83.33539096,83.41662618,83.69083449,83.8206769
East Hampshire,E07000085,81.56815865,81.97337919,82.00922545,82.25898052,82.47922811,82.62897774,83.07166413,83.58284701,84.06841214,84.22302004,84.07408556,84.17067715,84.4527353,84.45921471,84.7722713,84.60580943
Eastleigh,E07000086,81.46885851,81.46138912,81.90343613,82.35467698,82.89926795,83.03132098,83.36122943,83.50157481,84.36944045,84.61116365,84.5899419,84.43023231,84.31312105,84.48539557,84.74636168,84.95865698
Fareham,E07000087,82.3269574,82.82143566,83.16940617,83.38899868,83.72629769,83.88179377,83.87843135,83.61434007,83.49840051,83.80821857,83.88027767,83.93629814,84.04337485,84.02149496,84.10032757,84.0146773
Gosport,E07000088,80.84682502,80.73673248,80.96256511,81.27114244,81.09747981,81.20145525,80.9967226,81.58652669,81.67868301,82.17181736,82.23423646,82.58832347,82.73329731,83.09980884,83.09587004,83.2199449
Hart,E07000089,83.43559194,83.24638096,83.29080148,83.87212089,84.3947752,85.02440848,85.16803242,85.6125729,85.50005842,85.33806328,85.70190871,86.30118136,86.66632333,86.28479442,85.4292621,85.05933877
Havant,E07000090,81.51370732,81.68308559,81.91479323,82.22115307,82.53576028,82.62432064,82.68971082,82.96477631,82.77584194,83.18837091,82.99879377,83.37150979,83.39740968,83.4420604,83.33901648,83.17816882
New Forest,E07000091,82.96855979,83.2837378,83.51070429,83.93911166,83.88013815,84.24029905,84.37589503,84.87591937,84.89768154,84.96741499,84.76754708,84.94497636,84.95313248,85.35051561,85.25943518,85.48637002
Rushmoor,E07000092,80.09280642,80.2715891,81.35723212,81.98241337,81.95033288,81.67413309,82.21703538,82.4153681,83.04681587,82.83334642,82.86739094,83.28626642,83.2604273,83.41117265,82.64275545,82.69601894
Test Valley,E07000093,81.97320426,82.15431088,82.32291867,82.54554762,82.96986711,83.36460386,83.76969757,84.05424934,84.47491303,84.51151235,84.46016797,84.26442206,84.35121383,84.63311908,84.64293014,84.85701616
Winchester,E07000094,82.65175034,82.29318173,82.68106287,83.00132947,83.34541165,83.14728767,83.15767943,84.19212136,84.94751178,85.61959213,85.27900144,85.15832476,84.90800666,84.87799617,84.97834174,85.15449184
Broxbourne,E07000095,82.1154299,81.97983626,82.09210537,82.24429369,82.42279579,82.6691434,83.44778792,83.93180583,84.44197437,83.91209397,83.97792182,84.26403082,84.6774902,85.02174856,85.10582358,84.96753852
Dacorum,E07000096,81.46044054,81.72648902,81.66165696,82.19550678,82.68894616,82.80641702,83.03285373,83.01023158,84.00063811,84.30602894,84.20833306,84.37951558,84.37815225,84.66217891,84.27255567,84.32851225
Hertsmere,E07000098,80.83813574,81.4655192,81.81286842,81.92855115,82.13443686,82.64038709,82.56554614,83.36292012,83.39845493,83.35484388,83.40963074,83.86549014,84.38769712,84.17423124,84.0786702,84.03973292
North Hertfordshire,E07000099,80.96299271,81.45865567,82.10360171,82.43458239,82.71844164,82.25072523,82.31467167,81.95795322,82.64546745,82.80224902,83.20895347,83.14934797,83.13280525,83.24821276,83.53699466,83.81610778
Three Rivers,E07000102,82.20797769,82.45462267,82.31053815,82.82230688,82.66876367,83.45476515,84.00482724,84.29928849,84.50998131,84.4186125,84.75295089,84.61089209,84.6440077,84.35422342,84.23100718,84.00584483
Watford,E07000103,80.2508192,80.96623026,80.88391022,80.93551417,81.22455688,81.47346013,81.7737771,81.67622237,82.46210727,82.2753213,82.90014241,82.59940753,83.02226322,82.96747366,82.67309876,82.69064728
Ashford,E07000105,81.45385798,81.52781453,81.72389085,82.05005082,82.08846688,82.59384835,83.2669202,83.52161577,83.8404537,84.18057711,84.35938168,83.8402124,83.96544356,83.85298336,84.19972779,84.23208339
Canterbury,E07000106,81.57254469,81.62543533,81.43912355,81.57289864,81.8446129,82.1401413,82.35035328,82.57015602,83.03756399,83.26209989,83.552154,83.46086308,83.52736172,83.2778431,83.20144148,83.38920905
Dartford,E07000107,80.12461318,80.4504567,80.6071916,81.38662411,81.76045976,81.44102886,81.16958411,81.25314466,81.43033288,81.73754558,81.87580898,82.29247465,82.38442604,82.35794565,82.34237018,82.15359671
