CountryName,CountryId,Year,Total,Live animals,Meat & meat preparations,Dairy products & eggs,Fish & shellfish,Cereals,Vegetables & fruit,Sugar,"Coffee, tea, cocoa etc",Animal feeding stuffs,Miscellaneous foods,Beverages,Tobacco,"Hides, skins & furskins",Oil-seeds & oleaginous fruits,Crude rubber,Wood & cork,Pulp & waste paper,Textile fibres,Crude minerals & fertilisers,Metal ores & scrap,Other crude animal & vegetable materials,"Coal, coke & briquettes",Crude oil,Refined oil,Gas,Electricity,Animal oils & fats,Vegetable oils & fats,Processed oils & fats,Organic chemicals,Inorganic chemicals,"Dyeing, tanning & colouring materials",Medicinal & pharmaceutical products,Toilet & cleansing preparations,Processed fertilisers,Plastics in primary forms,Plastics in non-primary forms,Other chemicals,Leather manufactures,Rubber manufactures,Wood & cork manufactures,Paper & paperboard,Textile fabrics,Mineral manufactures,Iron & steel,Non-ferrous metals,Miscellaneous metal manufactures,Electric motors (intermediate),Electric motors (capital),Mechanical power generators (consumer),Mechanical power generators (intermediate),Mechanical power generators (capital),Specialised machinery (consumer),Specialised machinery (intermediate),Specialised machinery (capital),Metal working machinery (intermediate),Metal working machinery (capital),General industrial machinery (consumer),General industrial machinery (intermediate),General industrial machinery (capital),Office machinery (consumer),Office machinery (intermediate),Office machinery (capital),Telecoms & sound equipment (consumer),Telecoms & sound equipment (intermediate),Telecoms & sound equipment (capital),Miscellaneous electrical goods (consumer),Miscellaneous electrical goods (intermediate),Miscellaneous electrical goods (capital),Road vehicles other than cars (consumer),Road vehicles other than cars (intermediate),Road vehicles other than cars (capital),Cars,Railway equipment (intermediate),Railway equipment (capital),Aircraft,Ships,"Plumbing, heating & lighting fixtures (consumer)","Plumbing, heating & lighting fixtures (intermediate)","Plumbing, heating & lighting fixtures (capital)",Furniture (consumer),Furniture (intermediate),Furniture (capital),"Travel goods, handbags etc",Clothing,Footwear,Scientific instruments (consumer),Scientific instruments (intermediate),Scientific instruments (capital),Photographic & optical goods & clocks (consumer),Photographic & optical goods & clocks (intermediate),Photographic & optical goods & clocks (capital),Works of art,Jewellery,Other manufactures (intermediate),Other manufactures (capital),Other manufactures (consumer),Unspecified goods
American Samoa,AS,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AT,2013,1614,0,10,1,1,0,1,0,10,5,12,10,0,0,0,0,0,0,0,0,10,1,0,0,75,1,0,0,0,0,35,11,46,123,30,0,35,21,33,0,12,0,12,25,22,36,72,38,0,11,0,129,0,0,13,36,0,2,0,33,39,0,10,24,1,3,32,2,41,38,0,38,15,164,15,0,57,5,0,6,0,2,2,5,4,49,14,0,9,46,11,1,0,7,0,17,7,38,0
Australia,AU,2013,4107,23,0,5,4,50,11,7,41,6,31,138,26,0,0,2,0,0,0,0,12,2,0,0,0,0,0,0,1,0,61,3,29,474,106,4,21,41,66,1,13,3,43,34,33,29,69,119,3,53,0,120,14,0,50,199,8,3,1,96,172,0,4,29,2,17,50,4,89,66,29,97,50,512,6,0,162,32,0,22,0,11,0,2,2,74,11,0,27,140,14,13,0,31,13,23,12,316,20
Aruba,AW,2013,41,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azerbaijan,AZ,2013,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,8,0,0,1,6,26,1,23,0,0,0,30,0,0,15,14,0,1,0,46,17,0,0,0,1,4,5,1,13,5,0,0,0,20,0,0,18,1,0,2,0,1,0,0,0,2,0,0,5,13,3,0,0,0,58,2,0,4,1
Bosnia & Herzegovina,BA,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,BB,2013,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Bangladesh,BD,2013,115,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,3,0,3,0,0,0,21,0,6,5,0,2,2,0,0,0,0,6,0,0,3,0,0,2,0,0,0,0,0,0,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Belgium,BE,2013,14196,2,75,103,40,78,37,13,52,15,37,155,16,0,18,115,5,0,12,18,97,55,8,127,1942,796,0,12,4,0,984,36,107,447,358,0,411,90,221,0,125,31,62,143,1818,214,177,125,0,47,0,308,38,0,47,139,6,62,0,221,183,0,24,87,11,8,95,12,141,40,10,242,202,1702,0,0,476,0,0,9,12,11,3,12,14,159,66,0,15,262,52,17,0,11,7,69,10,173,12
Burkina Faso,BF,2013,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BG,2013,380,0,0,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,10,0,12,25,10,1,4,11,2,0,0,0,0,25,0,1,0,2,0,2,0,0,0,0,6,26,0,0,0,8,12,0,2,9,1,0,55,0,17,0,0,9,1,13,0,0,13,0,0,0,0,0,0,0,0,12,0,0,0,12,2,1,0,0,0,6,1,7,0
Bahrain,BH,2013,221,0,0,0,0,0,0,0,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,2,2,0,2,0,42,1,0,3,8,0,0,0,12,8,0,0,3,0,0,1,0,12,7,0,0,0,33,0,0,11,0,0,2,0,0,0,1,0,10,3,0,0,13,0,0,0,1,12,2,0,4,0
Burundi,BI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BJ,2013,49,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,BM,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Brunei,BN,2013,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,20,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,2,15,0,0,0,3,1,0,0,2
Bolivia,BO,2013,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bonaire, Sint Eustatius and Saba",BQ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BR,2013,2706,0,0,0,0,0,0,0,6,5,8,112,0,0,0,22,0,0,0,0,0,6,0,0,40,0,0,1,0,0,119,23,16,319,10,42,45,22,219,0,14,0,16,7,33,88,17,54,0,12,0,312,14,0,88,53,1,8,0,113,60,0,3,6,0,7,26,0,66,21,8,38,6,262,0,0,108,52,0,1,0,2,0,0,0,9,0,0,15,85,3,10,0,34,0,1,0,26,12
Bahamas,BS,2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BT,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bouvet Island,BV,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Botswana,BW,2013,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Belarus,BY,2013,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,11,0,1,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Belize,BZ,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Canada,CA,2013,4108,0,0,9,7,45,7,13,77,0,22,151,0,0,0,0,0,0,2,0,99,9,0,0,494,4,0,1,0,0,197,6,12,358,40,2,20,16,70,0,28,1,34,31,60,77,146,64,2,22,0,537,14,0,44,71,1,2,0,124,45,0,4,27,2,15,55,4,72,45,8,30,70,291,10,0,158,9,0,1,0,3,13,4,10,32,1,0,21,132,5,7,0,21,3,12,1,59,19
Cocos Islands,CC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),CD,2013,21,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,CF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Republic),CG,2013,53,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,3,4,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
Switzerland,CH,2013,5845,1,17,2,15,15,0,0,33,5,19,57,11,0,0,0,0,0,0,0,83,1,0,0,2,0,0,0,0,0,443,16,25,383,110,1,24,38,75,0,24,0,31,23,240,18,133,48,0,14,0,204,12,10,17,46,4,5,0,72,81,0,22,65,0,11,111,4,89,51,18,23,1,307,0,0,530,30,0,13,0,13,11,7,10,45,6,0,16,165,118,20,0,903,667,24,1,101,105
Ivory Coast,CI,2013,62,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,6,6,1,0,0,2,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cook Islands,CK,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CL,2013,1102,0,0,0,0,0,0,0,6,1,1,30,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,1,25,2,0,12,7,13,0,0,0,2,0,1,6,0,7,0,27,0,116,1,0,9,39,0,0,0,13,21,0,0,0,0,1,0,1,3,5,0,1,0,100,0,0,47,1,0,0,0,0,0,0,0,1,0,0,1,17,0,1,0,2,0,3,0,3,4
Cameroon,CM,2013,42,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,2,0,0,0,0,7,4,0,5,0,2,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
China,CN,2013,13709,0,32,8,79,5,4,0,7,12,29,67,0,123,0,29,13,343,82,12,697,1,0,205,21,0,0,0,0,42,121,53,66,831,73,3,102,53,165,13,38,2,32,59,37,118,199,112,3,50,0,494,271,0,134,161,21,97,0,311,229,0,66,55,0,6,77,7,251,120,0,181,4,4498,10,0,485,26,0,6,0,14,24,0,1,27,5,0,45,389,0,42,0,22,6,23,28,77,1555
Colombia,CO,2013,328,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,95,7,0,1,10,21,0,1,0,1,0,1,0,0,4,0,12,0,16,1,0,10,11,0,1,0,6,3,0,1,0,0,0,1,0,2,0,0,0,7,28,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0
Costa Rica,CR,2013,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,CU,2013,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cape Verde,CV,2013,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curacao,CW,2013,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Island,CX,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CY,2013,428,0,3,0,3,10,2,0,11,0,7,22,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,1,16,12,0,0,0,0,0,2,0,3,1,0,1,0,8,0,0,0,3,0,0,0,2,0,0,0,1,5,0,0,10,1,0,116,4,8,0,0,3,0,43,0,0,15,0,0,0,0,0,0,0,0,37,8,0,0,7,8,0,0,0,0,0,0,14,0
Czech Republic,CZ,2013,1920,0,2,0,0,5,2,0,40,12,14,13,0,1,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,14,14,22,91,73,0,39,48,100,0,16,0,25,46,12,53,30,71,0,6,0,10,1,0,13,50,1,4,0,70,85,0,20,38,0,0,166,0,201,43,0,84,10,40,3,0,66,0,0,0,0,0,0,13,4,79,13,0,12,36,2,0,0,0,2,17,7,61,0
Germany,DE,2013,29489,20,145,95,76,91,73,25,157,102,141,289,37,2,102,29,15,23,36,49,356,24,6,3560,292,32,1,7,49,7,788,303,270,2109,631,9,460,331,865,28,282,13,281,292,254,657,1310,563,3,63,0,2211,74,46,154,362,37,67,0,527,648,0,90,433,31,119,491,91,1015,495,48,1019,138,1363,22,0,994,41,0,37,12,29,59,50,76,863,217,0,122,614,59,99,0,36,35,476,20,791,25
Djibouti,DJ,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
